Rank,RollNo,Course
608,6012098,K4111
609,5006118,B4125
610,2017110,D4125
610,4013133,K4125
612,6018225,M4125
613,2012179,D5254
614,4007286,D5254
615,5006202,M4110
616,4007143,K4111
617,1059008,R4110
618,4001156,K4111
619,2006029,K4111
620,1057258,R4110
621,1024050,B4111
622,4004242,B4125
623,6015280,B4125
624,2038239,B4117
625,2054052,D4112
626,3029075,K4110
627,4006347,K4111
628,2024398,K4110
629,6003152,G4115
630,1053093,B4125
631,6003134,B4111
632,5004182,H4110
633,7012150,R4110
634,1030129,B4125
635,4027012,R4110
636,1061275,B4125
637,2039125,B4125
638,5028558,R4110
639,1059117,R4110
640,1025154,B4125
641,7006171,D4125
642,1022171,B5235
643,6085091,M5217
644,7031130,G4115
645,2006163,D4125
646,1054164,D4125
647,2049248,D4125
648,5005035,M4110
649,2002292,R4110
650,6035096,D4125
651,4006105,R4110
652,2009203,K4110
653,6039309,D4125
654,4012326,D4125
655,7017243,R4110
656,7023063,K4111
657,7012051,R4110
658,7002111,R4110
659,2043371,K4110
660,7002036,K4111
661,1063443,G4111
662,6036332,D4125
663,1032363,R4110
664,7012143,R4110
665,1017160,R4110
666,7028373,D4112
667,2023221,G4115
668,6032112,G4115
669,1075374,W4110
670,1006279,W4110
671,2008078,D4111
672,1028034,B5235
673,4001072,D4125
675,4025215,D4125
676,6024159,D4112
677,6027296,H4110
678,4007202,B4107
679,6033119,G4111
680,2031086,D5216
681,7005082,B4111
683,2027060,G4115
684,1004036,D4112
685,1062159,W4110
686,1056263,B4109
687,1046013,B5235
688,6049229,G4111
689,2040190,D4125
690,1030268,B4117
691,6008284,G4115
691,2029164,D4112
693,6018215,B4110
694,6015298,H4111
695,6039031,B4111
696,4013320,V4110
697,5007289,D4125
698,2034004,G4115
699,2049060,D4125
700,2030093,W4110
701,2031328,D4125
702,1041121,M5217
703,1076208,D4125
704,1008007,W4110
705,2019315,D4112
706,6007097,M5217
707,1029068,B5235
707,4014272,W4110
709,5010088,B5235
710,6033205,M4110
711,6010123,G4115
712,2017245,K4110
713,6025171,D4112
714,1025091,B5235
715,6001259,W4110
716,6039276,M4125
717,2002211,W4110
718,2022346,W4110
719,4031226,K4107
720,1044326,D4125
721,5009232,B4117
722,4008390,V4110
724,2035081,M5217
725,6018288,M5217
726,5007102,G4110
727,6034122,D4125
728,5040298,G4115
729,2054078,D4125
730,5035395,B4111
731,6012025,M4125
732,5039152,G4115
733,2001384,V4110
734,6039339,G4115
735,6042190,G4115
736,6027270,G4115
737,2012249,D4125
738,5012462,W4110
739,6022123,G4115
740,5012137,D4125
741,1061184,V4110
742,7025268,D4125
743,7006058,G4115
744,6002154,G4110
745,6026054,G4115
746,2036182,B4117
747,3014243,B4125
748,6041084,D4125
749,7016150,D4125
750,2040213,B4111
751,6027013,K4110
752,2024175,V4110
753,6027364,G4110
754,6014102,D4125
755,4006297,D4112
756,2011244,D4112
757,6009194,K4110
758,1013180,G4115
759,2027155,B5235
761,1003159,M5217
762,1022357,G4111
763,1061243,G5225
764,6005165,W4110
765,2005219,G4111
766,6019238,W4110
767,6052302,M4125
768,7008429,B5235
769,6054241,M4125
770,7016057,D5216
771,4033313,D4112
772,2013232,D4107
773,1025082,B5235
774,7004155,K4125
775,6010284,M5217
776,6025110,M4125
777,1059188,W4110
778,3019127,G4111
779,1063025,B4111
780,1007085,W4110
781,6083216,M4125
782,2034123,D4112
783,2019392,D4112
784,6016036,K4110
785,5008149,G4111
786,7011056,V4110
787,5010005,D4112
788,7016108,D4112
789,2027256,D4110
790,1017100,W4110
791,2021298,K4125
792,1014376,G4111
793,1006244,G4111
793,6017235,M4125
795,1052291,W4110
796,2032228,D4112
797,5026286,K4125
798,1056177,K4125
799,1023162,B4109
800,6019122,M4125
801,7024313,D4112
802,6017195,B4109
803,1014370,K4125
804,7001262,B5235
805,2043313,W4110
806,6015218,H4110
807,5027128,B4111
808,1046297,W4110
809,1057283,B4107
810,1022146,M4125
811,2030201,D4136
812,1007120,M4125
813,2011096,W4110
814,6021168,K4110
816,1041428,D4111
817,1028232,B5226
818,2048098,D4112
819,1018218,D4112
820,1020224,B4117
821,7010094,K4125
822,4022186,K4125
823,1025309,G4111
824,6069027,D4125
824,2018187,K4110
826,4002345,K4203
827,6001004,M4125
828,1064097,D4112
829,1062317,G4111
829,1055136,K4125
831,1058441,K4125
832,7013182,W4110
833,1064229,K4125
834,7001055,K4125
835,6019007,M5217
836,2015238,K4203
837,3031172,W4110
838,7002420,K4125
839,1028236,B5221
840,7027163,K4125
841,7022009,W4110
842,6079120,G4111
843,1051229,D4112
844,6082074,G4110
845,6031203,G4111
846,6034183,W4110
847,5011105,B4109
848,7015264,D4112
849,6063239,K4110
850,3007028,G4111
851,6016165,D4112
852,5014209,K4125
853,1005004,B4107
854,5039372,K4111
855,3015034,K4125
856,4012209,K4125
857,6002019,W4110
858,1051197,K4125
859,6058161,M4125
859,4007165,V4110
861,4029118,K4203
862,4025362,K4125
863,4001401,W4110
864,2007098,W4110
865,6055221,M4125
866,6073065,M4125
867,2001161,W4110
868,7013057,R4114
869,6014157,M4125
870,1002187,M4125
871,2043069,W4110
872,1002147,B4107
873,7027108,K4125
874,1020015,B4107
875,5004187,G4110
876,1027298,B4107
877,5005184,D4111
878,6049169,M4111
879,1029179,B5221
880,1056415,G4111
881,5008100,M4125
882,1006143,D5216
883,2025015,M5217
884,1054083,D4109
885,2040187,W4110
886,7001053,D4107
887,3033089,B4109
888,6070036,M4125
889,5006113,M4125
890,5004277,K4125
891,1051166,W4110
892,1053174,B4117
893,6087128,H4110
894,1051139,K4125
895,1048133,B4107
896,2034141,B5229
897,4031478,K4110
897,1060034,K4125
899,7014260,K4125
900,6003037,W4110
901,2016350,W4110
902,7008019,D4107
903,7023108,G5225
904,6030163,M5217
905,1028172,B4117
906,6035095,M4125
907,2048119,K4125
908,6007233,B4101
909,2001215,W4110
910,6002049,H4110
911,2037203,B4107
912,7012073,V4110
913,4006386,G5225
914,2053037,K4125
915,3014010,K4125
916,2013190,W4110
917,4012044,K4125
918,5025308,G5225
919,1030074,B4117
920,6022038,G5225
921,1010102,M4125
922,2049150,B5219
923,2008109,K4125
924,5023103,G4111
925,6004154,W4110
926,1058299,M5217
927,5039117,G4111
928,7001134,W4110
929,5033061,G4111
930,7025094,K4125
931,1063449,R4114
932,1064225,B4107
933,4031460,K4203
934,1026039,B4117
935,5007057,W4110
936,6037045,M4101
937,2012167,R4114
938,1021106,B4125
939,6085278,G4111
940,6035344,M4125
941,6010172,M5217
942,4013308,V4110
943,1029102,B4117
944,2023060,K4125
945,1028169,B4107
946,7006004,K4125
947,6013018,D4117
948,7017134,W4110
949,5010125,K4125
950,6079091,M4125
951,6028289,G4110
952,7016372,V4110
953,1059306,V4110
954,2017249,K4125
955,6044139,G4115
956,1045385,K4110
957,7016147,G5225
958,1041103,M4125
959,1042419,B4107
960,6081001,M4125
962,6029157,M4111
963,2004032,D4107
964,2013295,D4107
965,1051274,B4107
966,6031117,M4125
967,6068110,B4125
968,6042033,G4111
969,5014042,V4110
970,1052096,K4125
971,1007090,R4114
972,2021181,G4111
973,1019006,H4110
974,6079079,M4125
975,5004321,M4125
976,1061258,K4125
977,2035024,G5225
978,1049041,B4107
979,2011008,D4107
980,2037274,M5217
981,6081234,M5216
982,6063074,M4125
983,6087277,M4125
984,6018023,G4111
985,6062070,K4125
986,2043192,G4111
987,6087152,W4124
988,6064018,K4125
989,6032311,G4111
990,2049230,B4107
991,1022037,B4109
992,7003351,D4107
993,6082042,K4125
994,2026183,D4109
995,2023350,K4125
996,4032187,B4101
997,7016215,B4107
998,1046058,B4107
999,7024400,V4110
1000,6080251,M4111
1001,6080271,M4111
1002,6039030,G4115
1003,7008194,D4109
1004,7002163,B4107
1005,4026363,M5217
1006,6073182,M4125
1007,6044245,M5217
1008,7019123,B4107
1009,6065116,G4125
1010,6066154,K4125
1011,6011284,H4110
1012,1038199,G5225
1013,2022374,V4110
1014,1001118,K4125
1015,2014392,R4114
1016,1030113,K4125
1017,1058275,K4125
1018,4001003,K4110
1019,1038111,K4125
1020,7001320,D4107
1021,4035031,K4125
1022,2015062,D4107
1023,1057317,D5216
1024,3026023,K4110
1025,2024122,D4107
1026,1024002,K4204
1027,2031066,K4125
1028,1029138,B4107
1029,2037104,V4110
1030,1057130,V4110
1031,2026172,K4125
1032,1051177,K4125
1033,1062320,K4203
1034,6035101,K4125
1035,2033441,R4114
1036,1003216,H4110
1037,2039032,V4110
1038,5032348,G4125
1039,1028001,M5217
1040,6006172,G4125
1041,6027365,H4110
1042,7028274,G5225
1043,6043206,M5216
1044,6043207,M5217
1045,7003241,R4114
1046,2037091,M5217
1047,5029054,G4125
1048,1041099,M5217
1049,7005140,R4114
1050,7013150,R4114
1051,2010373,V4110
1052,1041220,M5217
1053,4022297,D4107
1054,7031253,V4110
1055,6044077,B4110
1056,6031312,G5222
1057,1021103,B4107
1058,1062250,B4109
1059,5016482,G5225
1060,6004141,G4125
1061,1021158,V4110
1062,1017012,G5225
1063,6081006,M4107
1064,5037093,V4110
1065,2022079,D5216
1066,6021284,G4125
1067,2018357,G5225
1068,1055228,D4136
1069,6024012,B4101
1070,2040263,B4107
1071,1024285,B4107
1072,1055217,M5238
1073,5009220,B4101
1074,6008230,H4110
1075,6003189,G4125
1076,5028078,B4107
1077,5001017,B4125
1078,7015075,D4107
1079,1060224,V4110
1080,2011440,V4110
1081,6030164,G4125
1082,2008346,V4110
1083,5014087,V4110
1084,6037162,D4111
1085,5018316,K4107
1086,4002197,G4125
1087,7008448,D4136
1088,1054190,G4125
1089,2024158,G5225
1090,6034017,D4136
1091,4014153,V4110
1092,1028110,M5238
1093,2034178,R4114
1094,6031353,G4125
1096,2037139,V4110
1097,5005061,G4125
1098,6034327,H4110
1099,7023191,B4109
1100,7023227,R4114
1101,1042182,K4110
1102,4013084,V4110
1103,2012290,D4107
1104,6058262,M4117
1105,6056157,M4117
1106,2004017,V4110
1107,6043220,G4125
1108,1055068,B4101
1109,4001032,D4107
1110,6055314,G4125
1111,2048163,V4110
1112,1024241,B4107
1113,1024162,B4107
1114,2040055,B4107
1115,1073086,B4111
1116,2018117,G4125
1117,6074180,M4107
1118,1064028,V5216
1119,2015017,R4114
1120,6012039,H4110
1121,6034241,R4114
1122,6084237,B4107
1123,6014081,R4114
1124,2039120,G4125
1125,1021086,B4107
1126,4006224,R4114
1127,1062069,K4110
1128,1006316,B4107
1129,1064275,B4107
1130,4003065,K4110
1131,5004088,M5216
1132,5006052,K4110
1133,7024171,D4117
1134,1044340,G4125
1135,1045156,M5218
1136,2014021,V5216
1137,1064052,H4110
1138,2010148,K4110
1139,6078002,G4110
1140,6055206,M5218
1141,5021174,B4107
1142,2005235,G4125
1143,6012242,R4114
1144,1025249,B4107
1145,5006191,G4125
1146,6045017,R4114
1147,6004113,G4125
1148,1043377,K4110
1149,4022369,B4109
1150,5039110,G5225
1151,1026217,B4107
1152,1053314,B4107
1153,2014228,D4109
1154,4033082,V5216
1155,6020298,M5238
1156,6012014,D4111
1157,6043239,G4110
1158,6043079,D4111
1159,7005125,G4110
1160,6043053,M4111
1161,6028194,G4125
1162,7006461,B4107
1163,5033299,G4125
1164,2023146,R4114
1165,7016285,B4107
1166,1051174,R4114
1167,7020383,R4114
1168,1053252,R4114
1169,6017073,D4111
1170,1048187,B4107
1171,7022091,V5216
1172,6082124,M5216
1174,2037140,G5225
1175,5038031,B4107
1176,6032250,G4125
1177,7025142,R4114
1178,2008180,G5222
1179,1019082,G4125
1180,4012199,D5216
1180,2009043,D4107
1182,4012230,V5216
1183,5004254,G4125
1184,2030355,D4136
1185,2001014,M5237
1186,6027223,B4101
1187,2015165,D4125
1188,4036125,K4107
1189,2029136,D4136
1190,7001340,H4110
1191,1056136,R4111
1192,3025214,G4125
1193,6070006,M5216
1194,6080084,M5218
1195,2002137,G4125
1196,6023241,M5218
1197,6020041,G5225
1198,4029064,K4125
1199,1024143,B4107
1200,5023046,G4125
1201,6046204,G4125
1202,1022213,B4101
1203,6026018,G5225
1204,7008349,G4125
1204,2022075,G5225
1206,1020154,B4107
1207,2007378,R4114
1208,7004183,H4110
1209,1042163,B4107
1210,4011283,R4114
1211,4009367,G4125
1212,6034349,M5237
1213,6010282,G4125
1214,4012020,D4107
1215,4012355,G4125
1216,2049022,D4109
1217,1063351,B5229
1218,1052406,R4114
1219,1017116,M5237
1220,1029466,B4125
1221,6020226,M5238
1222,2006083,G5225
1223,7004431,D4111
1224,2017087,B4101
1225,5024004,B4107
1226,2053184,B4107
1227,6046010,G4110
1228,2048023,B4109
1229,6043025,M5238
1230,6016068,M5238
1231,6018182,B4110
1232,7019104,G4110
1233,7003350,D4107
1234,5008200,R4111
1235,2012060,R4114
1235,6008271,W4124
1237,5015386,R4125
1238,1041276,M4117
1239,2052142,B5229
1240,6047255,R4114
1241,6035048,B4109
1242,1035332,R4114
1243,1028189,B4107
1244,3013151,G4110
1245,2006060,G5222
1246,2022333,R4114
1247,6027315,M4117
1248,6033145,W4124
1249,6044117,H4110
1250,6016259,G5222
1251,2034294,V5216
1253,7008377,D4107
1255,1062095,B4107
1256,1055180,B4107
1257,4017215,D4107
1258,1020188,B5229
1259,7008449,D4125
1260,6057251,H4110
1261,4019372,R4114
1262,4032327,V5216
1263,1025343,B4109
1264,3015308,K4204
1265,6024019,H4110
1266,6078236,M4107
1267,6042305,R4114
1268,6085140,M5238
1269,2029068,D4107
1270,5028109,R4114
1271,2012117,D4124
1272,5027261,G5222
1273,1056266,R4111
1274,1053391,K4203
1275,2003196,B4107
1276,7001386,U4110
1277,1020046,R4111
1278,2018252,G5222
1279,7006105,R4114
1280,5004352,G4110
1281,5006142,M5238
1283,1029354,B4107
1284,1021331,B4107
1285,7020202,R4114
1286,6079254,M5237
1287,3015237,D4111
1288,1007296,B4107
1289,1030041,G5222
1290,2006086,D4111
1292,4037068,B4107
1293,7007218,V5216
1294,6032179,M5238
1295,1063188,B4109
1296,6051231,D4111
1297,7008386,D4107
1298,1018230,R4111
1299,1037104,G5239
1300,1054249,R4114
1301,2049229,B4107
1302,1054178,B4107
1303,6022007,G5222
1304,6019124,R4114
1305,2031290,R4114
1306,2017348,K4203
1307,1046201,R4125
1308,4035293,K4203
1309,2009213,D4111
1310,6022195,G5222
1311,7001085,D4111
1312,4003005,D4109
1313,2025154,G5506
1314,6002024,D4111
1315,5011200,R4111
1316,7012244,R4111
1317,5005167,M5238
1318,6041352,R4114
1319,1040164,B4107
1320,2034058,R4111
1321,6080016,B4107
1322,6034351,W4114
1323,7020127,G4107
1325,1040019,W4124
1326,6006069,H4110
1327,7015042,D4136
1328,4026050,G5239
1329,5032133,G5222
1330,4009353,G5239
1331,2034263,R4125
1332,2034215,R4125
1333,1054407,B4107
1334,5006232,M5238
1335,2035023,W4124
1336,6017244,J4110
1337,7015137,D4107
1338,7003181,D4107
1339,2018307,B4109
1340,6016047,D4107
1341,2022383,R4111
1342,2020126,D4107
1344,1052300,B4107
1345,2049042,R4111
1346,7024333,G4110
1347,5028400,D4109
1348,2015018,R4125
1349,3004144,W4114
1350,6035318,H4111
1351,1058383,D4107
1352,6024034,R4111
1353,4006363,R4111
1354,5008172,G4110
1355,5018270,G4127
1356,5032226,K4204
1357,1030214,M5238
1358,7015138,D4136
1359,6007042,R4111
1360,3023197,R4111
1361,6007055,W4124
1362,1045165,B4107
1363,5017355,D4124
1364,6038116,W4116
1365,4012331,D4109
1366,6039179,B4101
1367,2022190,M5216
1368,2006177,D4107
1368,6054238,M5237
1370,6036232,B4101
1371,2004148,W4114
1372,7020028,D4109
1373,1030267,B4109
1374,1023257,W4114
1375,1075455,B4109
1376,2054095,G5239
1377,1044176,M5237
1378,6080159,M4111
1379,1077325,B4125
1380,7006519,D4107
1381,2011235,M5237
1382,1003303,B4107
