Rank,RollNo,Course
1383,4001210,D4107
1384,6053080,D4111
1385,4034212,D4117
1386,4011161,D4109
1387,4001161,B4109
1388,1019087,E4110
1389,2014081,D4111
1390,1053104,R4111
1391,4007214,R4111
1392,3002010,W4114
1393,5009063,D4107
1394,4033350,R4111
1395,6026290,W4124
1396,6076169,M5237
1397,1025244,B4101
1398,1061317,R4111
1400,2017030,B4107
1402,5007278,M4117
1403,6049125,W4114
1404,5014397,G5239
1405,1027282,B4107
1406,6036311,M5236
1407,1076045,M5236
1408,6015293,W4114
1409,6011252,H4111
1410,1029254,B4109
1411,1023229,B4109
1412,6006137,W4114
1413,5032098,G4121
1414,5024009,K4203
1415,2042081,D4107
1416,2029126,B4101
1417,1028365,B4109
1418,7006128,D4107
1419,5002337,M5216
1420,6017064,W4114
1421,6010298,W4114
1422,7012200,R4111
1423,1053177,R4111
1424,1064185,R4111
1425,6080172,M4107
1426,1062316,R4125
1427,6041111,W4114
1428,1029157,M5236
1429,2054087,V4113
1430,1019080,K4203
1431,5020360,D4109
1433,1044001,W4114
1434,6022296,R4111
1435,1054423,B4109
1436,6031063,W4114
1437,6041326,B4109
1438,1028222,B4109
1439,7013183,R4111
1440,6018240,R4111
1441,6001120,M4125
1442,1052431,D4107
1443,4031114,M5237
1444,2005061,R4111
1445,1075020,D4107
1446,1042284,B4109
1447,2049129,D4111
1449,7031331,G5239
1449,1031042,H4110
1451,1071117,R4111
1452,1042098,B4109
1454,3017100,R4111
1455,6011093,B4109
1456,1028290,B4101
1457,1008072,R4111
1458,1043207,W4124
1459,1027164,B4109
1460,5037270,B4101
1461,6042296,W4114
1462,6025030,M4111
1463,6043261,W4124
1464,5010012,D4136
1465,2006230,D4136
1466,2029235,D4117
1467,6004191,M5237
1468,1053330,W4110
1469,2054121,R4111
1470,5037031,G5239
1471,1016225,M4107
1472,1041374,G5216
1473,1043060,W4114
1474,5006119,M5237
1475,1062314,B4109
1476,1007220,R4111
1477,6076232,M5237
1477,1057259,R4111
1479,1050271,R4125
1480,2021048,R4111
1481,1061376,K4109
1482,2048211,G5506
1483,6011200,R4111
1484,7020194,R4111
1485,6081043,G5216
1486,6011210,D4109
1487,1032036,G5239
1488,2011431,D4107
1489,6032243,W4114
1490,4036332,K4111
1491,2014380,D4107
1492,6084157,M4117
1493,5039095,G5239
1494,6040334,G5239
1495,5010069,B5229
1496,4023132,K4203
1497,5040117,V5305
1498,2010069,R4111
1499,7003406,B4109
1500,1057092,W4114
1501,3011240,R4111
1502,1046049,M5236
1503,5012380,D4109
1504,5004054,M4111
1505,1021020,B4111
1506,7008258,K4111
1507,2043199,K4111
1508,1030004,D4107
1509,6081151,M4111
1510,7026162,D4125
1511,6072045,M4107
1512,4011047,D4109
1513,6060140,M5236
1514,2018038,M4117
1515,1064335,W4124
1516,1029026,M5236
1517,1056380,R4111
1518,7032229,K4111
1519,6035211,B4110
1520,6057046,M5236
1521,3019138,W4110
1522,4006424,B4101
1523,1064340,D4109
1524,4001318,V4113
1525,7026281,R4111
1526,6039178,B4125
1527,1057024,R4111
1528,1023147,B4101
1529,1024031,B5221
1530,2021293,D4117
1531,1059302,D4109
1532,6024215,M5236
1534,1034377,B5221
1535,2032173,K4107
1536,1058151,W4114
1537,1039086,M5236
1538,5028010,M5236
1539,7016007,W4124
1540,2004221,G5239
1541,7003380,R4110
1542,1014108,R4125
1543,2027034,D5210
1544,1051066,B4109
1545,6017068,G5239
1546,1027087,B4101
1547,2047019,D4111
1548,2037249,R4111
1549,4020368,G5506
1550,6021057,B4125
1551,1030441,B4109
1552,4027087,K4111
1554,1056012,B4125
1555,1012012,B4109
1556,7014001,D4109
1557,5004146,M5236
1558,5039012,B4109
1560,5037197,R4111
1561,1028127,B4101
1562,1051268,D4109
1563,4033065,W4124
1564,2048216,D4109
1565,1027299,B5226
1566,6040163,G5239
1567,6022163,R4111
1568,4009263,R4111
1569,4007273,R4111
1570,6055189,B4101
1571,7013208,J4110
1572,3017313,D4109
1573,6021045,W4114
1575,2031161,U4110
1576,6005210,G5239
1577,7007204,D4136
1578,1023058,B4101
1579,6080080,M4107
1580,6033141,G5506
1581,6016078,R4111
1582,3013172,B4125
1583,4006139,G4121
1584,4008347,R4111
1585,7013175,D4117
1585,4009088,R4110
1587,1031317,B4125
1588,1022148,R4111
1589,4002022,B4101
1590,5021324,G5216
1591,1028228,B4109
1592,5014004,K4111
1593,4013213,R4125
1594,2048122,R4111
1595,5025139,M5236
1596,7024509,D4117
1597,6009009,E4110
1598,1063270,B4109
1599,6026168,G5216
1600,6040012,K4203
1601,6044180,W4114
1603,7027229,W4114
1604,2022158,D4136
1605,6016299,G5239
1606,1053097,B4109
1607,5003041,G5239
1611,7026232,D4136
1612,6017270,H4111
1613,5015118,G5239
1614,1041244,B4109
1615,6036201,W4124
1616,2027050,D4109
1617,5032145,G4121
1618,5002391,M4107
1619,7024566,D4136
1620,2008046,R4111
1621,4008152,R4125
1622,1022238,B4109
1623,1003318,V4125
1624,2030348,D4125
1625,4024060,R4111
1626,2038155,D5210
1627,1040193,B4125
1628,4034059,R4111
1629,2043229,R4111
1630,3002064,D4117
1631,1038133,G5239
1632,1063243,K4111
1633,5033062,G4107
1634,6062036,B4125
1635,6005294,W4124
1636,1004131,G5239
1637,7007049,D4136
1638,6001273,W4114
1639,1061242,B4110
1640,1056316,K4203
1641,1052049,R4111
1642,7012156,R4110
1643,7008140,D4125
1644,4020390,R4111
1645,2029163,R4125
1647,7023104,W4124
1648,6043047,W4116
1649,2016132,D4109
1650,1026069,M4117
1651,1055107,K4111
1652,5010070,R4111
1652,6035190,W4114
1654,5038055,B4109
1655,6023274,B4125
1656,2002188,R4110
1657,7024484,D4136
1658,1037333,R4111
1659,2019005,D4136
1660,6027129,W4114
1661,6007186,D5210
1662,5012091,U4110
1663,7008110,B4101
1664,1030212,B4125
1665,4003338,D5210
1666,3016349,B4109
1667,4003177,G4107
1668,1033234,G5239
1669,6028196,W4114
1670,1061318,K4101
1671,5004235,R4110
1672,7019115,R4111
1673,5022284,G4121
1674,1017082,B5226
1677,2039270,K4203
1678,2018146,D4136
1679,5034005,G5239
1680,1029204,B4109
1681,7025231,R4111
1682,2036038,B4109
1683,7008370,D4125
1684,6002135,R4111
1685,1063282,D4109
1686,6027323,D4136
1688,6042213,B4101
1689,4017221,R4111
1691,6080266,H4111
1692,1021069,D4136
1693,2013152,R4125
1694,6039189,M4109
1695,7002221,D5210
1696,6003022,B4117
1697,6011134,W4124
1698,6012197,G5239
1699,3015032,K4203
1700,1012294,K4203
1701,1012234,W4124
1702,4027205,D5210
1703,6041005,U4110
1705,6013153,W4114
1706,2038117,B4109
1707,3015101,D5210
1708,6040059,R4111
1709,1029053,B5226
1710,1003104,R4111
1711,1048152,B5226
1712,6085263,M4107
1712,5020195,D4125
1714,1042313,U4110
1715,2022212,D4109
1716,4002040,V5305
1717,6059195,M4117
1718,1037252,G5239
1719,6055220,R4111
1720,5018139,B4128
1721,2054190,R4111
1722,1026260,B5226
1724,5033155,G4107
1725,6001238,M5227
1726,3029012,B4125
1727,1056360,R4111
1728,6037040,R4111
1729,1036250,B4109
1730,6015045,B4109
1731,7001326,D4110
1732,7028412,R4111
1733,6083015,G5239
1734,1049136,B4125
1735,4013080,K4203
1736,2007267,R4111
1737,2027111,K4203
1738,1023015,B4101
1739,6052233,W4114
1740,6052105,M4117
1741,2053051,V5305
1742,2020338,D5210
1743,2038267,G5216
1744,6001095,W4114
1745,6083283,M4107
1746,6017017,R4110
1748,1047091,W4114
1749,1055132,E4110
1749,1040203,H4111
1751,2043134,D4109
1752,4003352,B5226
1752,1034451,D4136
1754,2054051,D5210
1755,5034187,G4121
1757,4006208,K4203
1758,4029189,K4107
1759,7007108,K4111
1760,3011306,D4112
1761,5005172,M4107
1762,2028173,B4101
1763,2008393,R4125
1764,6032192,W4114
1765,3019143,R4125
1766,2018060,D4136
1767,1062052,K4107
1769,6012056,G5216
1770,4015371,B4109
1771,1057373,K4203
1772,2023353,V4113
1772,6031290,W4114
1774,4003394,R4125
1775,5027255,G5506
1776,4002120,R4125
1777,7003238,U4110
1778,1028083,V4113
1779,1048130,K4111
1780,4034096,R4110
1781,5025563,V4113
1782,3008007,G5216
1783,1055230,W4114
1784,2048079,B4109
1785,1058083,R4125
1786,6062110,G5506
1788,6040188,W4114
1789,4022111,K4202
1790,4027264,K4111
1791,5037485,W4114
1792,4022005,B5219
1793,2040256,B4109
1794,2034053,B4128
1795,3031178,R4125
1796,5007234,M4107
1797,6079050,B4101
1798,6003095,K4111
1799,2013275,D4136
1800,1062304,W4124
1801,1025109,B4101
1802,6007172,B4109
1804,2016134,R4110
1805,1002264,R4125
1806,6078105,W4114
1807,6086122,M4109
1808,2002140,K4203
1810,4001444,D5210
1811,7031163,R4125
1812,6072082,M4111
1813,7011030,U4110
1814,2049204,K4203
1815,3026187,R4125
1816,7017016,R4125
1817,3034150,W4114
1818,2022099,D4109
1819,7004271,R4125
1820,1043131,M4107
1821,5011262,B4109
1822,2001044,D4117
1823,2011113,W4124
1824,4023135,R4125
1825,6004133,W4124
1826,2024190,K4203
1828,4032413,D4109
1829,6026221,R4125
1830,6059085,W4116
1831,5012065,K4203
1832,5025103,V4113
1833,1060254,R4110
1834,1055150,K4111
1835,2039230,B4109
1836,1055438,E4110
1837,1018106,B4109
1838,6013289,M4111
1839,6048041,B4125
1840,3005027,B4109
1841,1042017,M4117
1842,6022004,G5216
1843,6081288,B4101
1844,6002265,H4111
1845,6043284,M4111
1846,6031345,W4110
1847,2005008,D5210
1848,1058092,D5210
1849,1054235,B4101
1850,6004277,W4116
1851,1002235,B4109
1852,1022045,B4101
1853,2024322,G5506
1854,6002184,R4125
1855,7012245,R4125
1856,1063259,R4125
1857,4004164,D4109
1858,3002044,W4116
1859,7019163,R4109
1860,6053188,W4116
1861,6062235,M4101
1862,7002031,V4113
1863,7006139,R4125
1864,4006355,B4109
1866,5002390,G4111
1867,7016379,D4109
1868,7002376,G5201
1869,2004079,R4125
1870,1029176,B5221
1871,6011116,R4125
1871,1044011,R4125
1873,1029116,B5221
1874,1031294,G5216
1875,1014326,W4124
1877,6078145,M4117
1878,6081002,M4107
1879,2037235,B4125
1880,7021048,D4136
1881,1053074,B4125
1882,2053036,R4125
1883,1056080,D5210
1884,4017033,D4109
1885,6079190,M4117
1886,7008250,V4113
1887,5028188,K4201
1888,1021275,D4117
1889,1058198,W4124
1890,1055264,W4116
1891,2027146,D5210
1892,2048091,V5305
1893,1028215,W4116
1894,1060164,R4125
1896,6034130,G5216
1897,4013249,K4101
1898,2022129,D4109
1899,6038090,B4109
1900,6036185,M4107
1901,1024298,V5223
1902,6011045,G4121
1903,3023047,R4125
1904,2049202,U4110
1905,7006393,V5305
1906,2044030,D4109
1907,1004268,D4136
1908,1052068,W4116
1909,2047048,D4109
1910,5018373,K4107
1911,4006013,R4125
1912,6018279,G5216
1913,5018278,D4136
1914,2008242,R4110
1915,6043064,M4101
1916,2035103,D4136
1917,6065187,H4111
1918,1054162,V5305
1919,1052029,R4125
1920,5005198,H4111
1921,4007314,G4121
1922,7017011,K4204
1923,7024136,U4110
1924,7005127,D4109
1925,2036172,R4125
1926,7013061,W4116
1927,1027017,H4111
1928,1029003,B4128
1929,6085044,M4101
1930,2048148,U4110
1931,1059068,E4110
1932,1028227,B5226
1933,1005347,D4136
1934,5039339,G4121
1935,1075002,D4109
1936,2044362,B4125
1937,4003167,D4124
1938,6058131,M4101
1939,1034117,K4107
1940,1005214,E4110
1940,7003198,K4107
1942,1035092,B5221
1943,4025203,D4109
1944,2040120,D4136
1945,4002420,V4113
1946,4012419,E4110
1947,1027078,M4101
1948,2032086,K4107
1949,4032273,J4110
1950,1043064,B4125
1951,1013191,D4109
1952,4004305,D4136
1953,7016013,D4109
1954,2027110,U4110
1955,4009034,R4110
1956,5009297,V4113
1957,1029385,D4109
1958,2008397,W4116
1959,1056319,D4136
1960,5007295,B4125
1961,2017068,D4109
1963,2035112,V5305
1964,4016025,B4125
1965,2007232,D4109
1966,6010289,M4107
1967,5007229,W4116
1968,6030162,H4111
1969,4007100,K4107
1970,5028064,B4125
1971,1025005,G5506
1973,1057209,W4116
1974,4006129,G5506
1975,1063380,U4110
1976,2043338,D4109
1977,1045255,M4107
1978,1060212,W4125
1979,7026215,K4107
1980,1052359,V4113
1981,1062279,W4125
1982,4006095,K4107
1983,6008278,B4125
1984,4022310,U4110
1985,2008372,R4110
1986,5002250,M4101
1987,7003399,W4116
1989,4034376,W4116
1990,2028196,D4109
1991,6005067,M4107
1992,4007117,K4107
1993,3025120,D5210
1994,2039151,K4107
1995,1056060,V4113
1996,1022298,K4107
1997,1063424,W4116
1998,2049215,D4109
1999,4016398,K4107
2000,2027001,D5210
2001,1063371,D4109
2002,2011157,D4109
2003,5008335,M4107
2004,1074214,B4125
2005,1038222,W4116
2006,2002044,K4107
2007,1014022,U4110
2008,1054133,B5226
2009,1006318,B5226
2010,1061160,K4101
2011,2022328,D4125
2012,7008107,B5221
2013,1048073,D4109
2014,6021267,M4125
2015,2021305,W4116
2016,1057118,D5210
2017,6046049,D4110
2018,2005286,E4110
2019,4008056,K4107
2020,1052131,D4136
2022,5024307,K4107
2023,4006286,D4109
2024,7006096,D4109
2025,6001166,W4116
2026,6078192,M4111
2027,7024449,V4113
2028,7022077,V4113
2030,7014448,U4110
2031,6084105,M4107
2033,5019204,G5506
2034,2034194,E4110
2035,1052262,B4110
2036,1058443,W4116
2037,4017049,K4109
2038,6031078,G5506
2039,2004289,G5506
2041,6025145,H4111
2042,5031090,D5210
2043,6013164,V5305
2044,5006116,H4111
2045,6033273,D4109
2046,1028075,B4128
2047,1041499,B4109
2048,1061039,V4111
2049,6039242,B4125
2050,4036188,B4128
2051,6005213,D4109
2052,5021208,B5221
2053,2021135,V4113
2054,6012078,G4121
2055,4024246,D4109
2056,5014048,R4110
2058,6012053,G4121
2059,2043073,R4110
2060,1025066,D5210
2061,6076020,M4101
2062,2053104,K4109
2063,2018094,D4117
2064,6053230,D4117
2065,2043215,G5506
2066,2030158,V5305
2068,3030199,V4113
2069,4019076,D4136
2070,2019130,D4111
2070,4006127,V4113
2072,1023043,B4128
2072,2022271,V4113
2074,1055154,G4107
2076,5022123,G5506
2077,4002038,R4109
2078,7002215,R4110
2079,2030262,D4136
2080,6007270,M4101
2081,2032058,B5226
2082,1057278,D4117
2083,1046104,K4204
2084,5008217,U4110
2085,2051068,V4125
2086,6056048,M4101
2088,2030231,R4110
2089,4028387,K4202
2090,1048063,B4110
2091,6031329,M4101
2092,1046292,V4113
2093,1060068,G4121
2094,1060307,W4125
2095,1020298,B4128
2096,2029004,D4124
2097,3003196,K4109
2098,4029158,K4107
2099,1032018,W4125
2100,6004270,H4111
2101,1049126,R4109
2102,1052360,V4111
2103,1014042,G5506
2104,6036319,V5305
2105,2002265,D4117
2106,2019144,D5210
2107,2047303,D4125
2108,2054169,K4107
2109,1075058,D5210
2111,4022093,D4125
2112,1026076,H4111
2113,6003086,M4109
2114,6015159,G4121
2115,6031007,W4125
2117,6069151,B5226
2118,5027017,V4111
2119,6039139,M4107
2121,6058308,M4117
2121,1010117,N4125
2123,2036112,V4113
2124,1063366,V4113
2125,7025257,W4125
2126,4016101,K4107
2127,4029081,D5210
2128,1067065,V4111
2129,2019231,V4111
2130,1051180,W4125
2131,7015127,V4113
2132,1028159,M4107
2133,2038038,K4202
2134,5018309,G5506
2135,2048188,U4110
2136,4024093,V4113
2137,2011215,K4107
2138,1061391,V4113
2139,2032216,K4107
2140,1023317,B5226
2141,1058453,V4113
2142,1060271,K4109
2143,6018166,W4125
2144,5029044,K4107
2145,7020139,K4109
2146,7006170,H4111
2148,1055415,B4128
2149,7017277,K4107
2150,1057295,K4107
2151,4007007,V4113
2152,5022268,K4107
2153,4006251,K4107
2154,1076053,D4117
2156,2051163,K4107
2157,1064156,W4125
2158,5018202,G4115
2159,1024226,B4128
2160,7020366,D4124
2161,1003350,V4113
2162,4017218,K4107
2163,5039169,G4121
2164,6027151,W4125
2165,4001112,D4117
2166,2009279,K4101
2167,5025046,K4107
2168,6065148,D4117
2169,2002351,V4113
2170,6019206,W4125
2171,7018218,K4107
2172,4006311,G5506
2173,4028106,V4113
2174,2016356,V4113
2175,4001081,K4107
2176,4029133,B4128
2178,1076250,K4109
2179,7006085,K4107
2180,6031096,K4101
2181,2049069,K4101
2182,1057378,K4123
2183,6026293,E4110
2184,2003128,V4113
2185,4006301,K4109
2186,1029316,B5226
2187,7023189,B4128
2188,6022056,H4111
2189,3017337,G4107
2190,6010297,K4109
2191,1057104,G5506
2192,4008389,G5506
2193,6006103,M4109
2194,4017117,K4101
2195,2009048,V4113
2196,7011058,R4110
2197,6082209,H4111
2198,4028380,K4101
2200,1024346,B4125
2201,7005174,V4113
2202,2049213,V4113
2203,1034019,M4107
2204,6077257,M4125
2205,4012278,K4204
2206,1020033,B4125
2207,5004129,M4107
2208,6016039,K4109
2209,6016289,H4111
2210,3034013,G5506
2211,1057238,G5506
2212,5026322,W4125
2213,6031029,M4109
2214,1027036,B4128
2215,4024193,V4113
2216,3020274,U4110
2217,6049018,K4111
2218,6067202,W4125
2219,1013039,R4109
2220,1055307,V4125
2221,1042062,D4110
2222,6065030,M4107
2223,7023057,W4125
2224,2026256,K4109
2226,4003124,B5219
2228,5026222,M4107
2229,2052017,D4117
2230,6009283,W4110
2231,7025100,V4113
2232,1005131,G4107
2233,1016034,M4107
2233,4025177,K4109
2235,2038058,V4113
2236,5008270,D4117
2237,2031173,V4125
2238,7013098,V4125
2239,6040079,B4125
2240,6041205,W4125
2241,1053145,G5506
2242,3017087,D4125
2243,5017110,V4113
2244,6043121,M4101
2245,5011255,G5506
2246,6018090,W4125
2247,4014085,V4113
2248,2031112,D4117
2249,6033111,U4110
2250,7008232,G5506
2251,5033119,G4121
2252,2008281,G5506
2253,5018356,G4107
2253,1028029,B4128
2255,6022200,G4121
2256,6042323,M4111
2257,2011276,V4111
2258,1052422,K4101
2259,1076002,B4128
2260,1052458,K4101
2261,7016008,V4111
2263,2033073,K4101
2264,1059002,R4110
2265,6025227,M4107
2266,5007151,M5213
2267,2022355,G4107
2268,2024202,G4107
2269,1037295,M4107
2270,6018210,G4107
2271,5005026,G4110
2272,6070256,R4110
2273,4004368,V4111
2274,1060278,D4117
2275,7008463,V4111
2276,6006120,W4125
2277,3020114,R4109
2278,2015171,U4110
2280,1023076,V4111
2281,1055342,W4125
2282,6084200,M4125
2283,2027194,G4107
2284,5019157,G4107
2286,1055184,K4109
2287,5037221,V4111
2288,2008156,V4111
2289,1052322,D4125
2291,2017248,G4109
2292,4013055,K4111
2293,6047144,M4111
2294,5005078,G4109
2295,1051034,V4111
2296,6080060,M4107
2297,6012184,W4125
2298,5012302,G4109
2299,5007379,W4110
2300,4006153,V4111
2301,1020011,K4101
2302,2017270,D4125
2302,1064031,K4109
2304,7021010,W4125
2306,5039010,D4117
2307,2048165,V4111
2308,1057109,D4110
2309,1020296,B4128
2310,6036339,V4111
2311,6009131,G4115
2312,6040186,D4117
2313,7001279,D4105
2314,1055074,K4109
2315,1058252,W4110
2315,1029267,M4107
2317,1057067,V4111
2318,2035027,K4109
2319,1043247,W4125
2320,5011088,W4125
2321,5018182,G4107
2322,5028543,W4125
2324,2029147,W4125
2325,4002171,V4111
2327,2036099,W4125
2328,5007167,W4125
2329,5006296,D4117
2330,1049129,R4136
2331,1003023,M4109
2332,1058216,G4107
2333,6038085,D4112
2334,6073091,M4107
2335,6073164,M4107
2337,1063026,K4111
2339,1041078,B5219
2340,1059119,B4128
2341,5023173,G4107
2342,1052469,K4109
2343,1051125,J4110
2344,3016026,D4117
2345,2024301,D4117
2346,5025337,D4117
2347,2012139,V4111
2348,1051205,K4109
2349,6059199,B5235
2350,2018303,K4109
2351,4003182,K4109
2353,1056141,K4109
2354,2038159,V4111
2355,5037187,G4107
2356,1021007,B4128
2357,1030082,B4128
2358,5025466,D4117
2359,6029262,G4107
2360,2006282,K4109
2361,7022191,K4101
2362,1063388,W4125
2363,1052453,M4107
2364,1051179,K4109
2365,5039241,G4107
2366,4013022,V4125
2367,6003043,D4117
2368,2014164,D4125
2369,7008351,D4110
2370,5018327,M5227
2371,5019223,G4107
2372,2050047,B5219
2373,2003220,K4109
2374,1062399,V4111
2375,4004160,G4107
2376,6038020,W4125
2377,5019127,G4107
2378,2024261,R4109
2380,1055261,V4111
2381,2036294,V4111
2382,1022103,B4128
2383,6012147,M4101
2384,6007038,D4125
2385,4028166,K4109
2386,3034142,K4204
2387,1016247,E4110
2389,1027173,M4111
2390,1061400,V4111
2391,2039019,B4128
2392,6014285,D4125
2393,2051115,V4111
2394,6070043,M4101
2395,4032431,K4111
2396,1046112,B5219
2397,1071264,W4125
2398,1021327,B4128
2399,1042213,B5235
2400,1030331,B4128
2401,6010059,M4101
2402,7006432,K4101
2404,4004030,B4128
2405,2037049,K4202
2406,3017101,K4111
2407,1077224,V4111
2408,1025022,V4125
2409,6038242,M4107
2410,2037223,K4109
2411,2040179,W4125
2412,6021297,M4109
2413,5019269,G4107
2414,6075091,M4101
2415,1042004,M4107
2416,2027074,D4125
2417,2022388,D4124
2418,6028003,M4109
2420,5039081,V4111
2421,1016177,M5210
2422,6010195,V4111
2423,5006064,M4109
2424,5040104,G4101
2425,1053082,W4125
2426,1075088,W4125
2427,2020239,G4107
2428,5028259,W4125
2429,1026331,B5219
2430,6041221,W4125
2431,1057346,B4128
2432,4003189,V4111
2433,1024067,K4109
2434,1037077,B4128
2435,6052250,E4110
2436,1030367,B4128
2438,6040119,V4111
2439,6043128,K4111
2441,5002290,W4110
2442,7005052,V4111
2444,1042291,B5219
2445,6043139,M5207
2446,1056425,R4109
2447,6020053,V4111
2448,6019032,M4125
2449,1055049,E4110
2450,1075432,J4110
2451,1064158,V4111
2452,7021255,V4111
2453,3003168,W4125
2453,7026198,R4109
2455,6012173,W4125
2456,1029066,D4125
2457,1027176,B4128
2458,2023330,G4107
2459,4002318,V4111
2460,2007014,K4109
2461,2018133,W4125
2462,4007033,V4111
2463,1026021,B4128
2464,3010102,W4110
2466,4032255,W4125
2468,4025399,B5219
2470,2009051,V4111
2471,4034340,K4101
2472,2033156,W4125
2473,3029159,W4125
2474,1060304,E4110
2475,2027019,K4109
2476,2011361,K4204
2477,2041004,D4112
2479,1056288,V4111
2480,2028013,K4109
2481,2028176,G4122
2482,6018149,K4109
2483,2018326,V4111
2484,2043305,K4110
2485,6011246,M4109
2486,1057337,C4110
2487,4027258,W4117
2488,6044243,K4109
2489,2052103,V4111
2490,1058084,K4109
2491,2007333,K4109
2492,4015289,K4109
2493,5014498,E4110
2494,1076133,K4109
2496,2021097,K4109
2497,2002205,K4109
2498,5026193,K4101
2499,6020110,H4118
2500,5014404,R4107
2501,3016230,K4109
2502,5021221,B4128
2503,1027350,B4128
2504,1017207,N4125
2505,1053131,D4124
2505,1052071,K4204
2507,4024070,V4125
2508,1046079,M4101
2509,4035009,K4111
2510,3028053,D4105
2511,2028049,G4109
2512,1039232,H4125
2513,2037194,K4111
2514,4001139,K4101
2515,2049157,V4125
2516,7030020,K4109
2517,1044141,B4128
2518,1057096,K4109
2519,5023194,K4101
2520,6033118,M4101
2521,6044009,V4125
2523,2018220,D4124
2524,2040033,V5223
2525,7015174,E4110
2526,6049025,M4109
2528,5004103,V4125
2529,7007246,K4109
2530,6017267,K4109
2531,5021171,K4109
2532,1064359,B4128
2533,1044102,G5225
2535,5007232,M4109
2536,6084048,C4110
2539,7002061,K4101
2541,4002151,K4109
2542,1077133,J4110
2543,1057173,G4122
2544,4007194,K4109
2545,6034103,G4120
2546,5003154,M4109
2547,7023217,C4110
2548,1060294,V4125
2549,7027127,K4111
2550,1065063,V5223
2550,4015054,K4109
2552,3008073,K4109
2553,6001033,M4109
2555,2011384,K4202
2556,5024140,U4111
2557,7024345,V4125
2559,7023203,C4110
2560,7028100,K4111
2561,1048066,K4125
2562,6046167,E4110
2563,2043398,K4202
2564,1004056,M5210
2566,2002198,E4110
2567,7024574,E4110
2568,2035152,K4101
2569,2031301,G5210
2570,4027266,K4109
2571,2022163,V4125
2572,6018242,M4109
2573,1014159,E4110
2575,4032185,G4120
2576,6085242,M5210
2577,4022130,V4125
2578,1034091,G5210
2579,6010242,K4109
2580,1030063,K4101
2581,1052164,K4109
2582,7023169,R4109
2584,1054107,W4117
2585,2022194,V4125
2586,1020074,V4125
2587,2008321,K4204
2588,4001349,K4125
2589,1078059,R4109
2590,1062032,B4128
2591,2034150,V4125
2592,6024187,A4110
2593,2023346,G4122
2594,6028294,M5217
2595,5003045,M5227
2596,1056040,R4109
2597,6044050,G4101
2598,6002083,V4125
2599,6022099,M4109
2600,6081250,M4109
2601,2037287,B4128
2602,2024241,V4125
2603,2043087,W4108
2604,7021225,B4128
2607,2033056,R4109
2608,1057091,R4109
2609,1076297,K4202
2611,1062217,M5210
2612,2038042,V4125
2613,6078240,M5227
2614,7004389,V5223
2615,1023079,B4128
2616,6005293,G4111
2617,7016138,R4107
2618,6076134,M5201
2620,6078129,M4125
2621,3022171,K4111
2622,5039027,K4101
2623,5018170,G4122
2625,6023194,J4110
2627,6058213,M5227
2628,1063040,V4125
2629,6025187,B4110
2630,1059365,D4139
2631,4022294,V4125
2632,4002234,G4120
2633,1016128,M4109
2633,6036129,M4110
2635,5014091,G5210
2636,2022085,G4109
2637,1058032,G4109
2639,5012388,K4202
2640,1027296,B4128
2642,1001162,B4128
2643,2033236,M4109
2644,1053293,G4120
2645,5026244,K4101
2647,7031067,V4125
2648,1048134,V4125
2649,6082210,G4115
2651,1066187,G4109
2652,4007082,V4125
2653,5002232,G4122
2655,1044153,B4111
2656,5026104,V4125
2657,7026172,K4202
2658,4011174,R4107
2659,4004072,G4109
2660,1031036,D4112
2661,1033302,W4110
2662,4004059,G5210
2663,5009156,G4122
2666,1076149,C4110
2667,2010375,V4125
2668,4012080,K4111
2669,1059366,K4111
2670,2020116,D4112
2671,1059165,K4202
2672,7022168,K4111
2673,6039244,H4125
2674,1045386,B4128
2675,6038034,G4122
2676,1054439,G4109
2677,1047055,D4139
2678,2006335,V4125
2680,1056016,B4128
2681,1056032,K4101
2682,6044122,A4110
2683,5005092,G4109
2685,4013210,K4204
2686,6018071,G4109
2687,4016269,K4111
2688,2049114,V4125
2689,6018147,M4109
2690,6042309,R4107
2691,7002409,M5228
2692,5004360,J4110
2693,4012294,K4111
2694,6042241,K4111
2695,1056341,W4107
2696,5040243,B4128
2698,1024015,B4128
2698,5024300,W4110
2700,1061126,G4111
2701,1026127,R4107
2702,3030133,W4110
2703,2048097,V4125
2704,2054074,R4109
2705,2037263,M5227
2706,1054285,R4109
2707,6066017,M5227
2708,6013084,A4110
2709,7032197,K4111
2710,2004279,R4107
2711,6039098,V4125
2712,6051076,V4125
2713,7004167,R4107
2714,1039245,V5223
2715,1023248,K4204
2716,1026130,K4111
2717,7001346,U4111
2718,5005021,W4110
2719,2032114,V4125
2721,6077164,M4125
2722,4009009,K4111
2723,2029074,M4109
2724,5034158,G4109
2725,2021039,V4125
2726,6078025,M4125
2728,1029405,B4128
2729,1041007,R4109
2730,7030252,C4110
2731,4008042,G4109
2732,2007144,V4125
2733,6050068,H4125
2734,1053360,J4110
2735,6085034,M4109
2736,2029097,K4111
2737,1064338,M5210
2739,6057094,M5210
2740,2037228,G4111
2741,1044042,M5210
2743,6013008,G5210
2744,1076061,G4115
2744,2004180,R4109
2746,1042356,H4110
2747,5004240,M5201
2748,4028133,R4109
2749,2049023,R4107
2750,2024250,R4109
2751,1029439,B4128
2752,5021134,B4128
2753,5017302,B4117
2754,2032120,G4101
2755,6021010,H4125
2756,6047015,G4115
