Rank,RollNo,InstituteCode,CourseCode
1491,1030218,102,4101
1493,2007176,104,4136
1495,2042126,113,4111
1496,1060105,113,4111
1497,6022159,101,4110
1498,1025019,102,4101
1499,1030232,110,5233
1500,2016066,113,4111
1501,1006098,109,4101
1502,4028113,104,4107
1503,2037048,102,4101
1504,1073304,117,4114
1505,1072095,102,4109
1506,1067390,104,4136
1507,4018088,113,4111
1508,6042223,111,4110
1509,7007002,115,4110
1510,1047176,110,5233
1511,7007069,115,4110
1513,1057205,106,5222
1514,4021119,113,4111
1516,1079290,113,4111
1517,7026187,113,4111
1518,2004103,104,4107
1519,3024073,109,4204
1520,2042283,104,4136
1521,1019157,106,4125
1523,2005048,104,4107
1524,5058060,109,4204
1525,7036054,115,4110
1527,1016050,102,4101
1529,4006323,109,4202
1530,5015004,109,4204
1533,1002301,106,4125
1534,1053114,109,4204
1535,2039174,102,4101
1536,1073067,113,4111
1537,1018072,113,4111
1538,3015077,104,4107
1539,4040207,116,4113
1541,6039160,112,4110
1542,1058221,117,4114
1543,6069038,117,4114
1544,1061015,102,4101
1548,6010001,110,4107
1549,1013177,104,4107
1550,2018135,113,4111
1552,5059066,106,5222
1554,6068057,117,4114
1555,2016102,106,4125
1556,6077117,106,5222
1557,2044039,104,4107
1558,1027089,102,4101
1559,1048101,106,4125
1560,4019085,106,4125
1561,3040145,106,5239
1563,3029139,115,4110
1564,1068081,111,4110
1565,1019114,113,4125
1566,2028166,104,4107
1567,2055123,113,4111
1568,5005121,106,5239
1569,2031256,104,4117
1570,1023160,115,4110
1571,4035090,109,4109
1572,4019070,117,4114
1573,7041343,115,4110
1575,1088178,102,4109
1576,1004233,104,4107
1577,5054141,104,4107
1577,5025155,113,4111
1579,1023100,115,4110
1580,2036145,104,4107
1581,6013056,110,5233
1582,1073299,115,4110
1584,6039242,101,4110
1585,6041003,115,4110
1587,2033097,104,4107
1588,1027203,113,4111
1590,1025106,102,4109
1591,1050077,117,4114
1592,2041114,104,4107
1595,2039127,104,4107
1600,6043205,117,4114
1601,6070096,104,4117
1602,6070002,102,4101
1603,1067094,117,4114
1604,4034101,104,4107
1605,7021016,113,4111
1606,1025219,113,4111
1607,1068011,104,4107
1609,5056145,113,4111
1611,7019079,102,4101
1612,6101144,110,4117
1614,6100044,110,4117
1615,5040171,102,4109
1616,1053156,110,5233
1617,1034223,102,4109
1620,4005125,113,4111
1621,1070070,104,4107
1624,2034104,104,4117
1626,4019055,102,4109
1628,1068302,104,4107
1629,1006054,104,4107
1630,4037258,115,4110
1631,7035385,113,4111
1633,3036044,109,4204
1635,1069196,117,4114
1636,6013199,110,5233
1638,1045393,113,4111
1639,6039196,107,4111
1640,5007120,104,4107
1642,1063131,113,4111
1643,1066306,113,4111
1644,3012069,117,4114
1645,1002124,111,4111
1646,1016367,102,4101
1647,6050105,107,4111
1648,1025037,117,4114
1649,4037161,104,4109
1650,1048183,117,4114
1653,2055198,104,4107
1655,2026141,114,4110
1656,1056257,104,4109
1657,1030233,102,4128
1658,2050294,113,4111
1659,7031091,104,4136
1660,3023190,113,4125
1662,1062035,104,4107
1663,5058236,106,4121
1665,2012165,117,4114
1666,6069186,110,5233
1667,3032103,113,4111
1669,1083099,115,4110
1671,4029075,104,4107
1671,2037135,113,4111
1674,2025200,113,4111
1675,5039148,106,5239
1676,5042269,110,4117
1678,7002156,102,4101
1679,2049240,113,4111
1680,2012026,104,4107
1681,1058090,113,4111
1683,5054219,113,4111
1684,7011124,115,4110
1685,2016155,102,4101
1687,7030064,111,4110
1688,6043227,110,4117
1689,1057236,113,4111
1690,4024127,104,4107
1691,4002160,117,4114
1692,4043129,113,4125
1693,6084008,110,5233
1694,4005147,113,4111
1695,1043340,110,5233
1696,6102152,110,4107
1697,7002094,117,4114
1698,4023089,113,4111
1699,6014057,110,4109
1700,3002228,111,4110
1701,2055223,103,4110
1703,6080040,110,5233
1704,1070316,104,4107
1705,6040122,106,5239
1706,4010145,102,4101
1707,6058121,107,4111
1711,6102087,106,5239
1712,7010143,113,4111
1713,2037268,109,4107
1714,6033158,117,4114
1715,7020312,104,4136
1716,6098145,110,4107
1717,1056382,117,4114
1718,1032186,106,5239
1719,6050107,107,4111
1720,1028123,113,4111
1721,2049134,113,4111
1722,6069026,117,4114
1724,1060186,111,4110
1725,4003231,110,5233
1726,6030097,102,4109
1727,1087150,113,4111
1728,4023084,102,4109
1729,1002021,104,5210
1730,2038252,105,4111
1732,6041102,110,5233
1734,6011018,110,4117
1736,6074109,110,5602
1736,1069088,113,4111
1740,4022094,104,4109
1741,2006204,104,4136
1741,1057234,113,4111
1744,7011114,113,4111
1745,7031351,109,4101
1746,2032122,111,4110
1747,7028219,109,4107
1748,2041178,102,5226
1749,7004267,102,4109
1751,2001214,113,4111
1752,5011193,110,5233
1753,6059105,110,5233
1754,2024148,117,4114
1755,1030144,104,4117
1756,6105004,110,5233
1757,6020131,110,5233
1758,1010051,102,4109
1759,2049137,113,4111
1760,1021086,117,4114
1762,6009041,113,4111
1763,2008159,109,4107
1766,6068192,102,4101
1767,1073119,104,4109
1768,2033155,104,4136
1769,7036164,113,4111
1770,1044298,102,5229
1771,2004100,104,4109
1773,5003257,106,5239
1774,4008099,113,4111
1775,1030189,102,4128
1776,2050261,109,4202
1779,1061066,117,4114
1781,1061196,109,4109
1782,4008277,113,4111
1783,2001396,117,4114
1784,1074089,113,4111
1785,7022225,103,4110
1786,1084212,102,4109
1788,5026135,117,4114
1789,3023089,112,4110
1790,2008082,104,4136
1791,6103063,110,4117
1793,7004149,102,4109
1794,1029281,102,4109
1795,1005219,113,4125
1796,2039240,110,5233
1797,2040337,113,4111
1798,2021027,102,4101
1801,4007098,113,4111
1802,2006227,117,4114
1803,6032216,116,4113
1805,6028119,111,4110
1808,7011009,109,4202
1810,2035057,109,4107
1811,1031242,110,5233
1813,4015177,113,4111
1814,1044163,110,5233
1815,3007104,117,4114
1817,1066243,107,4111
1818,1015044,102,4109
1819,4016072,116,4113
1821,6040280,102,4101
1822,1061122,110,5233
1823,2030067,117,4116
1824,6052195,107,4111
1825,6011164,114,4110
1826,2032165,113,4111
1827,1051096,102,4101
1828,4004120,113,4111
1830,1011060,113,4111
1831,6004034,117,4114
1832,1054090,107,4111
1833,4015117,113,4111
1834,1061150,117,4116
1835,7034172,117,4114
1836,1070113,113,4125
1837,2042209,110,4107
1839,7023168,117,4116
1840,5032088,104,4109
1841,6082019,102,4101
1842,7021021,110,4107
1843,1065162,102,5229
1845,3015174,102,4109
1846,4010190,104,4109
1847,1030090,102,4128
1848,1055255,117,4114
1849,1006130,102,4109
1850,2050308,116,4113
1851,6074003,110,4107
1852,4032098,109,4107
1854,6041093,117,4114
1855,1070193,104,5210
1856,2023302,113,4125
1858,1051243,102,5226
1860,5002031,102,4109
1861,7027225,116,4113
1862,5006103,117,4114
1863,6056062,102,5226
1864,1036211,110,5233
1865,1019105,107,4111
1867,7037247,116,4113
1868,7004233,113,4125
1870,6014171,110,4117
1873,6027009,107,4111
1873,6017150,117,4114
1875,6034009,102,4109
1876,6060061,117,4116
1877,4044077,113,4109
1880,1071243,117,4116
1881,2030201,104,4136
1882,2033092,102,4128
1883,4010297,104,4136
1884,6024070,110,4101
1885,2042101,104,4109
1886,1054183,117,4116
1887,4020079,104,4136
1889,2028176,104,5210
1890,3011072,117,4108
1891,1069041,110,5233
1893,2018327,117,4116
1894,2029168,104,5210
1895,3025195,113,4125
1896,2032174,102,4109
1897,1047013,102,4128
1898,1027126,110,4107
1899,1061114,116,4113
1901,2029053,113,4125
1902,2050238,102,4109
1905,1065086,109,4107
1906,5057070,106,4107
1909,1072240,102,4109
1910,2020218,116,4113
1911,1030115,102,5226
1912,1046233,110,5233
1914,2006111,104,4136
1915,1020172,117,4116
1917,7023192,104,4117
1918,2050358,103,4110
1919,7005234,113,4125
1921,1054208,110,4107
1922,1069163,110,4101
1923,5018113,102,4109
1924,1085082,117,4116
1926,7040136,116,4113
1927,6017156,101,4110
1928,6081115,107,4111
1929,7037048,102,4109
1931,6015029,110,4101
1932,6032200,112,4110
1933,6019195,101,4110
1934,1044123,102,4109
1935,3040203,106,4121
1936,6026161,117,4116
1938,2008118,113,5502
1939,3019050,104,4136
1940,6038181,102,4109
1941,6068060,110,4117
1943,1026106,102,5226
1945,5012077,106,4121
1946,2022177,113,4125
1947,6095012,108,4110
1949,2006226,104,4136
1951,7006064,112,4110
1952,1027135,102,5226
1954,1072112,109,4107
1955,7015093,104,4109
1956,1084083,117,4116
1958,5035215,116,4113
1959,7034173,104,4136
1960,1030112,102,5226
1962,6099069,110,4107
1963,2018020,109,4107
1964,5028184,109,4107
1966,3019072,104,4109
1967,3040252,106,5239
1968,4032096,109,4107
1970,1052059,102,4109
1971,1005100,106,5239
1972,5027206,116,4113
1974,6071021,110,4117
1975,7016141,113,4125
1976,1072215,117,4116
1978,7004088,104,4109
1979,1036144,102,4109
1980,4008105,116,4113
1981,5047149,116,4113
1982,2055124,113,4125
1984,6106021,102,4109
1986,2005135,113,4125
1988,2053090,113,4125
1990,5057099,109,4107
1992,1062289,117,4116
1993,1062239,117,4116
1994,1050171,102,5226
1995,7025144,113,4125
1998,6021140,101,4110
1999,1057206,106,5239
2000,4002200,106,5239
2002,6014067,107,4111
2003,1066227,113,4125
2004,4009302,113,4125
2005,1044111,110,4107
2006,2038290,109,4107
2007,6032129,102,4128
2008,2040264,103,4110
2010,1072232,102,4109
2011,1051163,102,5226
2012,6084058,110,4117
2013,3034076,104,4109
2014,1068112,104,4136
2015,6033211,107,4111
2016,1006125,113,4125
2017,6052161,107,4111
2020,7002246,102,4109
2022,6077075,109,4101
2023,5039210,106,5239
2024,6040054,110,5233
2024,3026056,116,4113
2026,2041073,104,4136
2027,1026197,102,4109
2028,1055125,110,5233
2029,1039112,109,4107
2029,1058200,117,4116
2032,2035359,117,4116
2033,4032105,109,4202
2034,6043104,109,4107
2035,5047103,106,5239
2036,6019147,106,4121
2038,5057242,106,5239
2040,1060266,104,4109
2041,3014067,109,4202
2042,6087065,110,5233
2043,5055202,106,4121
2046,4035088,104,4117
2047,7031165,104,4136
2048,4037194,109,4109
2050,4037217,102,4109
2051,1022010,108,4110
2052,5022284,110,5233
2053,1070338,104,4109
2055,4033204,116,4113
2057,1044374,104,4117
2059,6046161,107,4111
2060,4005197,110,4107
2062,1047124,110,5233
2065,4009289,102,4109
2067,1067004,102,5226
2069,4010295,102,4128
2070,6103077,104,4117
2072,2031125,104,4117
2073,6026143,106,4121
2075,1026129,104,5210
2076,1065273,103,4110
2077,1026337,102,4109
2078,1070107,116,4113
2079,6023083,107,4111
2080,1013194,117,4116
2082,5039257,104,4109
2084,3021186,113,4125
2085,5005208,113,4125
2087,2008129,113,5502
2088,1074216,116,4113
2089,2037331,117,4116
2091,1065232,103,4110
2092,6014079,110,4109
2093,4004274,102,5226
2094,1042141,106,5239
2095,3010093,112,4110
2096,4007158,103,4110
2099,5038335,113,4125
2101,2001103,102,4109
2101,1002183,108,4110
2104,4006413,109,4107
2105,7008103,109,4107
2107,1057198,104,4117
2108,2018059,104,4136
2109,7019169,103,4110
2110,1025157,102,4128
2111,6031134,113,4125
2112,1061124,102,4109
2115,5041275,116,4113
2116,1060136,116,4113
2117,2029183,109,4107
2118,6092019,110,5233
2119,2045102,106,5239
2120,4001231,109,4107
2123,7003024,103,4110
2124,1047098,102,4109
2125,4009176,116,4113
2126,7021140,110,5233
2127,7017054,117,4116
2128,6050224,101,4110
2129,2012019,109,4107
2131,6101112,112,4110
2133,2052076,104,4109
2134,2032183,104,4117
2136,4003107,113,4125
2138,6082076,102,4109
2139,6040164,114,4110
2141,6004023,111,4111
2144,5011159,111,4111
2145,6033091,102,4109
2146,6047149,103,4110
2147,2005156,104,4117
2148,1058124,109,4107
2149,1002008,102,4109
2150,2023212,102,4109
2153,4027210,116,4113
2154,5057116,106,5239
2155,6017161,102,4109
2156,2050343,116,4113
2157,2032262,116,4113
2159,4006325,109,4101
2162,7036105,113,4125
2163,5043084,113,4125
2165,6075109,110,5602
2167,1064163,104,4117
2169,1087028,104,4109
2170,6012078,110,5233
2173,6030146,101,4110
2174,6020182,116,4113
2177,6083018,110,4117
2178,7030072,104,4136
2179,7029158,104,4136
2180,7009077,113,4125
2181,5060156,116,4113
2183,1001103,113,4125
2183,2003108,113,4125
2187,5012078,106,4121
2188,2025302,113,4125
2189,1003283,116,4113
2190,4005112,109,4107
2191,1055270,109,4202
2194,1043248,110,5233
2195,6097135,110,4107
2196,6095026,110,4107
2203,1025158,109,4101
2204,7005021,102,4109
2205,1029115,102,4109
2206,4003237,106,5239
2210,1044174,102,4109
2212,2034094,102,5226
2213,1061029,109,4107
2215,6040181,116,4113
2216,7016195,104,4136
2217,1037258,113,4125
2220,6002011,101,4110
2221,1065042,104,4117
2222,6037175,110,4109
2222,4007100,113,4125
2224,1048097,102,5226
2225,1068103,104,4109
2228,2013007,104,5210
2229,2024136,103,4110
2231,1065265,108,4110
2233,2023116,103,4110
2234,2040211,116,4113
2235,6080128,102,4109
2237,1066179,104,4109
2238,1082348,104,4109
2239,2037142,109,4107
2241,1065120,113,4125
2243,6040167,111,4111
2244,1044259,102,4109
2245,5016232,109,4107
2246,6106007,110,4117
2247,6022079,108,4110
2248,6092097,106,5239
2249,6017082,117,4125
2250,1053115,102,5226
2251,2053044,102,4109
2253,1060223,113,4125
2254,1026126,106,4121
2255,2026028,110,4107
2256,1023089,104,4136
2257,2032116,113,4125
2258,7019130,113,4125
2259,4040244,103,4110
2260,6071015,111,4111
2261,2011113,116,4113
2263,6019137,102,4128
2265,1071142,104,4109
2266,1043390,116,4113
2267,1031157,112,4110
2269,7002032,109,4101
2270,2013097,114,4110
2271,2009329,101,4110
2272,2045099,104,4109
2273,1061003,111,4111
2274,6034008,110,4117
2275,4015102,109,4107
2276,7004166,104,4136
2277,1022093,113,4125
2278,3025048,102,4128
2279,4013295,109,4204
2281,3003239,109,4204
2282,1059304,106,4121
2283,6040172,106,5239
2286,1071092,106,4107
2287,6045028,106,4121
2289,2032082,116,4113
2291,1074254,104,4109
2293,1004235,106,5239
2294,6002026,116,4111
2296,6028108,106,5239
2297,6070015,104,4117
2299,5052094,106,5239
2301,1037259,107,4125
2303,1019107,113,4125
2304,2022111,103,4110
2305,4040173,109,4202
2306,2012051,102,4128
2307,2030136,112,4110
2308,1030326,104,4117
2309,4010244,110,5227
2310,6081061,110,4109
2311,5004196,109,4107
2312,5020205,104,4136
2313,5059073,104,4109
2314,2039096,116,4113
2315,4029169,109,4202
2316,7004006,109,4202
2318,4027144,116,4111
2320,2008213,103,4110
2321,7013191,113,4125
2322,1068177,116,4113
2324,2050303,103,4110
2325,2040034,102,4128
2326,5026250,106,4121
2327,2040212,104,4136
2328,6107007,109,4101
2329,5021066,106,4121
2331,4041244,109,4202
2332,2006191,112,4110
2334,2019142,106,4107
2335,2038132,116,4113
2338,4037121,116,4113
2341,7035235,116,4113
2343,4008172,104,4109
2347,6055074,110,4107
2349,1030094,110,4107
2351,1072032,113,4125
2352,1085284,104,4109
2353,2028104,112,4110
2354,5057060,109,4204
2357,6046104,106,4107
2358,3025188,104,4109
2359,4015127,102,4128
2361,7017191,113,4125
2362,5034211,102,4128
2363,5032112,102,4128
2364,4014194,109,4107
2365,1047093,102,4128
2366,7022024,109,4109
2367,1004264,111,4111
2368,1061085,109,4202
2369,6040159,109,4107
2371,6092029,111,4111
2373,5026159,106,4107
2374,7010097,103,4110
2375,1050170,102,4128
2376,1031147,102,4128
2377,2039146,109,4107
2378,5028169,102,4128
2379,6038019,104,4136
2380,1053150,102,4128
2381,2007339,113,4125
2382,3017097,104,4109
2383,7021015,113,4107
2384,6036236,110,4107
2386,7041283,109,4202
2387,1068172,116,4111
2388,4033257,116,4113
2389,2005292,109,4107
2389,2022086,116,4113
2391,1070331,104,4109
2392,5015065,109,4107
2393,4015084,101,4110
2395,2051043,113,4125
2397,2005269,104,4136
2398,1025090,102,4128
2399,1043149,110,4107
2400,1074299,111,4111
2401,2037275,116,4113
2402,5028096,109,4107
2404,6108072,104,5210
2405,7002324,103,4110
2406,1043244,116,4111
2407,7038093,109,4107
2409,2028210,106,4107
2411,6091031,104,4117
2412,1043125,110,5201
2413,7003197,104,5210
2415,7038238,116,4111
2416,4009356,104,4109
2418,6097022,112,4110
2419,2003210,113,4125
2420,1005265,106,4122
2420,4022198,113,4125
2422,7017089,113,4125
2423,6037190,113,4125
2424,4003357,108,4110
2425,1082397,109,4101
2426,2032211,113,4125
2428,1066130,104,4109
2430,6012084,116,4111
2433,2050174,116,4111
2434,7034159,108,4110
2435,7003176,106,4107
2437,1070116,104,4109
2438,1040135,111,4111
2439,6005144,116,4111
2440,6059115,110,4109
2442,4044090,103,4110
2444,3023065,117,4125
2445,6024086,109,4202
2446,1071019,116,4111
2448,6098024,110,4107
2450,7020011,103,4110
2451,2023177,117,4125
2452,1070081,116,4111
2453,1048189,111,4111
2454,1063297,104,4136
2455,6044020,110,4107
2456,2045185,108,4110
2458,1087127,104,4109
2459,2048057,104,4109
2460,2009109,116,4111
2461,6014058,117,4125
2465,2038219,104,4109
2467,7001249,104,4109
2468,1047213,102,4128
2469,1032111,112,4110
2470,2042150,109,4202
2471,1059218,109,4202
2473,1020281,108,4110
2474,4022147,104,4109
2475,1049180,106,4121
2476,1051098,117,4125
2478,6068130,110,5602
2479,2049065,104,4109
2483,4039099,109,4107
2484,1059156,104,4117
2486,1048180,110,4107
2487,5009087,111,4111
2488,1029127,102,4128
2489,2039073,106,4107
2490,7005266,109,4107
2491,1053195,111,4111
2493,1071034,104,4109
2494,7002174,104,4109
2495,4010201,109,4202
2496,4024206,117,4125
2498,5024128,114,4110
2499,1021226,107,4125
2502,1026005,111,4111
2505,2009172,109,4204
2507,4005167,104,4109
2509,1026164,102,4128
2510,6038236,104,4109
2511,6021162,107,4125
2513,2019103,110,4107
2513,4009256,117,4125
2515,1066084,116,4111
2516,1084128,104,4136
2519,1081161,110,4107
2521,4035099,109,4109
2522,7032013,109,4107
2523,1052101,110,4101
2524,1048020,121,4110
2525,1019090,101,4110
2526,7020245,104,4136
2528,2004337,116,4111
2529,6066058,101,4114
2530,4008108,116,4111
2531,1042280,110,5207
2532,1018004,116,4111
2532,4011232,117,4125
2534,1062089,101,4110
2534,1050084,102,4128
2537,4024103,104,4109
2538,2024094,114,4110
2539,1084127,117,4125
2541,2018293,116,4111
2543,4033068,104,4117
2544,2033030,104,4109
2545,5056208,106,4121
2546,1044205,102,4128
2548,1061185,111,4111
2549,4007124,104,4109
2550,4009309,108,4110
2551,4001234,102,4128
2552,2050301,116,4111
2553,4026097,109,4107
2554,4042191,109,4101
2555,6102147,109,4202
2556,2007138,104,4117
2558,5030116,114,4110
2560,4044142,112,4110
2561,7016105,104,4109
2562,1052091,109,4101
2563,1004318,117,4125
2565,6087028,110,4109
2566,1052205,110,4107
2567,4032107,109,4109
2568,2044294,113,4109
2569,4026243,109,4107
2571,2023148,104,4109
2574,2021071,104,4109
2575,4016096,104,4109
2576,2024102,112,4110
2578,2038208,106,4107
2579,6029112,110,4109
2581,1062276,112,4110
2583,1027122,102,4128
2586,3032150,102,4128
2587,2038121,117,4125
2588,6080052,110,4101
2589,6032130,101,4114
2590,6072072,101,4110
2591,6043052,110,4109
2592,7016077,108,4110
2594,6016158,110,4101
2595,6035127,101,4110
2597,4029307,106,4107
2599,1032146,117,4125
2600,2033100,116,4111
2601,3025045,117,4125
2602,1061145,104,4117
2603,4027296,116,4111
2604,2030031,104,5210
2605,2004091,116,4111
2608,3009163,116,4111
2609,2034166,104,4105
2611,6027181,104,4109
2612,6047099,110,4109
2615,1005112,106,4107
2618,2019173,104,4109
2621,1044142,112,4110
2622,5034080,102,4128
2623,5022100,106,4121
2624,6079104,114,4110
2625,7038090,112,4110
2626,2027143,116,4111
2627,1070134,116,4111
2629,2041248,109,4101
2630,6050170,110,4107
2630,5009099,117,4125
2632,2030190,104,5210
2634,7029201,102,4128
2636,4024109,109,4109
2636,1028155,102,4128
2639,5046152,117,4125
2640,3029197,109,4109
2641,5060170,106,4107
2642,1044379,102,4128
2643,4040101,102,4128
2644,6033037,107,4125
2645,4008161,116,4111
2646,3017050,116,4111
2647,4039112,117,4125
2648,1084054,116,5223
2651,2003344,117,4125
2652,4042103,108,4110
2653,2037228,102,4128
2656,6028014,102,4128
2657,1047155,108,4110
2658,6036161,102,4128
2659,4027292,117,4125
2660,1079331,109,4109
2661,1041208,113,5502
2662,4014226,113,4109
2664,2002162,109,4109
2666,1030196,117,4125
2667,7019090,113,4109
2669,4043293,109,4202
2670,1050088,110,4101
2672,4003171,108,4110
2673,7024142,113,5502
2674,6036013,107,4118
2675,7010184,108,4110
2677,1072094,110,4109
2678,6036175,104,4117
2679,1006026,102,4128
2680,4016263,109,4109
2682,7003096,108,4110
2683,1056357,117,4125
2684,5014044,116,4111
2685,1031240,112,4110
2686,1068308,117,4125
2687,1019068,111,4125
2688,2008211,116,4111
2689,4001278,116,4111
2690,7003109,116,4125
2691,1074078,109,4101
2692,1058160,106,4107
2695,1003165,111,4125
2696,6030213,117,4125
2698,1059222,109,4109
2700,2002133,108,4110
2701,2027247,116,4111
2701,2049126,116,4111
2704,2049176,108,4110
2705,1027165,102,4128
2706,2049090,104,4117
2707,2027171,109,4109
2708,2019297,117,4125
2710,1052173,117,4125
2711,1053197,110,4107
2712,5048212,106,4107
2714,2041180,101,4110
2715,6080043,110,4109
2716,4010189,116,5223
2717,1071333,109,4109
2719,5052079,106,4107
2720,1061141,104,5210
2721,4029113,109,4109
2722,6034162,105,4111
2723,1065097,109,4101
2726,4039075,109,4101
2728,1064325,106,4109
2729,5060085,101,4110
2730,1029206,102,4128
2731,2038131,117,4125
2735,1053096,110,4107
2736,4038205,104,4105
2737,7038188,116,4111
2738,4023094,116,4111
2740,4011193,116,4111
2741,1049076,117,4125
2742,7007106,104,4117
2745,1045217,116,4111
2746,1043181,104,4117
2748,3026082,109,4109
2749,4035083,109,4109
2751,4032135,104,5210
2752,1057216,117,4125
2753,2003245,101,4110
2755,2033112,104,4117
2758,1002087,104,5210
2760,4029172,106,4107
2761,3023110,114,4110
2765,6032034,110,4101
2766,2031257,109,4101
2767,1071112,109,4202
2768,2026019,104,5210
2770,4006427,116,4111
2771,5048085,106,4107
2772,6046163,107,4125
2773,1065125,106,4107
2774,1067164,101,4110
2775,1063006,104,5210
2775,2050324,106,4107
2778,6014082,110,4109
2779,6072123,106,5504
2780,1074146,109,4109
2781,5037186,109,4109
2782,6031111,104,5210
2783,6031143,101,4110
2786,1074166,104,5210
2787,3010064,112,4110
2788,2004334,102,4128
2789,1071280,114,4110
2790,1026084,117,4125
2794,4010131,116,4111
2795,4040298,109,4109
2796,6055029,107,4125
2797,5047119,106,4107
2800,5023130,104,5210
2801,2020327,116,4111
2802,1063199,116,4111
2803,2039088,109,4109
2804,5027082,102,4128
2805,1040137,102,4128
2806,1067170,104,5210
2807,5040086,109,4109
2808,6082171,107,4125
2809,7019098,104,4117
2811,1004134,110,4109
2812,6067041,110,4109
2813,2039086,112,4110
2814,5039125,116,4111
2815,2053053,109,4204
2816,2015076,104,4105
2817,5016214,106,4107
2818,6088037,120,4110
2819,4010019,106,4170
2820,2029015,113,4107
2823,7005139,109,4101
2826,2032117,104,4139
2827,2029245,113,4107
2828,2016068,112,4110
2833,1065214,117,4125
2834,7006108,114,4110
2835,4024189,109,4101
2838,4031161,109,4109
2839,1002157,109,4109
2840,1028175,117,4125
2842,6013081,105,4111
2846,7027081,112,4110
2847,6013084,110,4101
2848,6053148,105,4111
2849,6012133,106,4109
2850,6074161,109,4101
2851,1061267,109,4109
2851,4001259,110,4109
2853,5051071,109,4101
2854,3027184,109,4109
2855,7017057,104,5210
2856,3022071,110,4107
2858,5053189,106,5504
2859,3028082,109,4204
2860,5006211,114,4110
2861,1027222,112,4110
2862,1023139,110,4101
2863,1071273,113,5502
2864,5055314,106,4101
2865,5011041,110,4109
2867,1066224,102,4128
2869,2010263,113,4117
2870,1006076,110,4107
2871,7029087,104,5210
2873,2049219,113,4107
2874,4029124,109,4101
2876,2006144,116,5233
2877,1051135,116,5223
2880,1059179,117,4125
2881,4007197,114,4110
2882,1054134,102,4128
2883,4014189,109,4109
2884,5038140,112,4110
2886,7021059,110,4107
2887,5055141,110,4107
2888,6005024,112,4110
2889,5055180,116,4125
2891,2016071,113,4107
2892,1002079,109,4101
2893,7023272,113,4109
2894,6107113,110,5201
2895,5021126,114,4110
2899,1054175,110,4101
2900,1063088,106,4107
2901,1004247,109,4109
2903,4044134,106,4107
2905,6045108,107,4118
2906,4009196,113,5502
2907,5047122,106,4109
2908,2005289,106,5504
2910,3027131,117,4125
2911,4044272,116,5223
2912,5060199,106,4101
2913,1033135,116,4125
2914,4037137,123,4110
2915,7025088,116,4125
2916,2030126,102,4128
2917,6070030,110,4127
2918,2044168,116,4125
2920,2033088,104,4105
2921,6103166,105,4111
2923,2021143,104,4105
2924,2031151,114,4110
2925,7002202,109,4101
2927,7031264,116,4125
2928,4007147,113,5502
2929,1054218,110,4101
2932,6044137,107,4118
2934,1074073,110,4101
2936,2048361,109,4109
2937,1067118,106,4107
2938,6039141,106,5201
2939,6028099,107,4125
2942,6046181,110,4109
2943,2031206,109,4109
2944,2041200,114,4110
2945,1064084,109,4109
2946,6035109,107,4125
2948,6033138,110,4107
2949,1062173,109,4109
2950,3020098,114,4110
2951,2045198,109,4109
2955,1052116,110,4101
2957,1046310,105,4111
2958,4022155,109,4109
2959,3031082,109,4109
2960,6100088,110,5210
2962,2052010,116,4125
2965,5053164,106,4107
2965,5014173,111,4125
2967,5040150,106,4170
2968,6103034,102,4128
2971,4005149,102,4128
2972,7007123,109,4101
2973,1044180,113,5502
2975,4020205,106,4109
2983,4037122,109,4109
2984,6071208,110,4107
2985,2033090,109,4204
2986,6097005,110,4101
2988,6070022,109,4101
2989,6073005,110,4107
2992,1021177,107,4125
2995,7002355,115,4125
2996,1061017,104,5210
2998,6073022,110,4107
2999,1028260,117,4125
3001,1025307,102,5244
3003,4014128,119,4110
3006,6100008,117,4125
3007,2052103,109,4109
3008,5048090,106,4101
3009,7033135,106,5210
3010,2042336,106,5504
3012,1029036,110,4107
3013,2028261,116,4125
3014,2031103,109,4109
3015,6099042,110,4101
3016,6101059,110,5210
3017,2008049,109,4109
3018,4004318,113,4107
3019,1006021,105,4111
3023,2005418,113,4109
3024,3015078,106,4170
3025,2045088,117,4125
3026,5010115,110,4101
3027,4005004,113,4107
3028,2041390,110,4109
3029,6067030,117,4125
3030,1036173,109,4123
3032,4040010,104,4105
3033,4028136,109,4109
3034,1048042,117,4125
3036,7029322,116,4125
3038,4015096,113,4107
3039,6064073,106,4101
3040,7032065,109,4123
3041,6081101,116,4125
3045,1064106,117,4125
3046,1072356,116,4125
3049,4013222,116,4125
3050,5008103,110,5210
3051,1036138,113,4109
3052,4017013,117,4125
3053,4009206,116,4125
3054,5041191,109,4109
3055,1073182,114,4110
3059,4009214,106,4101
3064,7020162,109,4109
3065,2030085,116,4125
3068,4019211,114,4110
3069,1055101,113,4109
3070,5017131,106,4170
3071,7001140,113,4107
3073,1066322,107,4125
3075,1006114,109,4123
3078,5036226,107,4125
3081,1044089,110,4109
3082,1044145,106,4170
3086,7022156,116,5223
3088,4016262,114,4110
3089,1069113,102,5244
3092,2041163,116,4125
3093,2055130,104,4105
3094,2007081,116,4125
3095,7030118,113,5502
3097,2031085,105,4111
3101,6029001,110,4109
3102,6072040,110,4101
3105,6047120,116,4125
3106,1069291,110,4101
3109,1068275,105,4111
3110,2035348,109,4204
3112,6042024,110,5210
3113,1028246,102,5245
3114,5043096,113,4109
3115,4033094,105,4111
