Rank,RollNo,InstituteCode,CourseCode
3116,5013080,110,4109
3117,6065024,111,4125
3118,1005257,113,4107
3120,1073155,119,4110
3121,4003095,110,5210
3123,7021342,113,4107
3124,5004189,101,4111
3125,1032205,102,5245
3126,4001277,121,4110
3128,5037013,101,4114
3129,5038229,105,4111
3132,7009204,116,4125
3135,2026320,110,5201
3136,7009113,110,5210
3137,5004174,107,4125
3138,5036141,107,4125
3140,7038206,116,4125
3141,1068043,113,5502
3142,5003145,110,4101
3144,6011196,106,5201
3145,1058140,113,5502
3146,4013248,118,4110
3147,1035132,102,5245
3148,1060168,102,5245
3149,5040107,106,4122
3151,1063168,113,4107
3152,2025348,106,4170
3153,1013153,105,4111
3156,3037219,113,4117
3158,1059196,106,4109
3159,1020200,114,4110
3161,1066090,109,4109
3162,6107040,111,4125
3163,1085059,115,4111
3164,7011222,113,4109
3165,1029349,113,4117
3166,1059141,113,5502
3167,1059302,116,4125
3168,1048044,110,5201
3170,1072017,113,4107
3171,1052132,105,4111
3173,1071017,113,4107
3178,6082067,110,4109
3179,4008135,104,4139
3180,1028088,102,5244
3181,4019062,114,4110
3183,2021168,113,4107
3184,7030165,109,4109
3184,3003202,117,4107
3186,1062334,113,4109
3189,6041095,116,5223
3191,6038155,106,4101
3193,2024121,105,4111
3197,3003220,114,4110
3200,3011177,109,4109
3201,2040414,102,5245
3202,6081096,110,4101
3203,1031141,102,5245
3205,5009162,110,5201
3207,6069115,107,4118
3208,4021452,113,4109
3209,2027190,105,4111
3213,2008107,113,4109
3214,5020053,117,4117
3217,4013276,106,4109
3218,7006181,114,4110
3220,5054045,106,4170
3221,4014261,113,4109
3222,3025138,114,4110
3225,5058100,106,4101
3226,5048239,106,4122
3227,1060135,106,4109
3229,4027243,113,4107
3230,5011109,107,4125
3231,7038077,116,4125
3232,7029085,109,4109
3234,6067074,106,4170
3235,3013095,106,4170
3236,1060098,106,4122
3237,2033119,104,4105
3238,6046271,110,4101
3240,6038220,107,4125
3241,5057201,106,5504
3242,1060219,110,4101
3243,7001135,115,4111
3244,1041044,117,4117
3245,1012209,110,4109
3246,5028079,106,4170
3247,2028066,116,4125
3248,1049167,102,5244
3249,6083053,110,5210
3250,3016066,109,4109
3251,1048012,110,5201
3254,1008134,104,4105
3255,6016272,105,4111
3257,2029201,113,5502
3258,4023151,110,5210
3260,7006008,116,5223
3261,6052097,114,4110
3263,1061130,113,4109
3264,2008230,110,4109
3265,4007194,105,4111
3266,2034037,104,4105
3268,5026092,106,4109
3269,2048087,109,4109
3270,3004108,113,4109
3273,6084042,106,4101
3274,4043091,106,5210
3275,1006141,114,4110
3276,5023012,114,4110
3277,3030195,109,4109
3278,2037219,116,4125
3280,6030157,106,4101
3282,1087154,109,4109
3283,1085182,116,5223
3284,7009081,115,4111
3286,2002244,114,4110
3287,7020021,109,4123
3289,1057146,111,4125
3290,5025185,116,5223
3291,3016075,114,4110
3296,2028125,113,5502
3297,1077392,113,4109
3301,2052081,116,5233
3303,1070197,106,4109
3304,1056330,109,4109
3305,5060140,116,4125
3305,7038182,116,4125
3307,2020178,106,5210
3308,2018087,106,4122
3310,3015149,114,4110
3311,7028211,113,4109
3313,1049098,114,4110
3315,6023169,121,4110
3317,1044109,116,4125
3318,5060160,106,5210
3320,5054154,106,4170
3321,6032161,114,4110
3322,7016023,113,5502
3323,1030153,102,4201
3324,5002104,106,4109
3325,4008203,114,4110
3326,1029266,104,4139
3330,1059050,115,4111
3332,2008117,114,4110
3333,7006102,109,4109
3334,7022147,105,4111
3335,4034064,113,4107
3336,4012452,101,4114
3338,3008074,114,4110
3340,2027346,114,4110
3341,5028201,114,4110
3342,2029188,113,4107
3345,6072074,117,4117
3350,1029103,106,5210
3353,1048089,114,4110
3354,1069224,113,4109
3355,2002196,113,4109
3356,1071239,116,4125
3358,7033160,114,4110
3360,1014070,109,4123
3361,1082295,116,4125
3362,6026082,107,4125
3363,4032132,113,4107
3365,2040258,113,4107
3366,7019119,106,4109
3371,4009245,114,4110
3372,6018148,107,4125
3373,5051080,106,4127
3375,3026074,114,4110
3376,6050220,106,4101
3378,1072110,106,5201
3381,2031022,104,4139
3382,6016047,105,4111
3384,2038187,113,4107
3386,1026268,106,4170
3386,1074282,111,4125
3386,3021185,116,4125
3389,5022190,114,4125
3390,2052079,105,4111
3392,1064299,113,4109
3393,6042127,106,4109
3394,4039152,106,4109
3395,5060224,106,4101
3395,2020073,106,4109
3398,2047250,113,4109
3398,5029145,116,4125
3400,1030122,105,4111
3401,6057022,107,4125
3402,2051094,104,4105
3403,1049081,102,5245
3404,5018299,106,5507
3405,6033047,115,4111
3407,6054020,106,5201
3407,2039320,116,5233
3409,6098086,111,4125
3412,4008118,113,4107
3413,1068248,106,4109
3414,1040126,113,4107
3418,6057026,106,4170
3418,1085136,110,4109
3420,2001337,104,4139
3421,3027070,114,4110
3422,1053180,106,4101
3423,7030109,113,4107
3424,2041224,106,4170
3425,4037206,113,4107
3426,6050003,106,4101
3427,1003292,114,4110
3428,1014119,106,5210
3430,1043176,105,4111
3431,1022102,111,4125
3432,1049203,105,4125
3434,2037234,102,5244
3435,7003151,113,4109
3436,2055101,114,4110
3437,4003110,113,4107
3438,5010123,106,4101
3440,1063008,113,4117
3441,1056352,114,4110
3442,6023178,106,4170
3443,1025142,105,4111
3444,2040128,110,5227
3445,1084144,106,4109
3446,2007246,113,4109
3448,2020214,113,4107
3450,1044186,102,5244
3450,1066188,114,4110
3453,4020163,113,4107
3454,6030173,110,4109
3455,3028173,114,4110
3457,2009099,104,4105
3458,6010004,106,4101
3459,4008006,105,4111
3460,2003152,106,5507
3461,3012053,116,4125
3462,1071200,105,4111
3463,4001111,111,4125
3464,6080049,106,4109
3468,2028003,104,4105
3468,1015055,111,4125
3470,5021100,106,4122
3470,2008085,106,5507
3472,2049174,116,4125
3473,1016100,113,4107
3476,2021157,104,4105
3477,2015086,104,4105
3478,1064257,114,4110
3479,5031067,114,4110
3480,2016163,121,4110
3481,2001340,120,4110
3482,6015190,106,4101
3483,5055317,106,4127
3484,7030126,116,4125
3487,6021088,101,4114
3489,2007169,113,4107
3490,1027123,106,5210
3492,6042228,106,5241
3494,2037362,106,5504
3497,1048129,106,4101
3500,1084304,113,4109
3501,2021075,116,4125
3502,1073049,113,4136
3503,1044194,106,4109
3505,2017082,115,4111
3508,1044214,105,4111
3508,2040347,106,4122
3510,7021129,114,4125
3511,6018162,117,4107
3512,2023110,109,4123
3513,4015299,113,4109
3514,2036162,113,4109
3515,1052182,110,4132
3516,1026276,111,4125
3518,2028219,106,5504
3519,7035133,106,5210
3520,1034130,109,4123
3521,7010056,106,5201
3522,6028106,101,4114
3523,5055118,106,4127
3524,6038217,110,5227
3526,6033222,111,4125
3526,1060301,114,5216
3528,2029162,105,4111
3531,4014071,113,4109
3532,6099073,110,4127
3534,1064102,113,4109
3535,7008086,104,4105
3536,1073264,106,5504
3539,5004142,107,4118
3540,1071122,106,4109
3540,2026100,117,4107
3542,7005255,107,4118
3543,2010254,116,4125
3544,1015090,113,4136
3545,5028157,106,4122
3546,7021136,106,5210
3550,2040326,105,4111
3551,6104052,106,5210
3554,7007184,106,5210
3555,4003096,113,4109
3556,2036279,115,4111
3558,2035103,114,5216
3559,1067201,106,5215
3560,2010203,113,4109
3561,7017090,106,4109
3562,7029025,104,4105
3564,1064160,113,4109
3565,4006424,116,4125
3569,5048242,106,5215
3570,7029259,104,4105
3572,7039204,105,4125
3573,7028312,113,4109
3574,1050101,111,4125
3575,7039023,113,4109
3576,2037320,114,5216
3577,1068046,105,4111
3578,1029213,109,4103
3580,3010154,114,5216
3581,1065107,114,5216
3584,1068170,109,4123
3589,2019076,107,4118
3590,7020189,105,4125
3591,1073092,113,4109
3592,4016136,113,4107
3594,1088174,102,4201
3596,1059269,106,5504
3601,1066095,114,5216
3602,1067136,106,5210
3604,6053109,110,5213
3606,5024025,106,5210
3608,2021226,114,5216
3609,5002204,106,4133
3610,6049032,106,4109
3611,1065306,106,4122
3612,2027235,106,5504
3614,7030070,116,4125
3616,6025130,113,4109
3617,1061197,113,4107
3618,6048148,121,4110
3622,1031173,105,4125
3624,1031009,113,4107
3625,7021256,116,4125
3627,7020018,115,4111
3629,7036065,116,4109
3631,4010355,106,5215
3632,1062109,113,4109
3633,1020248,113,4109
3635,2042011,113,4107
3636,6083008,110,4132
3638,6030208,106,5201
3640,7020034,102,4201
3641,4016277,113,4109
3642,2041315,106,4122
3643,6034160,114,5305
3644,7006127,106,5504
3645,4007227,106,5504
3645,2019029,110,5213
3648,7021264,115,4111
3650,1065039,104,4105
3652,4019114,109,4123
3653,1003156,110,5227
3655,4002019,117,4107
3657,1031169,113,4117
3658,1029078,106,4109
3658,2042282,111,4125
3660,2033171,121,4110
3661,2032101,113,4117
3665,2032146,113,4109
3666,7040122,116,4125
3668,1044025,106,4122
3669,4007267,106,4127
3671,7027359,114,5216
3676,7018109,113,4117
3678,2030159,115,4125
3679,1047102,109,4123
3680,6101192,110,4109
3681,2017208,115,4111
3682,1029159,104,4139
3683,6012132,101,4114
3684,3005257,115,4111
3685,7011112,115,4111
3686,6097043,110,4127
3688,2009092,106,4122
3689,6102109,110,4109
3690,6017263,105,4125
3691,7030112,109,4123
3692,2004190,106,5201
3693,1074226,108,4111
3695,4018032,104,4105
3695,2027186,113,4107
3697,2020105,106,4109
3699,7032058,115,4111
3700,7003132,113,4136
3702,4027203,116,4125
3703,2011201,110,4109
3705,2037226,116,4125
3708,1074195,114,5305
3710,5010101,101,4125
3711,2026092,106,4109
3712,1060216,113,4109
3714,2035288,104,4105
3715,2020070,113,4109
3716,5037282,106,4109
3718,2004281,104,4105
3719,5035131,113,4109
3721,4039097,106,4109
3723,2037115,116,4125
3725,5055147,106,5241
3726,1065164,121,4110
3727,2013119,116,4125
3729,1055119,113,4107
3730,5060092,106,5201
3731,2004124,116,4125
3732,1084142,113,4107
3735,7015335,113,4109
3736,2054146,106,4109
3737,1065212,106,4109
3741,2040108,106,5215
3742,1074188,106,4122
3745,1068204,113,4107
3746,6044103,106,4109
3748,1015177,114,5305
3749,7021058,113,4107
3750,6081057,113,4107
3751,6014179,101,4111
3752,6042195,116,4125
3753,1053137,107,4118
3756,1030197,110,4127
3758,1043144,105,4125
3759,5042124,106,4122
3761,6023049,116,4125
3762,6045117,110,4127
3763,6024069,101,4111
3764,2022119,104,4139
3765,1084071,113,4136
3768,7040092,113,4107
3770,5022078,104,4139
3772,1004190,105,4125
3773,5035171,106,4127
3774,2054080,113,4136
3776,1044312,110,5227
3780,1025008,113,4117
3781,5025127,117,4117
3782,7026309,103,4111
3783,6025108,117,4107
3785,4030068,113,4109
3787,1047094,104,5205
3788,5017120,106,4109
3789,6029225,116,4125
3791,2029237,113,4109
3792,6073157,106,5241
3793,1004106,113,4109
3794,4003229,106,4127
3795,7021293,113,4109
3796,1069027,113,4107
3797,5017207,106,5504
3798,1043158,106,4127
3799,2003103,115,4111
3800,1073091,116,4125
3802,1025279,110,4127
3804,6041134,107,4109
3805,1026081,113,4107
3806,2037095,105,4125
3808,4037085,116,4107
3809,2007351,113,4136
3810,5017232,106,4127
3811,2019130,109,4123
3812,2021295,104,4139
3813,1032164,102,4201
3817,6016083,113,4109
3820,1069175,113,4136
3821,6098132,110,4127
3825,2039142,106,5241
3826,1046219,116,5233
3829,4023077,109,4123
3830,1023273,115,4111
3831,4034127,109,4123
3833,5017227,106,5504
3834,1065155,113,4109
3837,6103073,110,5227
3840,2055067,113,4109
3841,1082311,113,4109
3842,7023173,115,4111
3843,4031062,109,4123
3844,1073094,113,4107
3845,6024084,101,4125
3847,1034105,106,5281
3848,1002063,113,4107
3849,1006163,113,4107
3850,2044277,106,5504
3851,1016114,119,4110
3852,2054089,114,4114
3853,1070067,113,4109
3855,2038336,113,4109
3857,3021126,114,5305
3860,2018102,120,4110
3861,1058113,113,4109
3862,5058265,106,5507
3863,1050168,117,4107
3864,1060389,117,4107
3865,2050267,113,4107
3865,2054170,113,4109
3867,1058155,116,5233
3869,7008007,115,4111
3871,1060091,104,4139
3874,7021068,113,4107
3876,7020301,104,4139
3878,6052091,113,4107
3879,2005355,106,5241
3880,7007207,115,4111
3882,1073225,106,5281
3883,6019136,115,4111
3886,6024032,110,5213
3887,6027138,110,5227
3889,6103239,106,4127
3890,1069294,106,4127
3892,4032147,105,4125
3893,2020239,115,4111
3895,5022095,112,4111
3898,1064150,105,4125
3899,1022206,105,4125
3900,4011287,113,4109
3902,4013194,113,4136
3903,6054034,107,4107
3904,1084213,117,4107
3905,2040383,103,4111
3906,6031190,101,4114
3906,1020276,105,4125
3909,1074181,113,4107
3910,2024153,114,5305
3911,2011014,113,4109
3912,4008144,105,4125
3915,1063142,110,5213
3916,1070347,116,4109
3917,1070273,113,4109
3918,2020098,106,5504
3919,2050381,113,4107
3920,1054165,110,5227
3921,4003146,116,5233
3923,1062102,105,4125
3924,1026307,109,4123
3925,7001260,109,4123
3926,2025168,104,5205
3927,4015119,110,5213
3928,1056359,106,5504
3931,2026326,106,5201
3932,4024199,109,4123
3934,7016078,101,4111
3935,5015119,110,5602
3936,1043160,106,5215
3937,2051016,113,4107
3939,7005106,102,4201
3940,1052082,106,4127
3941,6032028,117,4117
3942,4003275,114,5305
3944,2027345,113,4107
3945,4032179,109,4123
3948,7023086,105,4125
3949,1001211,113,4107
3954,7029160,109,4123
3955,4030113,109,4123
3956,7011122,114,5305
3959,1037161,106,5215
3960,1052121,111,4107
3961,1044065,109,4123
3962,1074302,106,5504
3963,6032180,121,4110
3965,5060089,106,5241
3965,7030087,109,4123
3968,6098028,117,4107
3970,1049249,110,5227
3975,1039179,106,5281
3977,2051133,116,5233
3979,5050096,106,5503
3980,1065211,117,4107
3981,6099077,110,4127
3982,5021139,106,5215
3983,2017166,109,4123
3984,1052036,102,4201
3985,1005190,113,4136
3986,4033146,106,4127
3988,2053064,104,4139
3990,1084134,110,4127
3991,7018122,109,4123
3994,6005022,101,4114
3995,6008059,106,4127
3996,5053175,106,4133
3997,6051174,114,4114
3998,6015160,105,4125
3999,5002225,101,4114
4003,7008109,116,4109
4005,6075060,104,4139
4006,7033141,120,4110
4008,6058025,101,4114
4010,6061149,116,5233
4012,4035216,114,5305
4013,7037192,116,4107
4015,6012066,120,4110
4017,1071090,113,4107
4018,6026221,121,4110
4023,7025023,113,4136
4024,4040271,106,5215
4025,4001243,109,4123
4027,7005089,106,4127
4029,2031254,113,4117
4031,4031150,116,4109
4033,1027101,106,5201
4034,4009324,105,4125
4036,1067277,116,5233
4039,5059154,117,4107
4039,6002228,121,4110
4041,6016146,107,4109
4042,1074246,106,5504
4043,1040189,106,4127
4045,7034166,116,4109
4047,5048144,106,5281
4049,1003280,105,4125
4052,5052186,106,4127
4054,1057156,117,4107
4055,7002208,113,4136
4056,7004165,112,4111
4056,5006110,117,4107
4058,6100038,117,4117
4061,5049079,117,4117
4063,1056309,106,5504
4064,2029239,123,4110
4066,4003117,114,5305
4068,1073208,113,4136
4070,1053110,105,4125
4072,1052118,110,4127
4074,5038152,106,4127
4075,1074333,106,4127
4077,1053076,117,4117
4078,1018135,110,4127
4084,4026148,116,4107
4087,1082032,117,4109
4088,4011297,106,5215
4090,2032107,104,4139
4093,2040415,123,4110
4096,2055250,113,4117
4097,4021070,106,5215
4099,5034015,109,4123
4100,4027025,108,4111
4101,4039234,107,4118
4103,6072148,110,5227
4105,5007089,110,5227
4106,1049107,110,5227
4108,1071148,117,4107
4109,1072146,116,4107
4110,4026234,118,4110
4113,1052150,116,4107
4115,1056279,106,5504
4116,1054184,110,5602
4117,1053176,110,5227
4118,5039227,117,4107
4120,5034032,109,4123
4123,1043120,119,4110
4124,6106071,109,4123
4127,1003053,114,5305
4128,5016215,106,5504
4130,3040121,107,4118
4131,6020226,101,4111
4132,5047232,114,4125
4133,2040234,113,4136
4135,6051180,107,4118
4139,6064124,123,4110
4141,7011132,115,4125
4143,5060220,110,5213
4144,1030216,101,4114
4148,4040078,109,4123
4149,4024095,101,4111
4150,2041097,105,4125
4151,1085181,108,4111
4154,1041143,105,4125
4157,7016026,117,4107
4158,4040175,106,5215
4161,4016108,106,4127
4161,1005188,106,5507
4164,1025192,110,5213
4166,7033162,117,4107
4168,2044107,113,4136
4169,2041051,108,4111
4172,2026155,106,4127
4173,3009086,117,4108
4174,7012076,103,4111
4176,7001144,104,4139
4177,6096129,120,4110
4178,2037153,101,4114
4178,4044279,110,5227
4180,1032132,110,4127
4181,1014097,101,4111
4183,1072104,106,4105
4184,1051087,110,5227
4184,1065089,117,4109
4186,1024279,105,4125
4191,4019192,117,4109
4192,6028091,120,4110
4197,2048290,116,4109
4198,1081195,116,4109
4199,2021218,114,5305
4200,1031218,110,4127
4201,1035110,103,4111
4202,4033200,116,4109
4203,1084108,110,5213
4204,4038071,109,4103
4207,1027108,113,4117
4210,5041106,106,5281
4211,2048083,115,4125
4213,1020246,111,4107
4215,2049277,113,4136
4216,4014030,116,4107
4217,5059092,101,4114
4219,5057137,106,5507
4220,1057293,119,4110
4222,2013204,106,4127
4222,2039313,106,4127
4225,1018113,113,4136
4226,6081008,107,4107
4227,4027310,103,4111
4230,1065209,106,5507
4232,7011070,113,4117
4236,1082109,114,5305
4238,5029078,113,4117
4240,2007183,104,4139
4242,1044228,110,5243
4243,2016154,113,4136
4249,1047085,110,4127
4250,2007231,105,4125
4251,4010205,106,5281
4251,2004475,116,4109
4254,4019115,114,4125
4255,1029152,107,4117
4258,7029084,107,4118
4259,7037427,110,5213
4260,4002173,117,4107
4262,7011091,106,5507
4268,7002097,103,4111
4269,1087148,116,4109
4271,6041147,105,4125
4273,3034161,114,4111
4275,5002095,101,4114
4278,4007125,112,4111
4280,2053013,116,4109
4281,5040115,121,4110
4282,6051094,110,4127
4283,6041158,101,4114
4283,4016214,116,4107
4287,2031024,114,4114
4289,6001092,107,4117
4290,5056008,114,5305
4292,2039226,106,5281
4294,2049190,113,4136
4295,2042388,113,4136
4296,1028113,102,4201
4297,2041152,110,4127
4298,4009264,114,5305
4299,1060069,117,4109
4300,6068076,117,4107
4302,7027144,105,4125
4303,1043162,111,4107
4306,3008010,117,4107
4307,1067076,114,4114
4310,2007020,104,5205
4312,4014120,116,4109
4314,6071031,102,4201
4315,6023135,107,4109
4316,1058071,117,4109
4317,2039368,121,4110
4321,7017190,106,4102
4322,7011129,101,4114
4323,1064104,119,4110
4324,1072224,117,4107
4326,4004278,116,4107
4327,6033246,117,4117
4328,5016176,113,5303
4330,2007127,104,5205
4333,2040159,119,4110
4334,2044147,104,5205
4335,1043212,106,5507
4336,1059102,101,4114
4338,4022015,109,4103
4340,1070313,121,4110
4342,1061300,116,4109
4343,2010168,110,5227
4345,1028330,113,4117
4346,1074191,110,5227
4346,4020168,116,4109
4348,1023116,110,5227
4349,4014254,104,4139
4351,2054076,106,5507
4352,1002127,102,4201
4353,4008159,113,4136
4355,6103023,117,4117
4356,1072392,105,4125
4359,5026112,112,4125
4361,6034106,102,4201
4362,2036374,115,4125
4365,1068293,114,4114
4366,7015287,113,4127
4369,1062231,116,4107
4372,1058352,117,4107
4373,6071126,103,4111
4375,4037280,114,5305
4376,7001050,119,4110
4377,7031263,105,4125
4378,5040286,116,4109
4380,1060203,104,4139
4381,2009236,121,4110
4383,5031071,116,4109
4384,4034066,109,4103
4385,1002012,123,4110
4387,3022133,110,5213
4390,1044135,110,5213
4391,1032156,110,4127
4392,2045196,116,4109
4394,3005229,105,4125
4395,7012088,110,5213
4396,1029278,117,4107
4398,6027201,114,4125
4399,1031098,117,4109
4400,1043194,102,4201
4401,1053302,110,5227
4404,4040300,104,4139
4405,6047194,115,4125
4406,1073102,117,4107
4410,6029035,102,4201
4411,6004229,107,4109
4412,1031018,101,4111
4414,3017191,106,5243
4417,1059109,110,5213
4418,4009236,103,4111
4419,1044295,119,4110
4421,6021225,117,4109
4423,2026208,114,4114
4426,2039045,118,4110
4427,4010105,116,4107
4429,7040156,114,4125
4430,3016057,112,4125
4431,6038138,109,4103
4432,6029096,101,4114
4433,3011253,106,5243
4434,1032219,105,4125
4436,4010229,106,5281
4438,4028079,117,4117
4440,5038224,106,4130
4441,3020138,116,4107
4442,7008223,104,4139
4443,1085213,117,4107
4445,5009104,110,5227
4447,1049181,117,4117
4448,5014223,106,5241
4450,6001065,114,4114
4451,2038245,112,4111
4452,5047233,106,4133
4453,2021136,106,5243
4456,2005173,117,4109
4458,3009175,116,4107
4459,4002152,110,5213
4462,2037227,117,4107
4465,7021051,115,4125
4466,4026117,116,4107
4467,1051133,112,4125
4470,6088004,110,4132
4472,7020155,104,4139
4473,6013200,114,4114
4475,1043295,106,5243
4476,7008098,114,5305
4477,6080153,117,4109
4480,1060034,104,5205
4481,2014059,104,4139
4482,6033002,115,4125
4487,4011225,106,4130
4489,1073088,110,5227
4490,4042015,114,4114
4492,2038357,102,4201
4493,3007064,117,4107
4495,7011178,104,4139
4496,5016166,106,5253
4500,1065245,106,5241
4502,4005124,106,5253
4504,7040232,101,4125
4507,4008232,116,4109
4508,1056380,106,5243
4511,4005159,116,4107
4513,7021157,117,4109
4516,1034136,106,5243
4517,7021039,110,5213
4518,1053097,117,4107
4521,6047218,117,4109
4522,1072011,108,4111
4524,7001114,114,5305
4526,4034102,106,5253
4527,1029144,110,4132
4528,2009149,104,4139
4529,1083160,110,5213
4530,4027224,114,5305
4532,1044165,110,5227
4535,5056146,117,4107
4536,4003219,115,4125
4537,4020200,106,5241
4538,6045187,101,4111
4539,6012134,121,4110
4541,6014051,101,4125
4542,1057161,104,4139
4543,6025018,114,4114
4544,1082059,117,4109
4545,6034112,101,4125
4547,6025144,121,4111
4548,6073003,120,4110
4550,5058120,112,4111
4556,1074072,107,4109
4556,1051230,110,4132
4559,5056114,117,4107
4560,1061224,110,5227
4563,4001202,106,5241
4564,1043206,110,5243
4565,7028174,116,4107
4566,5059106,101,4111
4567,1065168,117,4109
4568,7012054,115,4125
4572,7003216,114,4114
4573,1006146,110,5213
4574,2039098,117,4109
4577,2021074,106,4105
4580,1025003,106,5243
4581,4016202,116,4109
4582,4037191,116,4109
4583,6069106,110,4132
4585,1070016,113,4127
4586,1014348,111,4107
4587,5053228,117,4109
4589,3031153,106,4130
4590,4015098,117,4107
4593,4031101,117,4107
4594,5052142,117,4107
4595,1065284,106,4133
4597,5052115,101,4111
4598,6055033,107,4117
4598,1059292,117,4109
4600,2022368,115,4125
4601,2006089,117,4117
4602,3018107,112,4111
4603,6079057,107,4118
4604,7002200,104,4139
4605,4043123,116,4109
4606,4009198,106,5253
4607,1082068,111,4109
4609,1057183,102,4201
4613,1066186,116,4107
4615,2037072,109,4103
4616,6102049,117,4117
4617,4014129,116,4109
4624,6038209,107,4109
4626,4002141,105,4109
4627,7031262,104,4139
4629,7021048,104,4139
4630,6084163,107,4109
4635,5014148,110,4132
4636,5010111,106,5243
4638,1002199,108,4111
4640,4032079,116,4109
4643,4007205,106,5507
4645,1059287,103,4111
4647,4009244,116,4107
4648,6029203,106,4130
4649,2054169,104,5205
4650,2012088,103,4111
4654,4028162,116,4109
4656,1069193,107,4109
4657,1062210,117,4107
4658,4008079,116,4109
4659,2048344,117,4109
4660,3021142,114,4125
4664,6038178,101,4111
4666,1067112,115,4125
4667,5027113,116,4107
4668,1071216,116,4109
4669,1067183,115,4125
4670,7008187,103,4125
4675,7039051,120,4110
4677,2028276,123,4110
4678,4002157,103,4111
4679,7041353,123,4110
4681,2033154,104,4139
4684,7035213,115,4125
4685,4044152,101,4111
4686,3005161,101,4125
4687,1074179,103,4111
4688,4043096,117,4109
4690,4044304,104,4139
4691,4026040,104,4139
4692,6026081,101,4125
4693,7010100,117,4109
4695,6004230,107,4109
4696,1028102,114,5305
4697,1070212,117,4109
4698,1074094,113,4127
4700,6015018,106,4105
4703,1027207,116,4107
4705,2001096,106,4130
4706,1018236,110,5243
4708,1047211,104,4139
4714,6032001,104,5205
4716,5004133,106,5253
4717,2028145,115,4125
4718,4005198,111,4109
4719,1074276,103,4111
4721,5006159,101,4111
4721,7030079,103,4111
4723,7028136,104,4139
4724,1001261,109,4103
4726,6005102,123,4110
4728,5021070,101,4111
4730,4003256,116,4109
4731,7020134,104,4139
4733,6037040,107,4107
4735,7004044,103,4111
4736,7029064,117,4117
4737,4038220,116,4107
4738,2037327,104,4139
4740,4010252,106,4105
4741,6051150,120,4110
4742,3032153,115,5233
4743,7015094,122,4110
4744,1074321,116,4107
4745,6032100,107,4109
4746,4001153,101,4111
4747,2040107,106,5253
4749,6069132,117,4117
4750,2036245,101,4125
4751,7020130,120,4110
4752,4015092,114,4114
4753,4038177,114,4125
4755,1025218,110,4132
4756,1025224,117,4117
4758,7016082,116,4109
4761,1070104,108,4111
4762,6051119,117,4109
4763,4013127,108,4111
4764,7027190,114,4125
4765,2039196,113,4127
4766,6093102,110,4132
4768,1025035,108,4111
4769,1060065,110,5227
4771,1005056,116,4109
4774,1059142,117,4109
4775,1048170,110,4132
4776,1032095,106,5243
4777,2004307,116,4109
4778,2023082,113,5101
4780,1022158,107,4109
4781,5054124,106,5507
4782,4028030,112,4111
4784,2002315,104,4139
4785,2036143,115,4125
4788,7008108,104,4139
4791,2009186,115,4125
4792,2050289,117,4109
4793,1056301,104,4139
4795,7038244,116,4107
4796,6098026,110,5227
4800,1054079,117,4109
4801,1083070,106,5507
4803,2022069,109,4103
4804,1057244,120,4110
4805,2041316,113,4127
4808,5047082,116,4107
4812,1088153,104,4139
4813,4037092,112,4111
4814,1060292,109,4201
4815,6017127,120,4110
4819,7006103,114,4114
4822,1059307,116,4107
4823,5025158,114,4125
4825,1029121,109,4103
4826,4014176,116,4109
4827,4001247,107,4109
4829,2003129,116,4107
4832,1074236,103,4111
4833,1031217,106,5507
4834,4034223,107,4109
4836,6002087,107,4117
4837,6031096*,110,5227
4840,5014178,110,5243
4841,7006012,104,4139
4842,7011085,119,4110
4843,6016126,101,4111
4844,6043179,123,4110
4845,4032013,111,4107
4846,6027003,106,4105
4847,1068266,114,4114
4848,3021097,116,4107
4849,5028146,116,4107
4850,2019178,117,4109
4851,6020132,106,4130
4852,2029104,112,4111
4853,1055170,104,4139
4854,6031053,107,4107
4856,3005142,109,4103
4857,3002202,101,4125
4859,2053089,103,4111
4860,4031104,109,4103
4861,6027161,101,4125
4862,6072161,114,4114
4863,5015092,116,4109
4864,7005123,117,4109
4867,1059230,113,4127
4868,1073282,103,4111
4871,1020183,110,4132
4876,1006073,108,4125
4880,1068019,102,4201
4880,6036100,120,4110
4885,6072153,110,5227
4886,1020198,116,4107
4887,6022140,107,4109
4888,6032099,101,4125
4889,4005344,109,4103
4891,4033109,118,4110
4893,3023183,106,5253
4898,4015303,115,4125
4900,5042244,116,4107
4904,1070243,103,4111
4906,1055057,104,4139
4907,1085094,117,4117
4908,5030082,110,5227
4909,1067120,108,4125
4910,2053103,103,4125
4912,5007033,101,4111
4912,7021243,115,4125
4914,2025103,110,4132
4915,1066098,111,4109
4918,7038241,107,4109
4919,5049080,109,4103
4920,2013113,104,4139
4921,6002030,114,4114
4922,4034209,116,4109
4927,7040153,114,4114
4930,2005198,108,4111
4932,6047164,119,4110
4935,2042115,104,4139
4936,2042131,117,4109
4937,2008429,117,4109
4938,1055100,116,4107
4939,7039069,116,4107
4940,4021044,117,4109
4941,5047159,114,4114
4942,1043170,123,4110
4949,1030097,108,4111
4951,7002215,119,4110
4952,1071387,112,4111
4953,6069018,123,4110
4954,4033154,116,4107
4955,2025183,110,4132
4956,6071137,116,4109
4957,7012073,114,4114
4958,1011100,117,4109
4960,3027024,112,4111
4962,2037143,117,4117
4963,2017292,104,4139
4964,4016189,114,4125
4966,5024121,114,4125
4967,7041274,111,4109
4969,4007188,101,4111
