Rank,RollNo,InstituteCode,BranchCode
1457,2008191,115,4110
1458,4011110,102,4202
1460,6020352,110,5233
1461,2026176,102,4107
1462,4016283,117,4114
1464,7006132,115,4110
1466,1078130,109,4125
1467,6075100,110,5233
1468,6111141,106,4125
1469,6098113,106,5222
1470,2049213,109,4125
1472,1032108,110,4117
1473,7041163,113,4111
1474,2049364,116,5254
1475,1090182,102,4107
1477,6104112,117,4114
1478,6030108,117,4114
1479,2088152,102,4206
1480,6024303,106,4125
1481,6065120,110,5233
1482,4008123,113,4111
1483,6123113,117,4114
1484,6141072,115,4110
1485,7001134,105,4110
1487,2052094,102,4109
1488,6119130,117,4114
1490,2002012,109,4111
1491,6034218,117,4114
1493,4026082,109,4125
1495,7019109,104,4107
1496,3040146,106,5222
1497,2078230,113,4111
1499,4008105,117,4114
1500,6098133,117,4114
1501,2057063,115,4110
1502,7022013,102,4107
1503,2007332,106,4125
1504,1059291,110,5233
1505,2077103,117,4114
1506,1001109,102,4109
1507,4012296,117,4114
1508,5020079,115,4110
1509,6020177,110,5233
1510,4011071,102,4202
1512,2090125,113,4111
1513,2028161,117,4114
1514,1086130,102,4107
1515,1003267,117,4114
1516,2035134,102,4107
1519,1091087,113,4111
1521,2057129,109,4125
1522,1060353,102,4107
1523,1075139,110,5233
1525,1083059,110,5233
1526,2078065,113,4111
1528,6027187,117,4114
1529,7019058,109,4125
1530,6113133,117,4114
1532,6038169,101,4110
1533,5035076,106,4125
1535,2007340,117,4114
1536,1009071,109,4125
1537,5040230,104,4107
1541,7017225,109,4125
1542,2089019,109,4111
1543,2051211,117,4114
1544,2003071,113,5502
1545,7040095,109,4125
1546,6103149,106,4125
1547,4012132,113,4111
1549,1059358,117,4114
1550,5059001,106,4115
1552,7022061,110,5233
1554,5043199,106,4125
1556,2036017,116,4110
1557,1056106,110,5233
1558,7008059,109,4125
1559,6106136,109,4125
1561,7019043,109,4125
1562,7036077,102,4107
1563,6105156,107,4111
1564,7008121,117,4114
1565,7021176,115,4110
1566,7016216,115,4110
1567,2030141,113,4111
1568,2007461,113,4111
1571,2017094,104,4107
1572,7032172,109,4125
1576,1025075,106,4125
1577,2064022,109,4111
1579,2044217,102,5226
1580,4017108,117,4116
1581,5003097,106,4125
1582,1037160,110,4107
1583,6038120,110,5233
1584,4070051,116,4113
1585,7020071,109,4202
1586,4063041,113,4111
1587,7015184,109,4125
1590,1096036,102,5219
1591,2063050,102,4107
1592,1003257,102,4107
1593,6072170,110,5233
1594,2087171,104,4117
1595,5061295,114,4110
1596,5033122,106,4125
1597,4009111,113,4111
1599,2039098,104,4107
1600,6073225,110,5233
1602,1006269,102,4107
1607,2060022,109,4203
1608,6036183,114,4110
1609,6029171,110,4117
1610,6031130,102,4101
1611,2064061,109,4125
1612,1033150,110,4117
1613,1025001,106,4115
1615,1053080,113,4111
1616,7035058,104,4107
1618,6030119,106,4125
1619,2007267,117,4116
1620,1027149,110,4117
1621,1083106,102,4107
1622,5042076,106,4121
1623,5060009,106,4109
1624,5038085,113,4111
1625,6098151,113,4111
1626,4009218,102,4107
1627,1060234,111,4111
1628,1004115,113,4111
1629,2044309,113,4111
1630,1038015,109,4111
1631,1082015,102,4125
1632,2048044,104,4107
1633,2070151,113,4111
1634,7044080,113,4111
1635,1004098,110,5233
1638,1057359,102,4107
1639,7013341,102,4107
1640,5063257,106,4125
1641,6038009,116,4110
1642,1033044,102,4117
1643,6121087,102,4101
1644,1062150,102,4101
1645,4017082,113,4111
1646,5011105,102,4101
1647,6119079,101,4110
1648,2081081,113,4111
1650,5014282,104,4117
1651,1036072,102,4101
1652,7030076,113,4111
1654,2056134,113,4111
1655,2017168,102,4107
1656,6105071,113,4111
1659,7020120,104,4117
1660,2017107,114,4110
1662,1090095,102,4101
1663,5027092,106,4125
1667,6030230,110,5233
1671,4015015,109,4111
1672,2044221,102,4109
1675,5018033,116,4113
1676,5009098,106,4125
1678,5015084,102,4107
1679,6064228,110,4117
1680,2058032,102,4125
1681,6034137,106,4125
1682,2012106,113,4111
1683,4013195,106,4125
1684,2062064,113,4111
1685,2049057,106,4115
1686,6093139,101,4110
1688,2083020,106,4125
1689,1033121,110,5227
1690,6124124,113,4111
1693,2049277,113,4111
1695,2062084,104,4117
1696,2076079,113,4111
1697,6030138,101,4110
1698,1018054,113,4111
1699,2020009,104,4112
1700,1028116,110,5233
1701,4004027,102,4125
1702,6116094,110,5233
1703,6032110,106,4125
1704,7004102,102,4107
1705,7023167,113,4111
1707,7038284,106,4125
1709,2059215,113,4111
1710,4038065,102,4109
1711,7032082,113,4111
1712,6122130,113,4111
1713,2090218,113,4111
1716,6106109,115,4110
1717,6073125,110,4107
1719,1091149,102,4107
1720,4016105,113,4111
1721,1061192,102,4107
1722,7014200,102,4109
1724,5035074,102,4109
1725,6010055,101,4110
1726,5066169,106,4125
1727,2054251,113,4111
1728,6034041,110,4125
1730,4052010,109,4111
1731,2006078,115,4110
1732,2029071,115,4110
1733,6056217,110,5233
1734,4023107,109,4204
1735,7006158,113,4111
1736,2003291,117,4116
1738,1004019,116,4110
1739,6012071,101,4110
1740,2007431,104,4107
1741,6079100,110,4117
1742,4038053,117,4116
1743,1095070,110,4117
1744,6006036,101,4110
1745,2032265,106,4125
1747,7005037,117,4124
1749,7029138,104,4107
1750,6123005,117,4124
1752,6079161,110,4107
1753,6091020,102,4125
1754,2052121,110,4101
1755,5043113,104,4117
1756,7014177,112,4110
1758,7035139,112,4110
1759,6099021,110,5217
1763,7032173,113,4125
1764,1074075,104,4117
1766,2040003,102,4107
1767,1025188,110,5233
1768,2078400,106,5239
1769,2052055,104,4109
1770,6031438,110,5233
1771,1060169,102,4109
1772,6028023,106,5225
1773,7043090,104,4107
1774,3036055,104,4109
1775,1006029,102,4125
1776,6073280,117,4116
1777,6106097,107,4117
1778,5053129,106,4121
1780,2061046,117,4116
1781,1059192,104,4117
1782,2013331,113,4125
1784,2064075,104,4107
1785,7013117,115,4110
1786,1005214,104,4107
1788,4050033,104,4125
1790,2065226,117,4116
1791,6104079,102,4109
1792,6015032,102,4101
1794,7043097,104,4107
1795,5062331,106,5239
1796,2010228,104,4107
1797,4014178,117,4116
1800,2021153,109,4101
1801,1003146,104,4107
1803,7038198,115,4110
1804,1090110,102,4109
1805,1017077,113,5502
1806,2007113,104,4107
1807,2085223,102,4109
1808,4014145,115,4110
1809,6142129,102,4101
1811,2014087,104,4107
1812,5044192,117,4116
1814,1019132,102,4101
1815,6078091,110,5233
1816,4051157,102,4109
1820,1010057,117,4116
1821,1075075,104,4136
1822,6008017,106,4115
1823,2079070,104,4107
1825,7014344,102,4202
1826,2077211,109,4204
1827,6095109,101,4110
1828,1078048,102,4107
1830,6114101,117,4116
1831,6102004,109,4111
1832,2051079,113,4125
1833,2050422,104,4107
1835,2086071,104,4109
1836,5061156,104,4117
1837,6120080,102,4109
1839,3035116,106,5239
1841,1017116,102,4128
1843,2092099,117,4116
1844,6036140,101,4110
1845,4025027,115,4110
1847,2048161,104,4107
1849,2057091,102,4109
1850,1004123,102,4101
1851,6056285,110,5233
1852,1014084,110,5602
1854,2007257,104,4105
1855,5019105,113,4125
1856,1083072,110,5233
1858,1064193,101,4110
1860,6012032,110,5233
1862,2033118,114,4110
1864,1096269,104,4107
1865,6092189,107,4111
1866,4001162,102,4128
1867,6107130,117,4116
1868,2019062,117,4116
1870,6075213,110,4107
1872,2017083,107,4111
1873,2061100,102,4109
1874,1060113,104,4107
1877,4002153,106,5239
1878,1057351,102,5226
1884,2044150,106,4121
1886,4010077,102,4202
1888,1038115,113,4125
1890,7001164,109,4111
1891,1004138,102,4101
1893,2071144,102,4202
1894,2036108,106,5239
1895,3020062,115,4110
1896,1004287,113,4125
1897,7019065,115,4110
1899,7023242,104,5210
1900,2077066,117,4116
1901,5065094,104,4117
1902,2049267,117,4116
1903,6128081,117,4116
1904,1086237,102,4109
1906,5062155,106,4121
1908,2010206,104,5210
1909,7029083,106,5239
1910,4045123,104,4117
1913,4007258,104,5210
1914,4054011,109,4203
1915,2068127,114,4110
1916,1071130,101,4110
1917,4007015,102,4125
1918,2064052,115,4110
1919,4012078,117,4116
1920,1090087,102,4101
1921,1085070,109,4107
1922,2076121,113,4125
1923,1018063,117,4116
1924,4035113,113,4125
1925,2025149,104,4117
1927,6031456,101,4110
1929,6072128,110,4107
1931,6020171,101,4110
1932,6117100,107,4111
1933,6100101,101,4110
1934,1092171,102,4101
1935,6078182,110,4107
1936,6090090,113,4125
1939,6099120,116,4113
1940,4054085,104,4117
1944,6056108,110,5233
1945,2091242,104,4109
1946,1029110,107,4111
1947,1003204,111,4111
1948,6122175,110,5233
1949,7014187,116,4113
1951,4023018,102,4125
1954,7024074,104,4117
1956,4003049,109,4203
1958,4050123,107,4111
1962,5055015,106,4115
1964,4035063,113,4125
1966,2017229,113,4125
1967,4041085,114,4110
1970,1017206,113,4125
1971,2003131,116,4113
1972,2064049,102,5226
1973,6068072,104,4117
1974,2053116,102,4101
1975,5027004,109,4111
1976,7020221,115,4110
1977,4048110,109,4107
1978,5062133,106,5239
1979,1090068,102,4101
1980,5044173,104,4117
1981,7033100,109,4107
1982,3018071,102,4109
1983,6007014,105,4110
1984,4011084,102,4109
1985,7037130,104,4109
1986,4066031,104,4136
1987,2020295,102,4101
1988,6129080,110,5233
1989,6107205,107,4111
1990,5022212,112,4110
1991,7036110,104,4109
1992,6011100,113,4125
1993,6057154,104,4117
1995,6113091,110,4107
1996,2009030,104,4107
1997,2035256,115,4110
1999,1057231,102,4109
2001,2076006,109,4111
2003,6123020,102,4125
2004,6125191,101,4110
2005,6079122,110,5233
2006,2007164,104,4117
2007,6064030,110,4117
2009,6035191,107,4111
2010,2020282,104,4117
2014,2006076,104,4136
2015,6097122,104,4117
2017,7015102,116,4113
2018,6117138,102,4109
2019,6111188,101,4110
2020,2016022,104,4125
2021,4011176,102,5226
2022,7043123,103,4110
2023,6010035,101,4110
2024,6115142,102,4109
2025,5053162,106,5239
2026,7030011,113,4114
2027,1061396,107,4111
2028,7006276,113,4125
2029,5024082,116,4113
2030,7042158,104,4109
2031,6077159,110,4107
2032,3035095,104,4109
2034,5060081,106,5239
2035,1081099,110,4107
2037,5057115,106,4121
2038,2061121,102,4109
2039,2052066,104,4109
2040,1060325,102,5226
2041,1003287,107,4111
2042,6033414,113,4125
2043,7020086,115,4110
2045,5019189,116,4113
2046,6071104,110,4107
2048,2047156,113,4125
2049,2013087,104,4117
2052,6104206,104,4109
2053,6126087,102,4101
2054,4063029,104,4117
2055,7014220,101,4110
2056,4049162,106,5239
2057,1003093,102,4128
2058,5041079,106,4121
2059,6060099,110,5233
2060,6090183,110,5233
2061,2064108,113,4125
2062,6030247,107,4125
2063,1028155,107,4111
2066,7013026,113,4114
2067,6127085,110,4101
2070,6025313,113,4125
2071,2027340,113,5502
2073,3042119,106,4121
2074,6011002,111,4110
2075,6058095,104,4117
2076,6117116,107,4111
2077,1059082,115,4110
2078,6031443,101,4110
2079,2074182,102,4109
2080,4031152,113,4125
2081,1090136,110,5233
2082,7034061,109,4101
2083,2068072,115,4110
2085,4008271,116,4113
2086,1088156,102,4202
2087,3049108,116,4113
2088,5019121,102,4202
2090,2033183,107,4111
2091,6020176,110,5233
2092,2003159,101,4110
2093,1077113,102,4109
2094,6068045,113,4125
2095,2077143,116,4113
2096,2061054,116,4113
2097,2086180,104,4117
2099,1061352,102,4128
2100,7037222,113,4125
2101,7023156,104,5210
2102,7030038,113,5502
2103,1003366,110,4101
2104,2052113,114,4110
2105,4043206,102,4109
2107,7005082,113,4125
2108,5050318,114,4110
2109,2092263,109,4101
2110,2085285,102,4109
2111,1060156,102,4109
2113,4009199,109,4202
2114,6098099,113,4125
2117,6113136,102,4109
2118,6096089,112,4110
2120,2051127,102,4109
2121,6137063,107,4124
2124,2025091,101,4114
2125,2015160,113,4125
2126,4056121,109,4202
2127,2034046,116,4113
2128,1035112,113,4125
2129,6113175,102,4128
2130,2088168,102,4109
2132,6032120,110,5233
2133,2007289,116,4113
2134,2033106,103,4110
2135,2017199,106,5239
2136,2022109,104,5210
2137,2015315,113,5502
2138,4060156,110,4101
2140,6108198,113,4125
2144,1018080,110,4107
2145,2085140,113,5502
2146,4013275,114,4110
2148,4047121,102,4109
2149,1092053,110,4107
2150,6009062,107,4125
2152,1092095,102,5226
2153,7004087,113,5502
2154,2012184,113,5502
2157,5066079,106,4121
2158,4015084,109,4107
2159,1088074,116,4113
2160,4032025,102,4109
2161,2043104,113,4125
2162,2052152,102,5226
2163,2054072,113,4125
2164,5032054,106,4121
2165,4015197,116,4113
2169,2081067,113,5502
2170,1003054,110,4107
2172,2075154,113,5502
2173,3005237,106,5239
2174,4007040,102,5235
2175,2006210,104,4136
2176,5008215,117,4125
2178,6099188,110,5227
2180,2043086,103,4110
2182,4042118,116,4113
2184,2025025,106,4111
2185,2008275,109,4107
2187,5019017,106,4111
2189,6037130,102,4109
2190,4015069,114,4110
2191,2089118,104,4136
2192,4067065,116,4113
2194,4013109,109,4202
2195,1022095,110,4101
2198,2086087,113,4125
2200,5002356,117,4125
2201,2054047,116,4113
2202,7008020,106,4111
2203,6103131,110,4101
2205,5022248,106,4121
2206,5060213,103,4110
2210,2008123,116,4113
2212,1091029,102,4107
2213,2039157,109,4202
2216,6020179,116,4113
2218,2007124,104,4136
2220,5004114,110,5227
2223,1063084,103,4110
2224,1061129,102,4109
2226,4001113,113,4125
2227,2059262,116,4113
2228,1081202,117,4125
2229,2052355,109,4109
2231,6013031,112,4110
2233,2090100,113,4125
2234,6019121,116,4113
2235,7013268,109,4107
2236,6075145,106,5239
2237,1059245,102,4128
2239,4018082,105,4110
2240,5043285,109,4101
2241,5027082,106,4121
2242,4003345,113,4125
2243,7045208,102,4109
2244,1034091,110,4107
2245,1076223,112,4110
2246,2031114,114,4110
2248,7040240,113,4125
2249,1004072,111,4111
2250,1072185,113,4125
2251,1097111,110,4107
2253,6037283,110,4101
2254,2043100,102,4109
2255,2017191,113,4117
2256,2023060,113,4125
2259,6036121,112,4110
2260,1003062,102,520C 
2262,2056084,116,4113
2263,7020110,102,4109
2264,6035122,114,4110
2265,6030453,106,5239
2266,1061349,113,4117
2267,7030064,104,4136
2268,7017346,112,4110
2269,1082207,110,5227
2271,7022043,103,4110
2272,7013233,106,4121
2273,1004102,111,4111
2275,6064217,110,4107
2277,7044123,102,4109
2278,1090019,105,4110
2279,2056095,116,4113
2280,2086076,103,4110
2281,5060214,106,5239
2282,2009207,104,4136
2283,4066089,116,4113
2284,5053245,106,4121
2285,5053100,106,4107
2287,4001054,116,5216
2289,1054048,110,4107
2291,1081098,102,5226
2292,4058042,109,4202
2293,4072078,116,4113
2296,4053296,102,4109
2297,1085085,102,5226
2298,6114088,102,5226
2299,6110017,105,4110
2300,7038156,114,4110
2302,3003133,117,4125
2304,4053049,116,4113
2307,1072142,102,4128
2308,1062078,110,4107
2309,7005158,116,4113
2310,6124086,107,4125
2312,2074131,102,4109
2313,5067079,106,4107
2315,6050174,110,4101
2317,2031078,104,5210
2319,6121162,105,4111
2320,1006012,104,4125
2321,5022354,106,4107
2323,1050113,105,4111
2324,7014183,102,4109
2326,2004136,114,4110
2327,2089186,113,4125
2330,6078144,110,4101
2331,1031097,110,5602
2334,7008055,103,4110
2337,2086261,113,4125
2338,2085117,104,4136
2339,1087010,102,5235
2340,6103210,116,4111
2341,1029077,110,5210
2342,2010211,109,4204
2343,2003204,103,4110
2347,4042029,106,5506
2348,2009192,116,4113
2349,1052135,113,4125
2350,2054171,110,5227
2352,7017199,103,4110
2353,2069317,110,4107
2354,6079041,110,5207
2355,2051025,102,4117
2356,7021206,102,4109
2357,6101100,101,5216
2359,4013021,105,4111
2360,2050089,104,4109
2361,4008118,116,4113
2362,5023083,114,4110
2367,2003090,113,4125
2368,3018059,110,4101
2370,7029073,113,5502
2371,2004327,104,4136
2372,7014342,116,4113
2373,2050072,102,4109
2374,7001196,103,4110
2376,2074082,102,4109
2377,6079001,117,4124
2379,2052013,106,4111
2381,7017318,104,4109
2383,7040168,103,4110
2384,2046054,113,4125
2385,6056202,110,4101
2387,1006184,113,4125
2388,2006015,104,4125
2389,6111070,107,4118
2390,6007037,116,4113
2391,2019004,113,4114
2393,3033158,116,4113
2396,1021011,102,4107
2397,6041083,110,4107
2398,6032114,110,5227
2400,4070047,114,4110
2401,2033145,114,4110
2402,7033232,116,4113
2403,6123100,107,4118
2405,2047087,102,4109
2406,1062099,102,4109
2407,1005120,102,4109
2408,5066059,106,4101
2411,2066176,113,4125
2412,6102136,106,5239
2413,1066079,116,4111
2416,2021182,113,4125
2417,7004174,113,5502
2419,2088084,116,4113
2420,4073025,116,4113
2422,4037022,113,5502
2423,2043135,108,4110
2424,7044120,116,4113
2425,2087442,112,4110
2426,2013226,112,4110
2430,6098127,110,4107
2431,2018191,109,4202
2432,1071111,106,5239
2433,1003219,108,4110
2434,5027081,116,4113
2435,2078025,106,4111
2436,6035009,117,4124
2439,6108178,117,4125
2441,6112202,113,4125
2442,6107131,113,4125
2444,1020125,110,5227
2445,1054045,107,4125
2446,2013115,104,4109
2447,3036084,114,4110
2450,2008255,113,4125
2451,2088266,109,4202
2453,4015155,114,4110
2454,1015220,108,4110
2455,6108184,112,4110
2456,5060091,106,5239
2457,2052114,116,4111
2458,2077135,112,4110
2461,2060163,102,4109
2462,2049227,109,4202
2463,1020042,110,4107
2464,2041055,103,4110
2465,2066159,102,4109
2466,1079175,102,4109
2467,4024029,109,4101
2468,5032198,106,4107
2469,3048048,102,4109
2470,2046098,113,5502
2471,5036044,102,4109
2473,2058295,102,4109
2473,6106100,112,4110
2476,4054100,112,4110
2478,3028188,114,4110
2479,6108107,117,4125
2480,6076167,113,4125
2481,4016115,109,4202
2482,5021100,106,5239
2483,7019014,112,4110
2484,6104071,112,4110
2485,4007244,113,4125
2490,2076088,116,4111
2491,7041172,104,5210
2492,5045123,106,4107
2493,1091070,110,4101
2494,4033078,104,4109
2495,1085103,110,4107
2496,6063339,110,4107
2497,1071170,106,5239
2498,7020137,103,4110
2499,2004114,104,5210
2500,7044023,104,4107
2503,1001044,116,4111
2504,2021164,103,4110
2506,6118010,116,5254
2507,5033235,114,4110
2508,1010078,106,5239
2514,5059069,106,4170
2515,2008338,109,4101
2516,1060328,109,4101
2517,2069047,102,4107
2518,2061082,109,4202
2519,2060111,109,4202
2520,5063151,116,4111
2521,6072035,110,4125
2522,2076053,102,5226
2523,1009025,117,4125
2524,6045049,110,4101
2525,1061135,102,4109
2526,6092078,110,4107
2528,2051064,109,4101
2529,2006103,109,4107
2530,1029123,110,5227
2534,6129133,117,4125
2537,2049161,112,4110
2538,7022059,117,4125
2539,2087106,104,4136
2541,4048174,109,4107
2542,1086066,117,4125
2543,5026220,109,4204
2544,1061186,102,4109
2545,2007135,103,4110
2546,2068009,104,4125
2547,4045125,102,4128
2548,6009042,111,4111
2550,7003089,112,4110
2553,1050088,104,5210
2554,5044182,117,4125
2555,6121135,114,4110
2556,7003015,117,4124
2558,5058247,112,4110
2559,7013100,114,4110
2561,2061293,114,4110
2562,2063056,116,4111
2563,2027088,109,4204
2564,5061213,106,4107
2565,7045319,104,4136
2567,4051003,114,4110
2570,1006169,106,5239
2571,1089142,117,4125
2572,1061256,110,4107
2573,2045206,106,5239
2574,7021008,109,4107
2576,2026238,112,4110
2578,4007123,109,4101
2579,1057128,104,4136
2580,2007424,109,4107
2582,6076318,110,4107
2583,3004165,108,4110
2584,2029090,102,4128
2585,2015211,104,4109
2586,2050066,104,5210
2588,7007054,103,4110
2589,2061269,102,5226
2590,7003087,109,4101
2591,2047190,104,4109
2592,6077160,110,4107
2593,2073256,116,4111
2594,2049170,104,4109
2595,7039006,106,5506
2596,6036128,105,4111
2597,2061236,102,5226
2598,7019083,104,4109
2599,2019109,116,4111
2600,7033105,102,4128
2602,6037040,101,4110
2604,1091075,117,4117
2609,1021102,102,4128
2610,2044337,109,4101
2612,5010096,110,4132
2613,4014244,117,4125
2614,7022016,114,4110
2615,2038009,104,4107
2618,2007489,104,4109
2622,1004233,109,4107
2624,5061002,106,5506
2625,6129173,108,4110
2627,2003002,113,4114
2628,1004076,110,4101
2629,2046104,109,4202
2631,6020172,117,4125
2632,6038127,117,4125
2634,4011098,116,4111
2635,2007131,109,4202
2636,4008182,114,4110
2637,6032275,114,4110
2639,5022215,102,4128
2640,4049012,113,4114
2645,2046094,116,4111
2646,1017154,108,4110
2647,1086087,110,5227
2649,2092188,104,4136
2650,6074104,110,4101
2651,6117040,110,4125
2655,1020119,110,4107
2657,6077148,110,5602
2658,2003083,104,4136
2659,6033155,101,5216
2660,1038166,112,4110
2661,4055144,116,4111
2662,1061107,111,4111
2663,2076185,116,4111
2664,5043241,106,4107
2665,2090093,116,4111
2666,4003127,116,4111
2668,3019095,112,4110
2669,2092224,104,4109
2670,7021080,109,4202
2671,1034077,123,4110
2673,5044326,109,4107
2674,5037087,105,4111
2675,4031055,104,4109
2676,6009032,112,4110
2677,1061162,104,4109
2679,1009131,109,4107
2681,2048102,103,4110
2682,2065259,104,5210
2683,6113164,112,4110
2684,1062073,102,5226
2685,1018106,106,4107
2686,3038040,117,4125
2689,1026187,109,4204
2690,7043155,103,4110
2691,1060379,106,4107
2692,2051355,109,4202
2693,2020093,104,4136
2694,2045181,117,4125
2696,6030427,116,4111
2698,6100120,117,4125
2700,2031088,117,4125
2701,7022085,104,4136
2703,5043112,117,4125
2704,7020047,104,4109
2705,7019066,114,4110
2706,6034209,110,4101
2707,2008328,104,4109
2709,6031161,107,4125
2711,6070085,104,5210
2712,6032185,117,4125
2713,2067097,116,4111
2714,2080087,103,4110
2715,7004118,103,4110
2718,4006115,109,4202
2719,7024149,104,5210
2720,2074267,112,4110
2721,6020175,110,4109
2723,6035119,107,4118
2725,2003146,104,4136
2726,2010237,117,4125
2727,2027115,104,5210
2728,6095077,114,4110
2729,1079200,109,4101
2730,4003167,109,4107
2731,2016133,112,4110
2732,4031163,104,4109
2733,1004118,102,4128
2734,2049295,116,4111
2736,1086305,109,4101
2737,1070107,116,4111
2740,1060124,109,4107
2741,1017294,114,4110
2743,3041071,102,4128
2744,4012239,104,5210
2748,7045033,108,4110
2749,4002083,114,4110
2750,2085114,104,4136
2751,6098119,104,4109
2752,5055100,116,4111
2753,2045089,102,4128
2754,2020103,116,4111
2755,5055027,106,4121
2758,2030086,104,4109
2759,1031151,101,5216
2761,2047055,116,4111
2762,6072203,110,5210
2764,4009146,102,4128
2765,2025148,117,4125
2766,6089073,101,4110
2770,1092099,117,4125
2771,3003093,117,4125
2773,2006092,104,4136
2774,2092223,117,4125
2775,2031071,116,4111
2776,1019050,108,4110
2777,2076207,113,4117
2778,4004160,105,4111
2782,2015026,104,4107
2783,4016178,104,4136
2784,1004309,111,4111
2785,7016332,108,4110
2786,6008049,101,5216
2787,5007015,106,5506
2789,5020020,110,4125
2790,4017002,117,4114
2791,2007483,114,4110
2793,1091264,110,5210
2794,5043180,117,4125
2795,2041080,114,4110
2798,4017161,109,4107
2799,1088080,102,4128
2801,2031094,117,4125
2802,4066035,114,4110
2803,6102129,106,4107
2804,6056253,106,4101
2805,4067005,102,4101
2806,7019060,104,4136
2807,6119114,108,4110
2808,2028384,114,4110
2810,3033165,114,4110
2811,5022402,114,4110
2812,2052084,109,4107
2813,2091091,104,4136
2816,2008135,116,4111
2817,1016115,108,4110
2819,5010006,110,4125
2820,2075017,109,4125
2821,1004304,111,4111
2822,1021077,107,4125
2824,7026043,108,4110
2826,7006173,115,4111
2827,3022023,114,4110
2828,7026163,114,4110
2829,7005103,117,4125
2831,4002008,102,4107
2832,1027073,109,4107
2834,2055176,121,4110
2837,1092185,117,4125
2838,4051050,116,4111
2839,2067128,102,4128
2840,6030246,121,4110
2841,3032083,114,4110
2842,6107185,101,4114
2844,1080086,109,4107
2845,1018078,102,4128
2847,7006302,117,4125
2848,1014144,108,4110
2849,7021048,117,4125
2852,1017089,108,4110
2853,4042065,109,4107
2854,5044171,117,4125
2855,7045324,108,4110
2857,6036021,106,5225
2859,6116028,107,4118
2860,1093012,117,4114
2861,2012205,104,4109
2862,6074101,114,4110
2863,3037105,116,4111
2864,1092065,117,4125
2865,4005151,117,4125
2866,6097108,106,4101
2867,1085061,102,4128
2868,4039041,104,4109
2869,1048078,102,4128
2871,6055030,110,5233
2873,2002086,104,4136
2874,7013176,108,4110
2875,2089292,104,4136
2878,5030006,102,4107
2881,6039125,106,4107
2882,4011241,113,4117
2883,2008015,104,4109
2884,6093222,101,4114
2885,4017016,111,4110
2886,3042087,114,4110
2887,1017028,106,5225
2889,2065184,102,4128
2890,1004175,108,4110
2891,4012028,102,4107
2892,5029001,106,4107
2893,1022203,114,4110
2894,5058165,114,4110
2895,7008110,104,4136
2896,2092197,117,4125
2897,1021140,117,4125
2898,7044026,102,4206
2899,4049098,109,4101
2900,1079122,109,4101
2901,6128116,109,4101
2903,7013184,102,4128
2904,7038154,114,4110
2905,4036045,104,4109
2906,5035084,102,4128
2907,4007106,117,4125
2908,5041172,106,4107
2911,1059131,105,4111
2912,5059061,109,4101
2913,7006280,108,4110
2916,2074088,116,4111
2917,2051047,104,4136
2918,6011034,110,5201
2920,2055129,106,4107
2921,6033270,105,4111
2922,1057311,102,4128
2923,6096167,107,4125
2925,1061158,102,4128
2926,7039199,113,4107
2927,6077133,109,4204
2928,2065194,116,4111
2929,2049273,108,4110
2930,6096016,107,4111
2932,4010081,105,4111
2933,2041060,104,4109
2935,6031228,107,4125
2937,4032079,117,4125
2939,6019071,110,5227
2940,6118129,114,4110
2942,6039221,117,4125
2943,4013073,107,4118
2944,5045087,109,4101
2946,2034006,113,4111
2947,2046116,104,4109
2948,6103039,115,4110
2949,6095143,107,4125
2950,5007096,102,4128
2951,7030074,108,4110
2952,4074057,116,4111
2954,1057163,109,4107
2955,7013241,102,4128
2956,1003167,104,4136
2959,4057063,109,4107
2961,2009148,116,4111
2962,2008217,106,4170
2963,5060018,112,4110
2966,4019115,116,4111
2967,2031007,106,5225
2968,2029104,105,4111
2969,2005234,104,4136
2970,2040152,104,4109
2971,4020136,104,4136
2972,6104069,114,5216
2974,2041107,106,5504
2976,2068112,108,4110
2977,4025199,105,4111
2978,1017371,108,4110
2979,7023271,104,4109
2980,1057016,106,4125
2984,6092122,108,4110
2986,2087150,106,4107
2987,5007009,102,4109
2988,4046183,109,4107
2989,2018068,107,4125
2990,1033073,110,5227
2992,5037085,113,4117
2993,4067035,116,4111
2994,1061109,102,4128
2995,5047204,116,4111
2996,1006220,111,4111
2997,4056051,108,4110
2998,1006076,116,5223
2999,6024304,107,4125
3000,1051151,102,4128
3002,1003207,111,4111
3003,1028172,116,4111
3007,5041252,109,4107
3009,3005171,116,4125
3012,1087123,106,5504
3015,5063106,109,4107
3016,7006097,116,4111
3017,6070087,109,4107
3018,6007029,107,4125
3019,7013124,107,4125
3020,5008127,106,4107
3021,6126022,113,4111
3026,1013142,110,5227
3027,6030105,114,5216
3028,2073131,109,4107
3029,1082173,102,4128
3031,1093065,110,5227
3032,1060518,102,4128
3034,7022143,104,4136
3035,2075248,104,4109
3038,6100082,107,4125
3039,6117033,107,4111
3040,2041081,104,4109
3042,6110071,110,4109
3043,2085235,113,4107
3044,2003139,106,4107
3045,2088264,106,4170
3047,6124130,106,4101
3048,2048085,106,5504
3050,1060474,102,4128
3051,2008424,104,4136
3055,1050112,110,5210
3056,6095082,109,4101
3058,4057099,107,4125
3059,2013160,104,4105
3062,4004080,104,4109
3063,2004349,104,4109
3065,6034239,114,4114
3067,6112194,109,4101
3068,6073149,107,4125
3069,7023067,113,4111
3070,4007200,104,4136
3072,2005271,116,4125
3073,1014196,111,4111
3074,6125033,110,5233
