RANK,ROLL No,Inst Code,Branch Code
2224,1044111,105,4110
2225,2068109,116,4110
2227,5066096,116,4113
2228,6113109,110,4111
2229,2066236,109,4111
2230,6138021,105,4110
2231,2037182,116,4113
2232,1017102,102,4128
2233,2028148,102,5226
2234,2039095,103,4110
2236,1031116,113,5502
2237,7041180,113,5502
2238,5073072,106,4121
2239,7039253,102,4117
2240,1062169,106,4125
2241,2011363,106,4125
2242,2039060,116,4113
2243,6022090,107,4124
2244,2064064,106,4125
2246,6099114,110,4117
2247,1025011,110,5227
2248,1071248,102,5217
2249,2040090,116,4113
2250,1089039,102,4125
2251,1005250,104,4117
2252,1049218,117,4125
2253,2077187,115,4124
2254,1019076,110,4111
2255,5066164,106,4125
2256,6124118,110,4111
2257,7027135,116,4113
2258,7039223,106,4125
2259,7021012,106,4125
2260,1014114,102,4128
2261,2011702,104,5210
2262,1051281,110,4107
2264,5015033,102,4125
2266,4008106,116,4110
2267,3026169,104,5254
2268,5021344,104,5210
2269,7015548,116,4113
2270,1020135,116,4110
2271,2027136,113,4125
2272,6082188,110,4101
2273,1054227,113,5502
2274,6046290,114,4110
2275,2006149,116,4113
2276,6138121,101,4111
2277,4014110,109,4202
2279,1084269,102,4110
2280,6048096,109,4202
2281,1025123,116,4113
2283,6130102,112,4110
2284,4007082,105,4111
2285,5054032,113,5502
2286,2077415,110,4125
2287,2050010,104,4112
2288,1079303,102,4125
2289,6050201,107,4125
2290,5006351,107,4125
2292,6046230,114,4110
2293,2079208,113,5502
2294,2036135,102,4109
2295,4008405,112,4110
2296,2028251,103,4110
2297,6120044,116,4110
2298,2073226,113,5502
2299,6098114,110,4107
2300,1017185,102,5226
2301,1053143,102,4125
2302,6133302,116,4110
2303,7023130,106,5239
2304,1004034,111,4110
2305,2081076,113,4125
2306,4037236,102,4109
2307,1052204,112,4110
2308,2022035,116,4113
2309,1003304,106,4107
2310,2080084,110,4111
2311,2072305,110,4125
2312,5063126,112,4110
2313,5071118,106,4107
2314,2054260,109,4202
2315,6070079,110,4107
2316,4017204,109,4125
2317,1088086,102,5226
2318,2020144,116,4110
2319,2056261,110,4125
2320,1003236,116,4110
2321,2023040,116,4110
2322,6043263,101,5216
2323,1006171,113,4125
2324,3026184,116,4110
2325,2015124,116,4113
2326,7022059,112,4110
2327,7015361,103,4110
2328,3036124,112,4110
2329,1091098,102,4125
2330,2031060,102,5217
2331,1019012,109,4111
2332,7017111,113,4125
2333,5008131,110,4125
2334,7022095,112,4110
2335,5008083,114,4110
2336,1085064,104,5216
2337,5070080,116,4113
2338,7022042,113,4125
2340,2064163,104,4112
2341,4001096,116,4113
2342,6145229,110,4111
2344,6052298,107,4118
2345,1031228,111,4111
2346,2070073,112,4110
2347,2077687,109,4202
2348,2076132,102,4109
2350,2044088,116,4113
2351,4039159,109,4107
2352,6142171,116,4113
2353,2062014,102,4117
2354,3035115,109,4125
2355,7044125,104,4109
2356,1015183,113,4125
2357,1089114,102,4109
2358,7027128,112,4110
2359,6068127,103,4187
2360,1025239,110,4117
2361,5034128,106,5239
2362,1069094,107,4125
2363,2012681,104,4109
2364,2002145,101,5216
2365,2012825,104,4109
2366,6073109,110,4111
2367,4011217,110,4117
2368,1052108,102,4109
2369,1077229,113,4125
2370,1030101,110,4107
2371,6126219,107,4118
2372,2020044,112,4110
2373,7030090,109,4202
2374,4005139,116,4113
2375,2065156,106,5239
2376,2069159,116,4113
2377,2010018,104,4107
2378,1079091,102,5226
2379,7022235,109,4202
2380,2038089,115,4124
2381,2032107,104,4136
2383,1089111,110,5227
2384,2037059,109,4202
2385,1047068,113,4125
2386,2027324,103,4110
2387,6033060,104,4110
2388,4047178,116,4110
2389,1014015,104,4107
2390,5021379,117,4124
2391,4039152,104,4110
2392,2032651,113,4125
2394,2021233,102,4128
2395,2011236,104,4136
2396,6011175,107,4118
2397,5024052,114,4110
2398,1026201,112,4110
2399,2033165,104,4117
2400,6041164,116,4111
2401,2011437,112,4110
2402,6146175,112,4110
2403,4018175,116,4111
2404,2032190,113,4125
2405,5062002,106,4115
2406,2048383,102,4109
2407,4065186,117,4116
2409,6129221,116,4113
2410,4036176,113,4125
2411,2012481,104,4105
2412,1077191,113,4125
2413,1085205,102,4107
2414,4002141,113,4125
2415,4038144,116,4111
2416,2071329,110,4125
2417,2008294,104,4117
2418,5031205,106,4101
2420,1086196,110,4107
2421,1030028,102,4107
2422,7003147,113,4125
2423,6114228,112,4110
2424,6128240,106,4115
2425,6141056,106,4110
2426,4009219,109,4203
2427,1022099,110,4107
2429,3024116,102,4125
2431,1088118,110,4117
2432,7047266,116,4111
2433,7012001,104,5216
2434,6031074,106,4115
2435,6128067,107,4110
2436,6146166,110,4111
2437,6135037,107,4111
2438,6031264,110,4125
2439,1025086,110,4107
2440,1040133,117,4117
2441,4011130,102,4109
2442,7038261,104,5210
2443,1005008,106,4115
2444,1041184,106,5239
2446,5041172,106,4125
2447,3033045,112,4110
2448,1046106,110,4107
2449,1079115,106,5239
2450,2053007,109,4111
2451,6124100,114,4110
2452,5035114,102,4109
2453,7009043,113,4125
2455,4002104,114,4110
2456,5003420,102,4110
2457,1075137,108,4110
2458,6030179,110,4117
2459,2031069,113,4125
2460,1046172,104,4136
2461,2057083,102,4109
2462,1081156,114,4110
2463,2071268,109,4202
2464,2011014,104,4124
2465,1091093,106,5239
2466,6061141,112,4110
2467,2028181,102,4109
2468,2048080,113,4125
2469,1018161,113,4125
2470,1090277,102,4109
2471,2055077,116,4111
2472,2055155,104,4109
2473,7014410,116,4111
2474,3023060,102,4109
2475,6140264,117,4116
2476,6014047,117,4125
2477,2061321,113,4125
2478,1019090,113,4125
2479,4015194,102,4109
2480,2067108,116,4111
2481,2010092,116,4111
2482,2015102,104,4117
2483,5077080,113,4125
2484,6124219,107,4185
2485,1026212,116,4111
2486,6120107,106,4115
2487,1071184,102,5217
2490,4011365,103,4110
2491,3027047,106,5239
2492,7037176,113,4125
2493,4038002,116,4110
2494,3028157,116,4110
2495,1074101,119,4110
2496,6115161,116,4110
2497,6020153,102,4101
2498,4033012,116,4110
2499,2043029,105,4110
2500,3009028,104,4109
2501,6066064,110,5227
2502,7037049,113,4125
2503,2007098,114,4110
2504,6126145,104,4109
2505,2043445,113,4125
2506,6118123,114,4110
2507,4015297,103,4110
2508,7021220,102,4109
2509,2031140,116,4111
2510,2069207,102,4110
2511,1022120,106,5239
2512,2011091,104,4105
2513,1053149,102,4109
2515,1015091,106,5239
2516,2072169,104,5254
2517,4009281,102,4125
2518,1076262,102,5226
2519,5023291,104,4136
2520,2057098,117,4125
2521,2038113,114,4110
2522,2056331,102,4109
2523,4004195,112,4110
2524,6119100,114,4110
2525,1086167,117,4125
2526,5069136,114,4110
2527,7004208,110,4117
2528,1056103,109,4204
2529,7038333,104,5254
2530,4006242,116,4110
2531,6030278,106,4125
2532,6043292,114,4110
2533,2042231,103,4110
2534,1057077,104,4117
2535,4012319,102,4101
2536,4013303,116,4111
2537,7015412,103,4110
2538,5005081,117,4124
2539,6096221,113,4125
2540,6123133,102,4125
2541,7005109,104,4136
2542,7005164,104,4109
2543,5015074,106,5239
2544,4039384,116,4110
2545,6116299,109,4125
2546,6105073,115,4124
2547,2071316,102,4101
2548,1053138,102,4128
2549,1053078,110,5602
2550,1052092,102,4128
2551,1032119,107,4185
2552,6129235,106,5239
2553,2062052,102,4109
2554,2076057,102,4109
2555,4016165,102,4128
2556,2075119,106,4115
2557,4014123,102,5217
2558,1028179,110,5201
2559,6050037,106,4111
2560,1030127,104,4110
2561,2085009,117,4124
2562,5066001,106,5506
2563,1077083,112,4110
2564,4006140,103,4110
2565,5006250,107,4111
2566,2082070,109,4107
2567,2057059,106,5239
2568,1075194,112,4110
2569,1082230,110,4117
2570,1027152,110,4107
2571,1043280,102,4109
2572,6025109,106,4115
2573,2058144,113,4125
2575,6117150,107,4118
2576,4042177,109,4107
2577,6121227,106,4115
2578,6047365,106,4115
2579,2012890,113,4125
2580,7003207,103,4110
2581,1028232,110,4107
2582,2032170,116,4111
2583,6047057,106,5506
2585,5079095,115,4124
2586,4032180,116,4111
2587,2016088,104,4117
2588,1027138,113,4117
2589,4010265,116,4113
2590,2038092,104,4136
2591,6158095,102,5217
2592,7023124,104,4109
2593,2086155,104,4109
2594,3028116,117,4124
2595,5034003,105,4110
2596,7038253,104,4109
2597,6104051,110,5227
2598,5003069,106,4111
2600,2004302,112,4110
2601,2018185,116,4111
2603,6117203,103,4110
2604,6136037,107,4111
2605,2072079,109,4107
2606,2060116,102,5226
2607,1065044,109,4111
2608,4003130,102,4128
2609,6133165,114,4110
2610,4063048,109,4111
2613,6151121,106,4115
2614,2075230,109,4203
2616,2032149,106,4115
2617,2011602,112,4110
2618,1055114,102,4109
2619,1017121,102,4109
2620,1028266,102,4109
2621,6144104,109,4204
2622,1055143,113,4125
2623,5041166,106,5239
2624,7008392,116,4111
2626,1018062,109,4107
2627,2020042,103,4110
2628,4030072,114,4110
2629,2084234,102,4125
2630,6125158,116,4111
2631,2037344,110,4107
2632,1055249,110,4107
2633,6030274,107,4111
2634,2039012,102,4101
2635,3037101,104,4125
2636,4006043,102,4125
2637,6148064,109,4111
2638,2064030,109,4111
2640,6013014,105,4110
2641,7034209,104,4136
2643,7047316,102,4109
2644,1069421,116,4110
2645,5041096,114,4110
2646,5017144,110,4107
2647,1052030,109,4203
2649,3026035,114,4110
2650,4043239,103,4110
2652,1081013,117,4124
2653,4011108,109,4107
2654,2076099,113,4125
2655,2054603,116,4110
2656,5048109,116,4110
2657,2039185,104,4110
2658,1056022,102,4125
2659,4049070,109,4107
2660,7015363,104,5210
2661,2063159,114,4110
2662,2070539,102,4109
2663,6130175,107,4125
2665,6125041,107,4111
2667,1022265,107,4185
2668,1026132,110,4107
2669,5035101,106,5239
2670,6114174,113,4117
2671,6144021,109,4110
2672,6145099,110,4107
2673,1003288,111,4111
2674,6120122,107,4118
2675,7017392,115,4110
2676,6155273,107,4118
2677,2066243,102,4202
2678,4001099,114,4110
2679,5005288,110,4125
2680,6105099,102,4125
2681,1080096,117,4125
2682,1054093,102,4109
2683,1079231,102,4125
2684,6126096,108,4110
2685,1014151,102,4128
2688,1080159,110,5227
2689,4004012,102,4117
2690,4047079,104,4117
2691,2011444,113,4125
2692,4029049,104,4112
2693,4034209,103,4110
2694,6133163,101,5216
2695,7014150,102,4128
2696,1084162,102,4128
2697,7033143,109,4111
2698,2006077,104,4136
2699,2055146,104,5210
2700,6062111,114,4110
2701,6030296,110,4109
2702,2064332,109,4111
2703,2068211,102,5217
2704,4066041,117,4125
2705,6114285,106,5239
2706,5055061,104,4136
2707,2020094,104,4109
2708,2083352,102,4125
2709,4014154,102,4109
2710,2042218,104,4136
2711,2081158,116,4111
2712,3022088,112,4110
2713,3035088,114,4110
2714,4025076,113,4125
2716,6047037,109,4110
2717,2013185,104,4136
2718,2032393,113,4125
2719,2050055,114,4110
2720,6025232,113,4125
2721,6041048,110,4125
2722,1074007,102,4107
2723,1005219,105,4110
2724,6148027,109,4203
2726,5046117,106,4170
2727,5066097,106,4107
2728,3022044,114,4110
2729,2038002,102,4107
2730,3023231,114,4110
2731,4001175,102,4109
2732,1021076,113,4125
2733,6143145,107,4118
2734,7024207,113,4125
2735,2047012,113,4114
2736,6116107,101,4114
2737,2056159,102,4109
2738,1086129,110,4107
2740,4036028,117,4110
2742,2020103,104,4111
2743,7008102,113,4125
2744,1087183,111,4111
2745,7021274,115,4124
2746,4033119,116,4111
2747,2032684,105,4110
2748,2065310,113,4125
2749,6041242,121,4110
2750,1019047,108,4110
2751,1006358,110,4107
2752,2012059,104,4107
2753,7046326,113,4125
2754,4010338,108,4110
2755,5068120,114,4114
2756,7031367,102,4109
2757,4017220,116,4111
2758,6117182,117,4125
2759,2061107,102,4109
2760,5023127,109,4107
2761,2037084,104,4117
2762,2012227,104,4136
2763,2081160,102,4111
2764,6101100,110,4110
2765,2084212,108,4110
2766,3019271,104,4125
2767,4037187,116,5216
2768,4016156,102,5217
2770,6034178,114,4110
2771,2050335,105,4110
2773,2011522,104,4109
2774,1003343,113,4125
2775,7019157,116,4111
2776,2004309,102,4109
2777,4006029,116,5216
2779,6095185,110,4107
2780,7021170,117,4125
2781,4023143,109,4203
2782,2058157,102,4109
2783,7023268,110,5227
2785,4048121,104,5210
2786,1064111,116,4111
2787,4010157,117,4125
2788,5017099,108,4110
2789,6121152,109,4101
2790,1091108,117,4125
2791,1006089,110,4101
2792,2084410,109,4111
2793,6140080,105,4110
2794,4002096,106,5239
2795,6030154,102,5217
2796,6171128,123,4110
2797,5031157,117,4124
2798,2032091,104,5210
2799,2061152,108,4110
2800,7036078,116,4111
2801,1056143,111,4111
2802,1006132,111,4111
2803,2043028,105,4110
2804,7017378,114,4110
2805,6129206,105,4110
2806,7032068,104,4109
2807,3032061,104,4110
2809,4012422,102,4128
2810,1039110,109,4101
2811,7014145,114,4110
2813,5003289,110,4125
2814,6095103,106,5239
2815,6108079,106,4170
2816,1022264,107,4125
2817,1049124,108,4110
2818,4009268,105,4111
2819,3022095,114,4110
2820,4039468,117,4124
2821,6034461,101,4114
2822,7026148,104,4136
2823,6129191,106,4115
2824,6124102,117,4124
2825,6099144,110,4107
2826,1069244,106,4115
2827,2027322,109,4111
2829,2023063,108,4110
2830,6113218,114,4110
2831,6009023,106,4115
2832,3026122,109,4101
2833,6119180,105,4110
2834,5022101,117,4125
2835,2016041,104,4136
2836,2088150,108,4110
2837,2067555,104,4112
2839,6009207,110,4125
2840,2068291,109,4107
2841,2046204,104,5210
2842,4008124,117,4125
2843,4029143,102,4110
2844,1006170,109,4107
2845,6070089,117,4124
2846,6113001,102,4101
2847,6116025,106,5225
2848,1055195,102,4128
2849,2012837,104,4117
2850,7046312,104,5210
2851,2068023,109,4111
2852,6119235,106,4115
2853,2010099,103,4110
2854,7023317,106,5239
2855,6132184,106,5239
2856,2009124,114,4110
2857,1054146,110,4107
2857,4017138,116,4113
2859,5005360,106,5506
2860,4039011,109,4203
2861,2066226,105,4111
2862,1003078,106,4107
2863,6024181,121,4110
2864,4062153,110,5227
2865,2066290,108,4110
2866,1003250,104,5210
2867,2054443,109,4111
2868,7019236,108,4110
2869,6144186,105,4110
2870,7028002,113,4114
2872,2087188,116,4113
2873,5040085,106,4107
2874,7018383,108,4110
2875,7003050,104,4125
2876,2072346,108,4110
2877,5030031,114,4110
2878,7035046,117,4124
2879,1091035,111,4110
2880,7020037,102,4109
2881,3047099,106,4111
2882,4007116,111,4111
2883,2077210,102,4109
2884,1053074,109,4101
2885,1081146,104,4107
2886,2057205,104,4109
2887,6120033,109,4203
2888,6013049,116,4111
2889,7017449,116,4111
2890,6060071,106,4115
2891,7001067,109,4111
2892,4016378,105,4110
2893,7030104,104,4112
2894,2074171,104,4109
2895,6117136,105,4111
2897,7016121,114,5305
2898,2082239,105,4110
2899,4037200,109,4107
2900,2067062,109,4111
2901,2053001,102,4107
2902,5074182,106,4121
2903,2065249,113,4114
2904,2078009,109,4111
2905,1056018,102,4125
2907,2082001,109,4111
2909,6100112,110,5227
2910,6117237,106,4111
2911,1055096,109,4101
2912,4014329,102,4109
2913,5007019,109,4110
2914,7004109,116,4111
2916,5022393,109,4203
2917,6062217,102,4128
2918,2062233,110,4101
2920,1074085,102,4128
2922,6133183,104,4136
2923,6138201,107,4125
2924,5042092,117,4125
2925,1073215,102,5217
2926,4038177,109,4107
2927,4052137,109,4107
2928,4064114,108,4110
2929,1006005,116,5216
2930,6098181,117,4125
2931,1015104,117,4125
2932,5032170,116,4111
2933,1005287,108,4110
2934,4061167,116,4113
2935,2073152,114,4110
2936,6032071,110,4107
2937,2017228,104,4109
2939,2041012,116,5254
2940,4041107,116,5216
2941,1031231,110,4101
2942,4057227,105,4110
2943,5005464,106,5225
2944,2026191,108,4110
2945,6100076,105,4111
2946,6113160,113,4114
2947,1053301,121,4110
2948,2056069,102,4109
2949,4043223,109,4107
2950,2036217,113,4125
2951,6015007,101,4110
2952,4029045,117,4125
2953,7035063,116,4113
2954,1089097,102,4125
2955,2058108,104,4109
2956,6012046,102,4125
2958,1065001,102,4110
2959,2087215,106,5504
2960,2026200,108,4110
2961,5042225,110,4107
2962,5028254,106,4107
2963,2056356,102,4128
2964,2032675,108,4110
2965,5008074,102,4109
2966,5050075,117,4125
2967,2032218,102,4128
2968,4010398,116,5216
2969,4036154,109,4107
2970,7026065,109,4101
2972,4064050,116,5216
2973,6031239,108,4110
2974,7045029,109,4111
2975,7014215,109,4111
2976,7013075,107,4125
2977,6134145,116,4111
2978,6068083,110,4107
2979,2032467,104,4109
2980,6046283,110,5201
2981,5006273,106,4111
2982,1057143,102,4128
2983,6138237,106,4111
2984,2065061,115,4124
2985,5065107,106,4107
2986,1075084,113,4117
2987,5022103,102,4128
2988,4007142,117,4125
2989,6125205,121,4110
2990,4010208,102,4125
2991,2048038,116,4111
2992,6134175,108,4110
2993,2061187,102,4109
2994,1087095,105,4111
2995,4014210,104,4136
2996,6069079,110,5227
2997,1085198,110,5227
2998,1018078,108,4110
3001,5005109,106,5239
3002,4057054,109,4101
3003,6049252,102,5217
3004,5041079,116,4111
3005,4005096,102,4109
3006,2005407,104,5210
3008,6097197,110,4101
3009,6123111,110,5227
3010,6148197,117,4124
3012,2076195,114,4114
3013,4036085,108,4110
3014,1005144,110,4107
3015,6034144,113,4125
3016,4002137,102,4109
3017,1011107,106,4170
3018,6119258,105,4110
3019,2039269,102,4125
3021,2047080,104,4109
3022,7015237,109,4107
3023,2005099,104,4109
3024,2020075,108,4110
3025,2019086,102,5217
3026,2043486,116,4111
3027,1063092,107,4125
3028,4059154,109,4107
3029,1088073,102,5217
3030,2081494,108,4110
3031,6096149,104,4105
3033,6043482,101,4114
3034,2063271,109,4107
3035,1091161,117,4125
3036,4019222,109,4101
3037,1030118,110,4107
3038,6039093,114,4110
3039,6142206,108,4110
3040,1082106,113,4117
3041,7003206,119,4110
3042,6100191,110,4107
3043,4061060,113,4117
3046,7004226,108,4110
3047,6017049,107,4118
3048,1082158,102,4128
3049,5025068,109,4107
3050,1076173,102,4128
3051,7005098,104,4109
3052,1057231,104,5210
3053,1084141,116,4113
3054,6137173,108,4110
3055,2042223,111,4111
3056,2053076,109,4107
3057,7003111,110,4107
3058,5065245,106,4170
3059,6082105,110,4101
3060,1002051,102,4128
3061,4036235,109,4107
3062,6106098,110,5227
3063,6146243,108,4110
3064,7039118,109,4107
3066,6022078,106,4111
3067,2086128,104,4110
3068,3032141,105,4111
3070,6030202,110,4107
3071,7015204,104,5210
3072,1086236,105,4111
3073,6110354,110,4125
3074,1001042,102,4125
3075,1051320,102,4125
3076,4013141,104,5210
3077,2051258,116,4113
3079,7002058,113,4114
3080,5028111,116,5223
3081,6123264,104,4110
3082,7042126,104,4109
3083,1023170,121,4110
3084,1056307,117,4125
3085,1003327,102,4109
3086,6063027,110,4125
3087,3033151,109,4111
3089,2011425,115,4124
3090,4011280,104,4136
3091,1013105,108,4110
3092,6113148,105,4110
3093,2075221,116,4113
3094,6145027,113,4114
3095,6123088,105,4110
3096,7036075,111,4111
3099,2063052,105,4111
3100,2014041,104,4136
3101,2081243,117,4125
3102,2041297,104,4136
3103,4032050,106,5239
3104,6103090,110,5227
3105,7036228,104,4107
3106,2076238,104,4112
3107,2075085,102,4128
3108,5058020,106,4107
3109,1023024,113,4114
3110,7010109,108,4110
3111,2032101,104,5210
3114,7018191,121,4110
3115,2032102,109,4107
3116,6141299,121,4110
3118,1018057,109,4204
3119,6101081,110,4101
3120,6033070,104,4107
3121,2063087,114,5305
3122,2070177,102,4125
3123,2054377,109,4203
3124,1021092,117,4125
3125,1010054,110,4101
3128,4056166,108,4110
3129,1019136,109,4107
3130,5075149,116,5216
3131,2041280,116,5216
3132,4022005,102,4125
3133,2048070,104,4109
3134,4004134,115,4110
3136,7005224,117,4125
3137,6014082,101,4114
3138,2071309,104,4112
3139,4066069,116,5223
3140,4009171,104,4109
3141,2042336,111,4111
3143,2062387,109,4111
3144,7010056,109,4111
3146,6068088,110,4101
3147,6047063,109,4110
3148,6121140,106,5225
3150,5077117,106,4170
3151,2073090,104,4109
3153,5065177,109,4101
3154,2041122,106,5239
3155,4056092,109,4107
3156,1062097,117,4125
3157,2085082,102,4128
3158,4041170,110,4107
3159,7033139,104,4109
3161,6121027,117,4114
3162,7042145,104,4112
3163,3017115,116,5254
3164,2070155,117,4124
3165,6030252,113,4114
3166,1081113,104,4110
3167,4048076,105,4111
3168,1054138,102,4128
3169,7004245,104,4136
3170,6043391,102,4125
3171,2070569,104,4109
3172,1017274,119,4110
3173,6138180,110,4101
3175,7015289,116,4113
3176,1017106,110,4101
3177,4023052,116,4125
3178,2087122,105,4111
3179,7031292,104,4117
3180,6120174,114,4110
3181,5011001,110,4117
3182,6049027,111,4110
3183,2031089,102,4125
3184,1031171,121,4110
3185,4009253,102,4128
3186,1006066,123,4110
3187,1091300,121,4110
3188,1013055,110,4117
3189,7013213,114,4111
3191,6093069,110,5227
3192,6009176,106,4111
3193,3038097,104,4109
3194,5023321,116,4111
3195,2064105,104,4136
3196,1091155,102,4125
3197,4012114,102,4128
3198,6131148,110,4110
3199,1025014,117,4114
3200,4053146,103,4187
3201,1057389,114,4110
3202,1075129,102,4128
3203,1090322,109,4111
3204,2042348,117,4125
3205,2013169,104,4136
3206,2064293,116,5223
3207,7042149,116,5223
3208,2061537,104,4112
3209,4018097,117,4125
3210,4014214,104,4109
3211,6144164,113,4114
3212,6040082,101,4110
3213,2030068,109,4101
3214,2041011,106,4111
3215,6118009,104,4124
3216,2048036,108,4110
3217,2049067,102,4128
3218,1010065,102,4128
3219,6135102,113,4114
3220,5006153,102,4125
3221,6098078,110,5227
3222,6117281,107,4124
3224,2031057,104,4136
3226,4013254,104,4136
3227,6014053,107,4117
3228,6102075,110,5602
3229,6013054,110,5227
3230,6097113,117,4125
3231,2038116,104,4105
3232,2073064,117,4124
3233,3031050,104,5210
3234,1053072,104,4109
3235,1056096,108,4111
3236,2078074,121,4110
3237,1001022,107,4125
3238,7015092,106,4107
3239,6053182,119,4110
3240,5025127,117,4124
3241,5039185,104,4110
3243,1047172,104,4110
3244,2067188,109,4111
3245,2083158,106,4111
3248,2054236,106,4170
3249,5017119,104,4136
3250,2061219,104,4109
3251,6158121,110,4109
3252,6032070,106,4170
3253,2078078,104,4136
3254,7022040,105,4111
3255,6154155,105,4111
3256,1089087,110,5227
3258,1054149,102,4128
3259,1061141,111,4125
3260,6128176,109,4204
3261,4014368,102,4128
3262,6032077,106,4170
3263,2084363,102,4125
3266,7014412,102,4128
3267,5008126,106,4111
3268,6107168,109,4111
3269,4024053,121,4110
3270,6114118,101,4114
3271,2053070,102,4128
3272,6157116,114,5305
3273,2085204,114,5305
3274,4012395,113,4114
3275,2054066,102,4111
3276,1090180,110,4107
3277,6118155,104,5216
3278,1077150,110,4101
3279,6118117,108,4110
3280,6025267,110,4125
3281,4030149,106,4107
3282,3030059,114,5305
3283,1057253,109,4111
3284,6123147,117,4125
3285,6105154,110,4117
3286,2076112,108,4110
3287,2033094,109,4101
3288,6138020,107,4111
3289,2011469,109,4101
3290,2072275,113,4114
3291,4053008,104,4125
3293,3022053,115,4124
3294,5076060,109,4101
3295,6128175,111,4111
3296,7029098,111,4111
3297,1006178,111,4125
3298,2088132,109,4111
3299,5032089,111,4111
3300,6142167,109,4111
3301,3024050,114,5305
3303,7017030,115,4110
3304,6104053,105,4111
3305,3036149,114,4114
3306,2039234,109,4107
3307,6047244,104,4125
3308,6118109,110,4107
3309,1077071,102,4128
3310,2012258,113,4107
3312,6140040,110,4125
3313,5003486,107,4125
3314,1004216,111,4125
3316,1006076,107,4125
3317,4006006,102,4125
3318,7025044,116,5223
3319,4063123,104,4109
3320,1079107,110,5227
3321,3025094,109,4111
3323,7047147,104,4109
3324,7021185,105,4111
3326,2012401,109,4101
3327,7014234,102,5226
3328,6138162,106,5506
3329,6118398,106,4107
3330,2037353,109,4111
3331,7017382,102,4128
3332,2012827,104,4109
3333,7001135,109,4107
3334,2012318,116,4125
3335,2062061,116,4111
3336,2084359,104,4125
3338,7008304,117,4125
3339,4013327,104,4105
3340,7045319,119,4110
3341,6075092,106,4111
3342,6094069,110,4117
3343,1018173,110,5201
3344,5039220,106,4107
3346,1048225,105,4111
3347,6046134,121,4110
3348,3030120,102,4128
3349,1080324,106,4101
3350,4050110,109,4111
3351,7017456,104,4109
3352,7047097,113,4117
3353,4062150,104,4112
3354,7022266,102,4128
3355,5021223,113,4117
3356,6044225,121,4110
3357,2015067,103,4187
3358,2007160,117,4125
3359,2086139,117,4125
3360,7004193,103,4187
3362,1021070,119,4110
3363,6099274,110,4125
3364,4013214,109,4107
3365,2084309,116,4111
3366,2061155,101,4110
3367,6128110,121,4110
3368,5020061,105,4111
3369,2049111,104,4125
3371,6105189,110,4125
3372,6024191,107,4125
3373,6050022,106,5225
3374,7022017,113,4117
3375,2058100,116,5223
3377,6125234,107,4125
3378,2032704,109,4203
3379,6120026,107,4118
3380,2002117,105,4111
3381,7046143,106,4107
3382,4061116,109,4111
3383,1053348,117,4125
3384,2059025,104,4125
3386,1083215,114,5305
3387,7006255,104,4105
3388,6086042,110,4125
3389,2066225,106,4107
3390,4035020,109,4125
3391,1066265,117,4125
3392,4006130,102,520E
3393,1018090,111,4125
3394,2056350,104,4107
3395,7040075,109,4109
3396,1034119,109,4107
3397,4021057,109,4109
3398,2018047,114,4114
3399,4011316,104,4109
3400,7023146,117,4125
3402,6145213,109,4111
3403,2054541,104,4112
3404,4035152,113,4114
3405,2058090,110,5227
3406,6051124,106,4101
3407,1081103,110,4127
3408,6053007,106,5225
3410,2087128,111,4110
3411,6125107,107,4125
3413,6128171,106,5225
3414,6015054,101,4114
3415,1054116,102,4117
3417,4012152,117,4125
3418,2071111,109,4107
3419,1077305,109,4111
3420,7014192,113,5502
3421,1024118,116,4111
3422,4053139,109,4101
3423,2040051,104,4109
3424,3035135,116,4111
3425,5063148,106,4107
3428,2080165,104,4125
3429,2049077,104,4109
3430,2069424,109,4107
3433,2061064,113,4109
3434,4049123,111,4125
3435,6129230,107,4107
3439,7031187,113,4114
3440,2087251,105,4111
3441,2009122,109,4101
3442,7017206,108,4110
3443,6170023,106,4111
3444,2062166,109,4111
3445,5008006,106,5216
3446,2006347,110,5227
3447,2035131,106,4107
3449,2053199,105,4111
3450,7017139,104,4105
3452,2078235,113,4114
3453,1088252,116,4111
3454,2043258,116,4125
3456,1023219,101,4114
3457,6030277,113,4114
3458,2077610,109,4109
3459,3024182,104,4112
3460,4012149,109,4111
3461,2033087,106,4107
3462,2039096,109,4109
3463,6130117,116,4111
3465,6021096,110,4110
3466,1044087,101,4114
3467,7010133,114,5305
3468,6109230,121,4110
3469,1046061,104,4110
3470,4013014,106,5506
3471,3033156,109,4109
3472,5041174,106,4101
3474,1047135,116,4125
3475,3033052,106,4107
3476,7010155,107,4117
3479,2040251,117,4125
3480,4002026,102,4107
3481,5027136,106,4107
3482,2072223,106,4107
3483,2062104,104,5210
3484,2012183,104,4105
3485,3024058,106,4107
3486,3022190,106,4170
3487,1090348,119,4124
3488,2019150,116,4125
3490,7015384,105,4111
3491,2057097,104,5210
3492,7030059,116,4125
3493,1021046,106,4107
3494,1013141,121,4110
3495,2050038,101,4114
3496,4001136,109,4109
3497,1014179,109,4101
3498,2030010,102,4125
3499,2085068,105,4111
3499,3031149,109,4109
3501,3037061,102,4128
3503,2044002,113,4111
3504,6150229,101,4114
3506,3016062,106,4107
3507,2078080,113,4107
3508,6124179,101,4114
3509,4042055,112,4144
3511,2070008,102,4125
3512,6119018,107,4110
3513,2068166,102,520E
3514,1016113,109,4123
3515,5030166,106,4107
3516,2043172,106,4107
