RANK,ROLL No,Inst Code,Branch Code
6499,7020050,112,4125
6500,5009083,118,4110
6501,5067231,103,4110
6502,4060045,116,4109
6503,6148200,110,4110
6505,2050418,106,4102
6506,2034202,104,4139
6508,7015147,105,4109
6509,1053359,123,4111
6510,4035211,113,4110
6511,2069460,108,4111
6512,2021003,102,4128
6513,2060007,113,4107
6514,5030033,102,4128
6515,6138147,103,4110
6516,4009289,114,4125
6517,6144005,101,5216
6519,2061259,106,5239
6520,1085221,102,4109
6521,6076142,110,4107
6523,4015025,113,4111
6524,2055203,116,4126
6525,2087057,104,4109
6526,5040144,116,4109
6529,1010033,113,4125
6530,2007432,115,4125
6531,1055186,110,5207
6532,6064004,109,4101
6533,3019235,116,4111
6535,1022290,102,4101
6536,2057187,116,4109
6537,2027247,116,4109
6538,1051040,108,4110
6541,1044122,114,4125
6544,4033064,114,4125
6546,6149102,116,4109
6547,6130107,121,4111
6548,4043151,119,4111
6549,7010126,104,4139
6550,4060057,114,4125
6552,2055245,116,4109
6553,7024060,110,5207
6554,5069063,106,4130
6555,6030207,114,4125
6558,6129182,117,4125
6559,2061145,114,4125
6560,7030009,113,4125
6562,2065136,114,4125
6563,4033184,112,4125
6564,6149147,103,4110
6565,2083265,104,4109
6566,4054017,116,4111
6567,6049289,114,4125
6568,2005055,116,4107
6569,5005254,114,4125
6571,2026109,116,4107
6572,5008004,104,4111
6574,1078032,102,4128
6576,7040086,109,4201
6577,6085129,107,4125
6578,1028037,110,4109
6580,1044120,103,4125
6581,7016088,103,4125
6584,2087069,102,4111
6585,5066333,116,4109
6586,1076226,106,4121
6587,6030248,121,4111
6588,1031003,113,4125
6590,6039091,113,4110
6591,5039332,101,5284
6592,5080077,114,4134
6593,3027134,103,4110
6594,3024087,116,4109
6595,6165035,107,4125
6596,4045140,109,4201
6598,1052147,111,4107
6600,1005319,116,4109
6601,5073062,106,5101
6602,7018021,113,4125
6604,5003427,116,4111
6607,2012293,113,4127
6609,4050186,114,4125
6610,2055151,116,4111
6611,2078096,114,4125
6612,1054162,111,4107
6613,7018199,103,4110
6614,4013128,114,4125
6615,2069087,113,4125
6616,2062548,116,4111
6618,6113110,110,4132
6619,6044388,101,4114
6620,2054083,106,4121
6621,2033019,104,4136
6622,6095043,110,5207
6623,2073230,114,4134
6624,4057111,102,4107
6626,6091014,110,5227
6628,1052137,121,4111
6629,3031052,102,4107
6630,2074108,102,4202
6632,2028202,103,4110
6634,2011624,105,4109
6635,3019181,103,4110
6636,6123182,101,4125
6637,6020176,116,4111
6638,2009047,103,4125
6640,7033130,115,4125
6642,2055052,102,4202
6644,4046021,103,4187
6645,4027107,116,4111
6646,2072293,121,4111
6647,2011254,123,4111
6648,2077168,111,4107
6649,3031047,113,4104
6651,7046270,113,4127
6652,5046099,106,4130
6653,3015107,104,4109
6654,2061248,106,5247
6655,7037072,111,4107
6656,7017320,109,4205
6657,3003322,112,4125
6658,6070099,114,4125
6659,5024125,102,4101
6661,6068269,120,4111
6663,1015072,108,4125
6665,1030182,110,4107
6666,2016119,106,5507
6667,7046101,106,4130
6668,6149256,113,4110
6670,2034007,104,4105
6671,2074162,111,4107
6672,6148233,116,4111
6673,4003228,107,4125
6676,5017141,102,4109
6677,6040067,102,4109
6679,2067544,102,4109
6681,5023296,106,4130
6682,4026101,121,4111
6683,1022154,106,4121
6684,7001066,115,4111
6685,2087220,117,4108
6686,2077300,116,4109
6688,5039154,106,4130
6689,5034107,104,4107
6691,7005052,104,4136
6692,5006394,107,4125
6693,1087143,115,4125
6694,1085304,106,4133
6695,2043238,117,4125
6696,7033140,104,4107
6697,2062180,116,4109
6699,6124237,103,4110
6700,2063119,122,4110
6701,6093068,110,4117
6702,2061068,110,5207
6703,6074103,115,4125
6704,4006083,110,4127
6705,6014149,114,4125
6706,4040150,114,4125
6707,1088072,106,5243
6708,3032111,104,4107
6709,2084260,106,5239
6710,6131179,121,4111
6714,5030125,101,4114
6715,4012195,118,4110
6716,2069354,106,5239
6717,5024157,114,4125
6718,4040110,116,4111
6719,7038105,122,4110
6720,2008422,104,4107
6722,2062536,102,4109
6724,4029215,101,4125
6725,3026143,106,4130
6726,2029171,117,4109
6727,2012369,114,4134
6729,1020059,111,4109
6730,7046145,108,4125
6731,2032264,115,4125
6732,6111123,117,4125
6733,5060092,106,4107
6734,1052152,123,4111
6735,2067001,103,4187
6736,2067093,115,4125
6737,7033102,108,4110
6739,7035133,114,4125
6740,7028062,114,4125
6741,7003205,104,4111
6744,2068010,116,5223
6745,4033186,116,4109
6746,3023058,112,4125
6747,6099067,121,4125
6748,2083269,116,4109
6750,4037077,109,4107
6751,2063404,116,4109
6754,5031096,116,4111
6757,2060011,104,4111
6758,4035233,115,4125
6760,2058089,117,4125
6761,4030092,116,4111
6762,5076063,106,4102
6763,5041161,114,4107
6765,5002285,110,4109
6766,2027104,102,4109
6767,6031275,119,4124
6769,6041247,106,4102
6774,2066078,108,4111
6775,3029108,108,4110
6776,1090128,119,4111
6777,5023241,108,4111
6778,6149007,117,4125
6779,4014125,109,4201
6781,6027011,107,4111
6782,3024033,104,4117
6783,4014248,116,4109
6784,4053144,112,4125
6787,1048118,106,5239
6788,4007111,116,4109
6789,7005367,115,4125
6790,1037080,117,4108
6794,2055107,106,4130
6795,2061540,102,4109
6796,6123210,116,4111
6797,1008022,111,4109
6798,7022029,110,5207
6799,2012149,115,4125
6800,2072083,103,4125
6803,7036067,116,4109
6806,4013423,108,4125
6807,6042241,107,4161
6809,2028136,115,4125
6811,3010181,107,4161
6812,7044002,106,4107
6813,6143163,107,4107
6814,4010192,108,4110
6816,6044428,107,4125
6817,6117029,107,4125
6818,2040229,104,4109
6820,2084285,104,4139
6821,1046007,111,4111
6822,4008121,105,4109
6823,2062094,116,4107
6824,6095112,121,4111
6825,5044193,106,4130
6826,1054108,108,4125
6827,6077090,107,4125
6828,6081228,120,4111
6829,2026070,115,4125
6830,4011238,109,4103
6832,7046280,116,4111
6833,2025080,106,5243
6834,2081429,102,4117
6835,1083013,117,4124
6836,6124251,106,4110
6837,4052308,116,4107
6838,7021028,115,4125
6839,6102001,110,4109
6840,5019324,116,4111
6843,1048069,107,4161
6844,1077048,101,4114
6845,4053250,103,4125
6846,3045081,106,5507
6847,7006065,108,4110
6848,3031082,102,4206
6851,6130019,110,4109
6853,4008192,106,4133
6854,2068097,112,4125
6855,2050076,108,4110
6856,1077284,116,4126
6858,1024189,114,5305
6859,1056009,110,4101
6860,4022096,114,4114
6863,5023227,106,4130
6865,2027145,109,4201
6866,5067079,112,4125
6868,1016110,108,4125
6870,3020130,116,4111
6871,2012798,106,4130
6872,2072325,106,5208
6874,5019237,106,5239
6876,2057145,103,4125
6877,1058094,104,4136
6878,2086205,103,4125
6881,1053360,106,5208
6882,4052079,102,4117
6883,6145102,108,4110
6884,4054185,106,5239
6885,2055094,116,4109
6886,6153169,110,5227
6888,4040155,109,4204
6890,5024073,114,4130
6892,4006195,117,4104
6893,6075060,110,4107
6895,2075220,116,4107
6896,4029096,103,4187
6899,4064085,101,4114
6901,1054324,102,4201
6902,3003412,112,4125
6903,6047350,106,4107
6905,1054452,102,4109
6906,2083293,104,4109
6907,5072083,115,4107
6908,2027331,113,4104
6911,2056170,105,4111
6913,4062212,116,4109
6914,6030265,108,4110
6916,2033423,104,4139
6917,6142100,117,4125
6918,3022074,106,5208
6919,1003103,111,4109
6920,6034248,117,4125
6921,1090226,111,4123
6922,2080214,113,4127
6923,2071007,109,4107
6924,4012018,114,5305
6927,2072010,113,4107
6929,1012151,119,4111
6930,4023139,114,4109
6931,2059131,117,4108
6932,4039043,115,4110
6933,2010134,102,4109
6934,1071139,106,5239
6935,7014269,104,4124
6936,7006350,108,4110
6937,7035123,102,4109
6938,2009073,106,4133
6940,1083152,107,4125
6947,7026039,103,4125
6948,2011344,104,4109
6949,6051029,117,4125
6950,7014294,119,4111
6951,4013010,110,5227
6952,5029014,106,5239
6953,2041046,113,4104
6955,6047250,110,4101
6958,6035089,106,4133
6960,6048069,106,5506
6961,1057110,108,4110
6962,7041098,113,4135
6963,2080153,102,4109
6966,6049161,121,4111
6967,4019075,116,4109
6968,2042034,102,4110
6969,5004453,118,4110
6971,2023020,104,4105
6972,1056173,112,4125
6974,6051271,108,4110
6976,6051224,123,4111
6977,2088079,103,4125
6978,1052266,110,5207
6979,2016065,119,4111
6980,5017275,104,4107
6982,4012214,119,4111
6983,1065031,123,4110
6984,7014175,116,4109
6985,7015399,119,4111
6988,2056027,106,4107
6991,2012539,104,4109
6992,1058085,115,5233
6993,7046237,112,4125
6994,1072134,102,5226
6995,2012246,104,4111
6996,1091112,101,5284
6998,2085116,107,4161
7000,2081295,116,4125
7003,2014126,119,4111
7004,6133193,120,4111
7005,1023177,123,4125
7006,6097162,110,5227
7008,2021082,104,4117
7011,5042139,114,4107
7012,6166140,110,5227
7014,3026110,105,4111
7018,1051330,105,4111
7019,1056219,117,4108
7020,2084017,104,4112
7021,6158138,106,5239
7022,6142284,108,4110
7024,6064092,110,4107
7026,4047087,116,4125
7028,1051135,110,5207
7029,1085257,108,4111
7033,6058072,110,4107
7034,2065330,117,4125
7035,6144007,111,4111
7037,5076167,106,4115
7040,6070096,101,5284
7043,7007138,115,5233
7044,2086377,101,5255
7045,1022093,106,4130
7047,2018010,104,4136
7048,6019039,119,4111
7051,2061606,104,4109
7054,6006045,101,4109
7055,4014363,117,4125
7056,4036101,114,4117
7057,1055156,113,4104
7058,2045088,101,4114
7060,1006096,111,4123
7063,5074101,106,5507
7064,2021228,108,4110
7066,6142218,121,4111
7068,6086069,120,4111
7069,2080074,104,4107
7070,2047044,102,5226
7071,1046141,102,4110
7072,4014208,118,4111
7074,4030163,116,4107
7075,2055511,104,4139
7077,5078059,116,4126
7080,6105137,108,4125
7081,1040110,123,4125
7082,5064454,106,5507
7084,1068102,105,4111
7085,6095134,106,4102
7086,2062184,109,4103
7087,6152125,116,5213
7088,2011634,109,4201
7089,6104123,102,4128
7091,7019045,105,4111
7093,1016360,108,4125
7094,2040210,104,4139
7095,6091103,110,4111
7100,2075026,105,4110
7101,7014093,102,4101
7102,6147024,107,4109
7104,5025067,114,4130
7106,5074128,114,4109
7107,3036079,104,4107
7108,6160025,104,4110
7109,3037255,109,4201
7110,2001046,109,4101
7111,1082118,117,4109
7112,5067111,106,4133
7114,2011416,114,4134
7115,1059271,102,4128
7116,6133109,114,4114
7118,2085090,117,4108
7119,6097014,110,4127
7121,6100192,110,4111
7124,1025089,106,5101
7125,4042095,118,4111
7126,3044005,101,4111
7127,2061614,104,4107
7128,3030055,117,4108
7129,2080191,109,4201
7130,1081110,109,4205
7131,2035141,123,4111
7132,7034249,117,4108
7133,7014152,106,4130
7134,7046209,113,4135
7136,4054029,104,4109
7137,2069367,111,4109
7138,6106001,120,4110
7139,4038145,109,4107
7140,5034072,120,4111
7141,2011297,109,4107
7142,1067185,104,4109
7143,7003074,104,4110
7145,6015055,112,4125
7146,2082071,108,4125
7148,1085091,109,4201
7149,6102096,110,5601
7150,2041013,113,4107
7151,1056166,116,5267
7152,7002172,103,4125
7153,5022261,111,4109
7154,5003432,107,4125
7156,7027101,108,4125
7157,5071039,106,5506
7158,4009340,103,4109
7159,2065203,114,4114
7160,1017108,101,5284
7161,6012052,113,5502
7162,6124284,123,4125
7163,6015095,116,4110
7170,7004170,103,4125
7174,2063346,108,4125
7178,1051392,106,4130
7179,4015312,117,4125
7181,4003164,114,4130
7184,7014251,106,4130
7185,1028032,109,4204
7191,7015136,108,4110
7193,6142222,105,4109
7194,6035181,105,4111
7197,3018064,114,4109
7199,2065285,123,4111
7200,7015208,103,4125
7201,2082227,105,4109
7202,7014133,109,4201
7203,4014496,108,4110
7209,6110358,110,4101
7214,6071157,110,4107
7216,2081404,104,4109
7218,4020065,114,4134
7219,2027361,116,4126
7220,2026127,113,4127
7221,4019169,113,5502
7222,7006292,103,4125
7223,1060126,107,4125
7225,7017294,103,4109
7226,2015134,113,4135
7227,2052111,117,4108
7228,1003301,108,4111
7229,6075065,110,5227
7231,3019222,117,4109
7233,2004015,106,4107
7235,2023106,112,4144
7237,6042104,117,4110
7239,6034239,106,4125
7241,6135181,117,4125
7247,2059112,114,4134
7248,2007441,117,4125
7249,2028232,115,4124
7250,1084169,106,4130
7251,2040073,113,4104
7253,4023102,114,4117
7254,1014164,114,4134
7256,1052074,108,4125
7257,1075032,109,4111
7259,7015359,105,4109
7261,2058148,109,4201
7262,2061205,116,5267
7263,1036135,108,4110
7264,2085123,106,5208
7265,4057126,116,4126
7266,7001092,119,4110
7268,6034320,115,4125
7271,2067121,109,4110
7272,1009046,111,4123
7273,1076227,108,4125
7274,6110105,112,4125
7275,1077009,106,4107
7276,7019022,104,4110
7278,6131050,106,5225
7282,6068134,109,4107
7283,2063578,102,4101
7285,5008073,116,4126
7286,3044062,114,4107
7288,2010002,119,4110
7289,7001139,113,4104
7291,1076467,102,5226
7292,2015094,106,5507
7297,6141120,109,4110
7298,2045001,113,4117
7299,6151004,102,4125
7300,4057154,116,4126
7301,7038141,116,5213
7302,2052069,113,5303
7303,2062294,104,4125
7304,6063094,120,4125
7305,4012324,117,4108
7306,4005079,111,4109
7307,5052098,118,4111
7308,4055180,116,4109
7310,7019106,108,4125
7311,6047277,123,4111
7312,2026359,108,4110
7313,7007139,116,4125
7314,5017302,114,4134
7316,6036107,101,4114
7317,5068061,117,4104
7318,2083255,109,4202
7319,7033194,122,4111
7321,2067004,106,5239
7322,2043392,113,4104
7323,1071115,102,5226
7324,7035071,108,4110
7325,5022172,115,4107
7326,2012502,115,4124
7327,2052049,114,4134
7328,1082128,101,5285
7332,3016077,113,5502
7333,2022130,104,4110
7334,1005195,108,4125
7335,6118191,105,4111
7336,2062010,102,520E
7337,1054347,101,5287
7338,6119271,116,4126
7340,4012425,113,5303
7342,2029191,116,4126
7344,5065215,106,5507
7346,4021051,116,4107
7347,4048082,104,4117
7349,2061360,116,4107
7350,1089003,104,4112
7351,4002097,114,5305
7352,1017084,113,4135
7354,7036061,112,4125
7355,1060132,102,4101
7356,5054027,106,4107
7360,2045020,117,4116
7361,1053335,108,4125
7362,2083036,104,4112
7363,7044068,112,4125
7364,2058063,110,4117
7365,1053291,104,4109
7366,7014127,112,4125
7367,7044110,116,4126
7368,6046165,105,4125
7370,1091130,113,4135
7371,3034089,117,4108
7374,6146182,105,4109
7378,2027159,113,4104
7379,1054284,111,4109
7380,1030113,109,4201
7381,1088143,106,5208
7382,1005212,115,5233
7383,5023315,106,5505
7384,5004409,101,4114
7385,5042112,101,5285
7386,7015495,104,4139
7387,6040088,121,4125
7389,7035077,109,4107
7393,2059149,121,4110
7395,2050030,113,5303
7396,7037221,109,4201
7397,1003076,111,4123
7401,2077392,112,4125
7403,2033125,115,5233
7404,2084377,119,4110
7405,1057265,117,4125
7406,2032417,112,4125
7408,6054059,102,5226
7409,1003315,114,4109
7412,1079136,117,4104
7414,5028272,106,5247
7415,6045200,114,4114
7416,3024214,114,4134
7417,6149034,123,4110
7418,7042152,109,4201
7419,7003227,101,5287
7422,6100139,110,5601
7425,4038213,107,4161
7427,1018003,113,4107
7429,5019168,106,5251
7431,3034178,117,4110
7432,6166091,117,4125
7433,3026140,113,4135
7434,4033216,113,4104
7435,4033030,114,5305
7437,6117071,123,4110
7438,6052307,104,4112
7440,2041004,104,4139
7441,3010085,114,4134
7442,5024208,114,4134
7443,6134159,114,4114
7444,7034043,108,4125
7445,1021075,111,4109
7446,7023367,115,4109
7447,1026122,106,5251
7451,2059010,109,4109
7452,1040155,123,4111
7454,6117096,116,5254
7456,1048049,111,4123
7458,6095131,106,5251
7459,1056203,114,4117
7460,2011317,106,4105
7462,2026277,111,4123
7463,2088148,113,5303
7465,6013178,116,5223
7466,5050016,106,4101
7468,7004120,115,4107
7470,5064131,114,4134
7471,2081124,113,4135
7472,6104114,110,4117
7473,1003221,111,4109
7474,7043094,113,4104
7476,2027332,103,4109
7477,5004137,117,4125
7478,2043063,104,4111
7479,2061359,110,4109
7480,2083365,102,4101
7481,1006087,117,4104
7482,1059200,110,4101
7483,1083238,110,5601
7486,4040160,109,4201
7487,7043150,116,4126
7489,7028116,104,4117
7490,2069438,114,4114
7491,6043020,101,4111
7492,2040097,103,4117
7496,1054080,114,4107
7497,5004350,114,5305
7499,1061007,102,4107
7500,2077178,108,4125
7501,6048127,106,5216
7502,2056007,104,4139
7503,7010031,103,4111
7505,4019162,116,5267
7506,5066061,112,4125
7507,1077287,115,5233
7508,1076007,119,4110
7509,6107015,110,5227
7511,2057074,101,5287
7512,2074052,120,4111
7515,6069092,123,4111
7516,7034013,109,4101
7517,4017059,109,4205
7519,1047072,116,4126
7521,6136001,110,4109
7522,4016239,117,4108
7523,2069131,102,4111
7525,2084230,104,4136
7526,4029098,104,4136
7527,1054394,121,4110
7528,6123173,121,4110
7529,4017190,105,4109
7530,2087034,102,4107
7531,2083001,102,5217
7532,7023207,115,4109
7533,5067078,106,5503
7534,6120254,102,4101
7536,7047281,122,4111
7537,2054582,116,4125
7538,4043238,116,5213
7539,4032078,114,4134
7540,6068297,110,5201
7541,6129016,101,4111
7542,6069028,105,4111
7543,2068018,109,4109
7544,2076167,114,4134
7545,5063222,114,4109
7546,4044117,114,4114
7547,2030027,106,4170
7549,4029064,105,4109
7550,4045193,109,4107
7551,6130029,104,4117
7552,2077245,108,4125
7553,2055273,104,5216
7554,4058003,113,4107
7555,1083115,117,4104
7556,4065145,108,4125
7557,7044111,109,4107
7559,6120169,108,4111
7560,3034084,108,4125
7565,6153143,123,4111
7566,7002114,113,4104
7567,2073274,102,4101
7568,6151233,106,4101
7571,5023418,104,4109
7573,1031178,117,4108
7575,6020004,114,5305
7577,1067205,102,4101
7578,4013216,117,4104
7579,2042221,116,5213
7581,1072141,117,4125
7583,7047009,114,5305
7584,1002085,116,4107
7585,6047230,120,4111
7586,6151201,120,4110
7588,6145247,101,4109
7589,2061189,106,5208
7590,4003168,116,4126
7593,4046083,109,4109
7595,6049015,121,4110
7596,4003188,117,4125
7599,6145023,104,5254
7600,7017317,114,4109
7601,5004403,117,4125
7602,2067571,109,4109
7605,6142094,105,4111
7606,2055372,106,4109
7607,5048089,106,5503
7610,2081332,105,4109
7611,5070339,117,4108
7613,4018004,106,5504
7614,4052075,109,4205
7615,6127072,106,4101
7616,2068014,110,4109
7617,1054206,114,4107
7619,2036077,117,4108
7620,4041180,104,4111
7622,6013050,113,5502
7623,6044324,110,4125
7624,4050231,112,4125
7625,4001230,119,4125
7628,6069088,117,4125
7629,4041056,109,4109
7630,1088112,113,5502
7631,1084088,116,5267
7632,7014381,111,4111
7633,4033125,112,4125
7634,4047017,115,4111
7637,1016137,118,4111
7638,2015090,110,5601
7639,6025306,116,4125
7640,1092160,111,4111
7641,2061033,102,520E
7643,7015095,119,4110
7646,2079067,106,4102
7648,6028077,120,4111
7649,2007100,117,4109
7651,7015487,117,4104
7652,4051131,114,4134
7653,1053353,111,4107
7655,7026165,104,4111
7657,5066101,114,4109
7659,2001029,104,4139
7662,6068143,123,4111
7663,2062172,111,4109
7664,2068188,120,4110
7668,1082224,116,4109
7669,7035100,117,4125
7670,6037024,114,4114
7671,1015125,108,4125
7672,1090437,102,5226
7673,3003210,112,4125
7674,6134040,107,4117
7675,5025039,114,4114
7678,6141259,102,4128
7679,7019012,108,4111
7680,2062199,117,4125
7681,4062151,118,4111
7682,4014009,116,5216
7683,6098186,116,4126
7685,1005260,117,4108
7686,6111124,108,4125
7687,2067295,113,5502
7688,7045264,114,4117
7689,7038233,116,4126
7691,5025203,116,4125
7692,2078173,120,4111
7696,5033070,114,4114
7697,6119150,121,4125
7698,1081274,106,4133
7700,7039133,114,4125
7701,1005344,115,4125
7702,7024173,112,4125
7703,3021108,114,5305
7705,1019112,108,4125
7706,1010119,119,4110
7707,2033008,113,4107
7708,6043215,114,4125
7709,2030051,106,5247
7710,1048063,120,4111
7711,4053291,109,4205
7712,6040005,113,4114
7713,5016309,116,4125
7714,6041195,123,4111
7715,7009121,113,5303
7717,7025071,113,4109
7719,2018168,116,5267
7720,2012768,105,4109
7721,1079240,103,4109
7722,6124254,110,4109
7724,2081456,113,4104
7726,4002010,113,4117
7727,7037050,116,4107
7728,4021011,114,4114
7729,1056399,116,5267
7730,1053224,102,5226
7731,3026088,104,5210
7733,2072283,108,4125
7734,2086145,104,4117
7736,6115028,109,4109
7737,5079072,118,4111
7739,5037070,110,4101
7740,6138236,111,4123
7741,4066033,118,4111
7742,5006460,114,4125
7744,4029099,114,4134
7745,5050042,114,4107
7747,6117205,108,4125
7748,1092086,112,4125
7749,6123241,114,4109
7750,1057219,106,4107
7751,1056261,114,4134
7754,5021191,106,4102
7755,2082121,102,4128
7756,5064510,108,4125
7757,1023118,109,4205
7760,5010095,110,4101
7763,2028542,117,4108
7764,1060004,109,4109
7771,1027132,120,4111
7772,5002115,108,4125
7774,4015139,112,4125
7775,1056255,106,4102
7776,2077195,109,4101
7778,7034265,105,4109
7781,2043359,113,4135
7782,2042192,106,5216
7783,2048089,108,4125
7788,2056207,116,5213
7790,2035098,117,4104
7791,4011284,106,5208
7792,6049249,118,4110
7793,5042157,114,5305
7796,4012303,109,4205
7797,1033034,106,4170
7798,4011312,117,4104
7799,7040067,115,4109
7800,6107206,101,5287
7802,3011038,104,4136
7803,5047435,116,4126
7805,1052086,106,4102
7806,2068131,117,4104
7807,1016012,106,5210
7808,6149231,118,4111
7809,4011326,104,4136
7812,2077132,116,4125
7812,4013270,106,5241
7817,4042168,106,4102
7818,2043155,109,4205
7819,1048013,107,4117
7820,7002009,104,5216
7826,5023143,106,4109
7827,4043093,114,4117
7828,6136121,118,4111
7829,2084239,109,4107
7830,5048065,116,5223
7832,5023113,106,4130
7833,1031119,118,4111
7835,7015032,109,4110
7836,2086375,116,5290
7837,3029050,104,5210
7838,2087261,106,5251
7841,2005327,105,4111
7842,6137162,105,4111
7845,6034338,123,4110
7847,4040001,109,4123
7848,2078136,116,4126
7852,2068265,116,4126
7853,4017035,114,4114
7854,6132117,110,4109
7855,6144214,121,4125
7857,2084498,104,4111
7858,6045182,110,4107
7859,4041064,114,4109
7860,3021169,109,4109
7861,5076090,114,4109
7862,5063179,113,5303
7863,2010367,117,4108
7865,7015098,106,4107
7866,2069386,114,4107
7867,6006064,114,4114
7869,1006276,112,4125
7872,2063226,112,4125
7874,7014359,114,4109
7875,6043248,116,4125
7876,4040093,109,4205
7881,2011712,116,4107
7882,1080001,110,5201
7885,2028105,103,4125
7888,1048176,119,4124
7889,1053181,101,5285
7890,6064005,120,4110
7891,6033084,114,4114
7892,2036163,117,4104
7895,7041154,106,4102
7896,2056127,106,5216
7897,5070315,106,5503
7898,1084113,116,4109
7900,6109014,117,4125
7901,1043386,116,5267
7902,5051035,113,4135
7903,6050040,106,4125
7904,6118017,110,4110
7906,1079205,114,4134
7908,4004191,109,4201
7911,5067225,105,4111
7912,4044087,116,4125
7914,4038129,109,4205
7916,2060118,117,4104
7919,6033094,101,5284
7921,6068224,120,4111
7922,2067119,115,4107
7923,2061355,116,4109
7924,2065238,116,4109
7925,1053267,120,4111
7926,1089065,106,4109
7929,2077103,109,4205
7930,1091190,106,5505
7933,7021162,122,4111
7934,3021061,116,4109
7935,4024081,113,5303
7936,6119317,119,4110
7937,5067131,105,4109
7938,7033064,105,4109
7941,1010003,113,4110
7942,4001309,116,4125
7947,6031085,106,4111
7948,5064430,106,5505
7952,2020021,109,4111
7953,2033053,116,4126
7956,6101012,110,4109
7957,6166098,105,4111
7959,1056268,116,5213
7960,1076073,102,4125
7962,6046236,121,4125
7964,1004071,111,4123
7965,2032029,113,4109
7966,2007388,110,4132
7967,2064346,116,4126
7969,2029016,113,4107
7971,2018239,105,4109
7972,2054017,109,4111
7973,6031221,116,4109
7974,6139009,106,5239
7976,3014079,118,4111
7977,6127238,114,5305
7978,2004182,116,4109
7979,6138234,110,4101
7982,1088095,106,5251
7984,2011389,114,4117
7985,5046062,105,4128
7987,2031092,114,4134
7988,7017021,113,4107
7989,5029015,106,5239
7992,1062369,116,4125
7994,4012458,102,4206
7995,2015074,105,4111
7996,1010020,117,4125
7999,5023424,104,4117
8001,6014044,108,4125
8003,6020171,101,4109
8004,4024119,116,5213
8005,1089007,113,4114
8007,4042063,109,4205
8008,1043174,106,4102
8009,2067173,108,4125
8011,4039076,116,4125
8012,1079194,110,4101
8015,5006171,119,4110
8016,4047160,116,5223
8020,2037011,104,4139
8023,5024051,109,4101
8025,2071306,116,5223
8026,6044223,121,4125
8027,2028141,115,4111
8028,7014399,122,4111
8030,5002155,116,4125
8033,7015172,104,4136
8034,5069115,114,5305
8037,2017018,117,4117
8038,5068172,117,4104
8039,1014131,113,4135
8040,2066077,101,4109
8043,7021085,115,5233
8045,7024070,106,4102
8048,4033124,119,4125
8049,6043009,104,4125
8050,1051130,119,4125
8053,2078153,103,4109
8055,2067262,114,4134
8058,1056213,102,5226
8059,7023342,103,4109
8060,5003038,106,4170
8061,2062168,109,4110
8063,6131170,106,4109
8064,7026071,121,4125
8065,1066192,109,4205
8066,2032363,109,4202
8067,5004407,114,4114
8070,4063052,104,4124
8074,1090399,111,4109
8077,1056090,106,5247
8078,5029059,116,4126
8080,1066158,117,4110
8082,3026098,114,5305
8083,2042154,106,5247
8084,2088037,117,4125
8086,6158051,106,4109
8087,1054271,112,4109
8088,4047069,113,5507
8089,7015254,114,4134
8090,2050481,113,4109
8091,6140027,120,4110
8092,2077320,116,5233
8094,5034013,114,4111
8095,6060064,110,5201
8097,4004064,113,5303
8098,5066338,116,4126
8099,4026151,112,4125
8100,3016065,109,4109
8102,2069174,116,4125
8104,5055070,106,4102
8105,2032157,104,4136
8106,4050143,108,4125
8107,1060285,101,4125
8108,6032093,110,4107
8109,6099103,109,4101
8111,4013425,109,4202
8113,2084374,109,4107
8114,7029050,106,5203
8116,2003124,111,4109
8117,1052226,114,4130
8119,6118026,107,4111
8120,1056336,122,4111
8122,2066215,111,4109
8124,4018017,106,5504
8125,4050026,109,4123
8126,1055199,116,4126
8128,2071256,109,4107
8133,6081174,121,4125
8134,3005120,119,4125
8135,5010155,116,4125
8136,2086156,113,5303
8137,1062100,102,4125
8138,3031110,108,4125
8139,2036133,116,4126
8140,2016005,113,4107
8141,4024008,109,4111
8142,5045145,106,5208
8143,5039104,116,4126
8144,1017488,104,4136
8145,6045184,101,5287
8146,1077286,104,4117
8147,6049039,101,4111
8148,6041037,102,4109
8150,5003135,110,4101
8152,4008239,116,4126
8153,1044114,118,4111
8155,6149261,101,4125
8157,2079098,106,4109
8158,5017220,117,4104
8159,2032079,116,4126
8160,6136077,120,4110
8161,6116128,111,4111
8162,3010112,114,4114
8163,6046256,106,4109
8164,2043489,116,4126
8165,5075240,106,4109
8166,2033419,103,4109
8167,2006058,117,4125
8168,4044026,116,4107
8169,2065300,116,4126
8170,7014137,101,4109
8171,2037054,117,4104
8174,6068303,115,4107
8176,6050123,118,4111
8178,4014242,114,4134
8179,2084295,113,5302
8181,1083231,106,5251
8183,1031275,120,4125
8184,4015207,119,4125
8186,4006324,114,5305
8187,6129118,101,4109
8188,2047079,101,5285
8190,2043279,113,5302
8191,2073131,108,4125
8194,7045423,114,4109
8195,2023189,109,4202
8198,4053208,103,4109
8199,1054028,110,4127
8202,5014134,110,4109
8203,2013188,113,4135
8204,6072023,106,5201
8205,1086095,118,4111
8206,1074282,110,4109
8207,5070148,117,4104
8208,7021380,103,4117
8210,7017282,115,4109
8217,4009398,109,4202
8218,2072072,114,4109
8219,6072072,110,4101
8220,6014055,118,4111
8222,6033169,110,4109
8224,5012116,116,4125
8225,6133269,120,4110
8227,5038500,123,4110
8228,6140238,114,4114
8230,4029003,113,4136
