Rank,RollNo,InsituteCode,CourseCode
1496,1010118,102,4107
1498,6030245,104,4117
1499,5017011,105,4110
1500,6097332,105,4110
1502,1069184,102,4101
1503,4002024,106,4125
1506,6028228,110,4101
1507,1066008,102,4107
1510,2005502,115,4110
1514,6012352,106,4125
1515,2053101,116,5254
1516,3035109,106,5222
1517,1001129,110,5227
1519,6087305,110,5233
1520,7036173,106,5222
1522,2027324,113,4111
1525,6113231,110,5233
1526,6002070,111,4110
1527,3041176,117,4114
1528,2053214,104,4107
1530,3003308,106,4125
1531,6060311,110,5233
1532,1072002,106,4125
1534,6018346,107,4111
1535,7010239,113,4111
1536,1052208,102,4101
1536,2059398,116,5254
1540,1028185,104,4117
1541,6016012,106,4125
1542,1031082,104,4107
1543,1050359,102,4101
1544,1022169,110,5233
1545,3023205,106,4125
1546,5055150,106,4125
1549,2053054,110,5233
1550,2031372,111,4110
1550,4033197,115,4110
1552,1050296,106,4125
1553,3016290,106,4125
1554,2031011,107,4124
1557,1072052,116,5254
1559,1069227,109,4202
1560,7042148,102,4109
1561,1071106,113,4111
1562,1070203,104,4117
1564,1032157,102,4101
1567,1014287,113,4111
1568,2044198,116,5254
1569,1004218,111,4110
1570,2049187,102,4101
1571,6090044,115,4110
1572,6069295,102,4101
1573,6096204,115,4110
1575,4017158,106,4125
1576,1038322,102,4101
1577,4023192,113,4111
1578,1038170,106,4125
1579,4043099,116,5254
1580,5002032,110,5233
1581,2049075,117,4114
1585,1064309,107,4124
1585,6049029,110,4117
1587,2068076,104,4107
1588,2034336,104,4107
1589,6077033,117,4114
1591,4057038,113,4111
1593,1064028,104,4107
1595,2043179,113,4111
1597,1073190,111,4110
1598,1043142,106,5239
1600,5044012,102,4128
1601,6092297,110,5233
1602,1057436,110,5233
1603,1058372,102,4128
1604,4033096,115,4110
1605,2067043,111,4110
1607,2067069,113,4111
1609,4008236,102,4109
1610,1001092,102,4109
1612,4010011,102,4202
1613,7002261,104,4107
1614,7028201,116,5254
1615,1028265,102,4109
1616,7032033,113,4125
1617,1057128,110,5233
1620,5056025,106,4107
1621,1013304,117,4114
1622,7038066,117,4114
1624,4017058,104,4107
1625,7002214,104,4107
1626,1031330,102,4101
1627,2067388,117,4114
1628,1013255,111,4110
1631,1068214,104,4117
1632,6048280,110,5233
1633,1057158,115,4110
1634,1069027,102,4101
1635,2025377,104,4109
1640,5012149,113,4111
1642,4045114,104,4107
1644,1071363,111,4110
1644,1065283,113,4111
1647,2040039,104,4109
1648,1030086,102,4109
1650,5060080,106,5239
1651,4011120,111,4110
1653,7002051,115,4110
1655,4050164,102,4101
1657,7022254,116,5254
1658,2020330,113,4111
1660,7033218,116,4113
1661,1050156,104,4107
1662,6021297,113,4111
1664,5054185,102,5226
1665,2018033,113,4111
1666,3016206,113,4111
1667,6016321,113,4111
1668,6106055,102,4101
1668,2005542,104,4107
1670,1004183,110,5233
1672,2041219,113,4111
1673,2027288,113,4111
1674,6037246,110,5233
1675,2012094,104,4107
1676,1075275,117,4114
1678,2044298,113,4125
1679,4035348,115,4110
1681,1034178,102,4109
1682,6028146,110,5233
1685,1060149,110,5233
1686,1072364,104,4117
1689,1019205,111,4110
1691,2030228,104,4107
1692,1039231,102,4109
1693,5041250,104,4107
1694,7036119,104,4136
1695,2047157,113,4111
1696,2011282,103,4110
1698,5017318,106,5239
1699,1031221,110,5233
1700,1067337,104,4107
1702,1029311,102,4109
1703,7010157,107,4124
1705,1043024,109,4204
1706,2019276,104,4107
1708,2040297,102,4109
1709,7004123,111,4110
1710,1022141,102,4101
1711,1071287,113,4111
1713,1022137,110,4117
1714,4031166,113,4111
1715,6028029,117,4114
1716,6029192,110,5233
1717,1073226,113,4111
1718,4034142,109,4109
1719,6086227,104,4107
1721,5020292,106,4121
1724,1050187,102,4101
1725,6103027,117,4114
1726,4013010,106,5239
1728,2061264,113,4111
1729,5039171,117,4114
1730,5060131,110,5233
1733,4019098,106,5239
1734,6091131,117,4114
1735,6014234,117,4114
1736,4043158,111,4110
1738,6101183,113,4125
1739,2006421,104,4107
1740,4012236,102,4109
1741,4002096,104,4107
1742,1030313,102,5226
1743,2016177,104,4107
1744,2032177,117,4114
1746,2043100,104,4107
1747,6090220,110,5233
1748,6020028,117,4114
1750,3018096,106,5239
1751,1071140,104,4107
1752,7015201,113,4125
1753,7015034,117,4114
1754,2031254,104,4107
1755,2019201,113,4111
1757,6067138,110,4117
1759,4008027,104,4107
1760,2018217,115,4110
1762,6022277,110,5233
1763,2008002,115,4110
1764,6030066,101,4110
1764,7030051,113,4111
1766,2044278,104,4107
1768,1057113,110,5233
1769,6102032,110,5233
1770,6090327,110,5233
1771,6018053,115,4110
1772,7002282,104,4117
1774,1002372,104,4107
1775,5059091,106,4121
1777,2040095,113,4111
1778,4002261,113,4111
1780,2022089,104,4107
1781,6008047,107,4111
1782,1050072,102,4109
1784,5048104,117,4114
1785,4035193,113,4111
1786,1051023,102,4101
1787,1051135,110,5233
1788,6100288,110,5233
1789,2030148,117,4114
1790,7039232,113,4111
1791,7030218,113,4111
1792,1002119,110,4107
1793,7011147,113,4111
1793,2030336,117,4114
1796,2043102,115,4110
1797,1057257,102,4101
1798,6015165,110,5233
1799,5020209,106,4121
1801,4001222,107,4111
1804,2005584,113,4111
1806,1032340,110,4117
1807,2047262,104,4136
1810,6012270,110,5233
1812,4036234,113,4111
1813,4045163,113,4111
1814,1074131,115,4110
1815,5057228,106,4121
1817,2067175,110,5233
1819,6043122,102,4109
1820,6053053,113,4111
1821,7009144,113,4111
1824,4008111,102,4101
1826,6031149,102,4101
1828,1005088,109,4107
1829,6113181,113,4111
1833,3030082,117,4116
1834,6017019,110,5233
1836,1030107,117,4114
1837,1005107,115,4110
1838,6015097,107,4111
1839,2011232,110,5233
1840,4055238,115,4110
1843,1027253,113,4111
1847,4031240,102,4202
1848,7042204,113,4111
1850,1004091,113,4111
1851,4023289,109,4107
1852,2043043,104,4109
1853,6008124,117,4114
1855,2065047,115,4110
1856,7001229,106,5239
1857,5060038,113,4111
1858,4031187,116,4113
1859,2067053,113,4111
1860,6043138,102,4109
1861,7022015,113,4111
1863,2008080,104,4136
1865,6065143,110,4107
1867,7028008,102,4109
1869,1036019,102,4101
1871,7036136,104,4109
1872,5006251,110,4117
1874,2008430,102,4128
1876,3018284,113,5502
1877,4008289,109,4202
1880,4002034,113,4111
1881,1021341,113,4111
1882,4046205,115,4110
1884,1055258,102,4101
1885,3017090,117,4114
1886,6015061,116,4113
1887,2041171,113,5502
1888,2026229,117,4114
1890,7028013,109,4107
1892,4011411,113,5502
1893,6114166,107,4111
1894,1029348,110,4117
1895,1030224,106,5239
1896,6070094,110,4101
1897,7001444,111,4111
1898,2028109,113,4125
1899,5002390,106,5239
1900,4047112,109,4107
1901,7010112,115,4110
1902,1064019,117,4114
1904,2045122,102,4101
1905,7034156,113,4111
1906,3023282,113,4125
1907,1069244,102,4109
1909,2016249,106,5239
1911,5040067,106,4121
1912,6086291,106,5239
1913,7021287,102,4101
1915,1068198,115,4110
1916,1050146,106,5239
1917,1028320,110,4117
1918,6102306,117,4114
1919,4003130,102,4109
1920,6002091,110,5227
1921,1021097,106,5239
1922,6091256,106,5239
1924,1002020,106,5239
1925,1064186,109,4202
1926,5017097,104,4117
1927,3026001,106,5239
1928,6093097,117,4114
1929,1075271,113,4125
1930,1056363,104,4109
1931,4020031,106,4121
1932,2018193,104,4109
1935,1010035,113,4125
1936,6093255,107,4111
1938,3018205,114,4110
1939,2054245,113,4125
1939,7001386,117,4114
1941,1070066,102,4109
1942,1004173,112,4110
1943,4046201,104,4136
1944,6091306,101,4110
1945,7038047,102,4109
1946,7021171,115,4110
1947,4009421,104,4136
1948,5033137,115,4110
1950,2009085,109,4107
1951,5059254,112,4110
1952,7040164,104,4136
1955,2001424,104,4136
1956,6037230,107,4118
1958,7006047,110,4117
1959,6032122,110,4117
1960,5048155,113,4125
1961,2008224,106,5239
1962,7017007,113,4125
1964,4024009,113,4125
1965,5037275,106,5239
1966,7029154,109,4107
1968,7029314,113,4125
1969,1075120,102,4202
1970,5059380,102,4109
1971,5061280,106,5239
1972,1051122,102,4101
1973,1051020,113,4125
1975,6098230,107,4111
1977,6054150,102,4101
1979,7003310,115,4110
1980,7007042,113,4125
1982,7003112,102,4101
1983,4008171,115,4110
1984,1069236,104,5210
1986,4002088,102,4101
1987,2030266,117,4114
1988,1073209,104,4117
1990,6019352,107,4111
1991,7035203,102,4109
1992,2043436,102,4101
1993,6024116,117,4116
1995,7017093,115,4110
1996,2055012,104,5210
1996,1005083,104,4117
1998,1073023,109,4107
1999,4027119,112,4110
2001,1013046,104,4136
2002,2031142,117,4116
2003,4009249,102,4109
2004,4017115,106,5239
2006,1076019,113,4125
2007,2068031,102,4109
2008,1030191,102,4109
2009,1027035,117,4116
2010,3003079,109,4107
2011,4008190,107,4111
2012,5026029,106,5239
2012,5033055,112,4110
2014,1013109,117,4116
2015,4002289,104,4136
2016,2052021,115,4110
2017,4012106,106,5239
2019,7004168,113,4125
2024,2030100,110,4117
2025,1006192,113,4125
2028,7014013,103,4110
2029,2037195,115,4110
2030,2067096,106,5239
2033,4010358,103,4110
2035,4053459,117,4116
2036,1072226,102,4101
2041,4024060,110,4117
2042,5056354,104,4136
2045,4019078,102,4109
2046,4001367,102,4109
2047,2067126,113,5502
2048,5012178,113,4125
2049,1050484,101,4110
2050,2018007,102,4109
2051,6092340,108,4110
2052,7007007,103,4110
2053,1022382,104,4117
2054,2059313,103,4110
2055,7023097,113,4125
2056,7013012,117,4116
2057,1050079,102,4109
2058,7042016,117,4116
2060,1068042,102,4128
2062,1073273,109,4107
2063,6113235,117,4116
2064,1030153,102,5226
2066,1035026,117,4116
2068,6013326,101,4110
2069,1057379,110,4107
2070,4009187,102,4202
2071,7002123,104,5210
2072,6043014,102,4109
2073,1068058,102,4109
2074,7016034,108,4110
2075,7002088,104,4117
2076,2016204,113,5502
2079,5053272,117,4116
2080,1052057,102,4109
2082,4003060,113,4125
2083,4029117,102,4109
2085,7004263,109,4204
2086,1068043,109,4202
2087,6095196,102,4109
2088,7010027,113,5502
2089,2051035,117,4116
2090,6092260,117,4116
2092,2026087,102,4109
2093,1034100,106,4107
2094,2055017,113,4125
2095,5060135,106,4107
2096,2067089,102,4109
2097,6100207,107,4111
2099,2030331,109,4107
2100,2011395,104,4117
2101,1056303,113,4125
2102,4018112,113,5502
2104,7004331,104,5210
2104,7038312,117,4116
2106,7021149,107,4111
2107,1056231,113,4125
2108,4008296,102,5226
2109,1074208,117,4116
2110,4027214,109,4109
2111,4013348,102,4202
2112,7021070,107,4111
2113,1070133,103,4110
2115,2049146,102,4109
2117,6016235,104,4136
2118,1065184,102,4109
2119,6067173,110,4107
2121,1066302,102,4109
2123,1069194,102,4109
2124,7035331,104,4117
2125,1065239,116,4113
2126,2034372,102,4109
2127,2012273,117,4116
2128,6088328,107,4111
2129,7042143,113,4125
2130,1032173,102,5226
2131,1059015,102,4109
2132,2065204,116,4113
2133,1050047,113,4125
2134,5044250,104,4136
2135,2026332,104,4109
2136,5012060,103,4110
2137,6100156,107,4111
2138,1065190,103,4110
2141,6092065,110,4101
2143,1028463,102,4128
2143,7003037,104,4136
2148,2048061,113,4125
2149,1029234,102,4109
2150,7029326,117,4116
2151,1050205,104,4117
2151,5056116,106,4121
2154,6069273,110,4107
2155,6032315,104,4136
2156,4012215,113,4125
2157,6053179,113,4125
2158,6019360,117,4116
2159,4003323,102,4109
2161,4053220,113,4125
2162,1003051,113,4125
2163,6088157,104,4136
2166,6078227,110,4117
2167,6021298,110,4101
2168,6048162,110,4107
2169,2016092,113,4125
2170,7002419,117,4116
2171,4009407,102,4202
2172,2033437,104,4109
2173,7032207,104,4136
2174,6086286,113,4125
2175,5023226,114,4110
2177,1015125,110,5602
2179,2053081,102,4109
2180,2009468,113,4125
2182,4011160,117,4116
2184,2040090,113,4125
2185,4024266,102,4109
2186,2033375,113,5502
2187,2021372,102,5226
2189,2014075,102,4202
2192,7001155,113,4125
2193,2043269,102,4202
2193,7015005,102,4202
2197,4035185,109,4109
2198,7040013,113,4125
2199,1070188,104,5210
2200,6019344,101,4110
2201,6090218,107,4111
2203,2011291,103,4110
2204,4022150,104,4117
2205,1027124,110,4107
2206,2025087,109,4107
2207,6031321,107,4111
2208,4053094,116,4113
2209,7004269,116,4113
2210,7001112,112,4110
2211,4038104,113,4125
2213,5029032,114,4110
2214,4004244,102,4109
2215,2011288,113,4125
2216,2026361,104,4136
2218,4028072,113,4125
2219,1029319,117,4116
2220,2030204,113,4125
2221,6103246,101,4110
2222,2066103,110,4101
2223,5055064,113,4125
2224,1051134,111,4111
2227,2019120,103,4110
2228,6020211,102,4109
2229,1028010,104,4117
2230,2001414,113,4125
2231,7002019,112,4110
2232,5056142,102,4109
2233,7036395,116,4113
2234,1006113,110,4107
2235,3025189,116,4113
2236,1039117,101,4110
2237,6022157,101,4110
2238,5040224,101,4110
2239,4008001,109,4202
2241,6106011,107,4111
2242,2041075,116,4113
2243,3029323,116,4111
2244,6028337,110,4107
2248,1069272,102,4109
2249,5048043,106,4121
2252,7030101,104,4109
2253,4010219,104,4136
2254,2011068,103,4110
2255,7010103,113,4125
2256,2067212,116,4113
2259,2033016,109,4101
2260,6095308,101,4110
2261,6014053,110,4109
2263,6100189,110,4101
2264,2049056,116,4113
2265,6114149,101,4110
2266,4010155,113,4125
2268,7001026,104,4117
2269,2032240,109,4107
2270,1064014,102,4109
2271,5030084,109,4107
2273,3028213,116,4111
2280,1018061,106,4121
2281,4004046,103,4110
2283,6002054,102,4109
2285,6005064,107,4111
2286,1038109,102,5226
2287,2067061,102,4109
2289,2012300,113,4125
2290,1004133,110,4107
2291,5002277,110,4107
2292,6118099,101,4110
2293,6089075,104,4117
2294,6107123,107,4111
2295,2031319,113,4125
2296,5052015,106,4121
2297,2040010,116,4113
2298,2053309,102,4109
2299,2044023,109,4202
2301,5057360,112,4110
2304,2051021,109,4202
2308,4001057,102,4109
2309,6097016,101,4110
2310,1029268,102,4128
2312,4054229,116,4113
2314,6022005,101,4110
2315,7001062,104,4109
2317,2027173,104,4136
2319,4005063,113,4125
2322,1031276,102,4128
2323,5026368,102,4128
2325,2026257,108,4110
2327,1055004,109,4107
2329,5017005,106,4109
2331,5052034,112,4110
2333,2053285,104,4136
2335,6031286,109,4107
2336,5003138,102,5226
2339,2025063,107,4111
2340,6070043,110,4107
2342,7032088,117,4125
2343,5017022,113,4125
2343,2047031,113,4125
2345,7028063,104,4109
2346,7003080,117,4125
2347,6062049,110,4101
2348,2002240,104,4117
2350,7035217,104,4109
2354,1050441,110,4101
2355,6029101,110,4107
2356,2012058,104,5210
2357,2030295,107,4111
2358,6033126,110,4101
2359,4046293,109,4107
2360,1071164,104,4109
2362,5006002,110,4107
2364,6015185,110,4107
2365,4012021,102,4128
2367,6043137,117,4125
2368,1065246,108,4110
2369,1070358,109,4107
2370,4008290,104,4109
2371,5006058,110,4107
2374,2065241,113,5502
2375,6086153,103,4110
2376,1060352,102,5226
2377,7002256,104,4117
2378,6103083,110,4101
2380,4010300,109,4107
2381,6077107,116,4113
2382,6069237,110,4101
2383,2047170,103,4110
2385,1027255,102,4128
2387,4002201,102,4128
2388,6015136,116,4113
2389,4045194,109,4107
2390,4040153,109,4107
2392,5053283,106,4121
2393,6099277,102,4128
2394,7033042,101,4110
2394,2006191,104,4117
2396,1068162,101,4110
2396,7007053,117,4125
2398,5004254,101,4110
2400,7036334,113,5502
2401,6091040,109,4204
2402,2043337,114,4110
2403,2005288,102,5226
2404,4009020,113,5502
2405,1053122,102,4202
2406,4037163,112,4110
2410,1051088,102,5226
2411,5048206,104,4109
2411,1068367,104,4136
2415,2067090,104,4109
2416,6029317,109,4101
2417,4036039,109,4107
2419,2008245,116,4113
2421,3020167,114,4110
2424,2017032,104,4109
2424,1066191,114,4110
2428,2009132,109,4107
2429,6091207,107,4125
2430,1071207,104,4117
2431,6069150,104,4117
2432,2026083,104,4136
2433,5017061,104,4117
2434,2067015,116,4113
2435,4019061,117,4125
2436,6104135,103,4110
2438,4043146,117,4125
2439,6015041,107,4125
2441,2059388,116,4113
2442,6016222,101,4110
2443,2001047,106,4121
2444,4055169,109,4107
2445,2043330,117,4125
2446,4010012,104,4109
2447,6053253,110,4109
2448,5003256,109,4107
2449,5056276,106,4121
2450,5059094,112,4110
2452,1067005,109,4107
2455,4017039,106,4121
2456,5039054,117,4125
2457,2045060,101,4110
2459,2016110,117,4125
2461,2047158,103,4110
2464,2067006,104,4136
2465,1064022,116,4113
2466,1056031,110,4107
2467,1066279,109,4107
2467,7029129,116,4125
2469,6014195,107,4118
2470,6022026,116,4113
2471,5052157,109,4101
2472,7008173,117,4125
2473,4014121,104,4109
2474,7022188,104,4109
2475,4003044,117,4125
2477,1032242,102,4128
2480,6093050,117,4125
2483,2005303,104,4136
2484,1068029,114,4110
2485,1028097,102,5226
2487,1050348,102,4128
2488,2067363,109,4202
2489,4003324,109,4101
2490,1031039,104,4109
2491,3016167,116,4111
2492,2040170,108,4110
2493,1034327,116,4113
2495,1067004,104,4136
2496,7028137,114,4110
2497,1073096,117,4125
2498,4003038,104,5210
2498,4004283,116,4113
2501,2040174,113,5502
2502,7020203,104,4136
2503,2052022,104,4136
2504,4031219,116,4111
2505,6070166,110,4107
2508,7003128,104,4109
2510,5040346,116,4113
2511,6098327,110,4107
2512,6086023,106,4121
2513,2031163,117,4125
2514,6094086,102,5226
2515,6048238,110,4101
2516,6069184,107,4125
2517,1069226,102,4128
2519,6092303,113,4117
2522,6012031,110,5207
2523,7003050,103,4110
2524,2030057,109,4107
2525,4035181,104,5210
2526,1030122,110,4107
2527,7003289,109,4204
2528,1067139,103,4110
2529,1070271,104,4136
2531,6037266,101,4110
2536,7028286,116,4113
2538,5055379,109,4107
2539,4033231,116,4113
2540,4018262,116,4113
2542,2005148,113,5502
2544,6087183,101,4110
2546,2049142,106,4107
2547,6047025,106,4121
2549,1050039,109,4101
2552,1071299,111,4111
2555,7003138,102,4202
2556,6091013,107,4125
2557,6029242,110,4107
2559,1030178,111,4111
2561,6002088,101,4110
2563,2016042,104,4109
2564,3015062,104,4109
2566,7036029,109,4202
2567,5056126,112,4110
2569,6102139,117,4125
2571,3009276,104,4109
2572,2003490,116,4113
2573,1066038,104,4136
2574,7010068,104,5210
2574,7006035,117,4125
2577,4014087,114,4110
2578,1077122,104,4109
2580,5056248,106,4107
2581,6096037,117,4125
2582,4053241,116,4113
2584,2031034,104,4109
2585,4047039,116,4113
2587,2065118,103,4110
2589,7016105,113,5502
2590,2041037,108,4110
2591,6100172,107,4118
2592,6030236,110,4101
2593,3035130,104,5210
2593,4003356,114,4110
2593,4013053,117,4125
2596,6070301,104,4109
2597,6104271,108,4110
2598,1073337,104,4136
2599,2028375,114,4110
2600,1055102,104,4136
2602,6035229,110,4101
2603,7001442,117,4125
2604,6090294,110,4107
2605,2041100,104,5210
2606,4018210,109,4202
2607,6030291,110,4107
2609,2043183,109,4101
2610,2059048,109,4107
2611,4033186,109,4107
2615,7032040,109,4107
2616,6028022,110,4101
2618,1073243,104,4109
2619,5003142,110,4107
2621,1011076,113,4117
2623,1023162,117,4125
2626,6009183,101,5216
2627,7032066,104,5210
2628,2026315,104,4136
2630,5030139,117,4125
2632,4045211,109,4101
2635,6098202,101,4110
2637,5031258,104,4136
2638,2058063,117,4125
2640,2067353,116,4113
2642,4043367,109,4107
2644,7020135,104,4109
2645,2065265,104,4109
2648,6031262,110,4107
2649,6100202,110,5227
2650,2034014,104,5210
2653,4008268,110,4107
2654,7038060,106,4107
2655,2059400,104,4109
2657,6094308,107,4125
2658,4033199,112,4110
2659,2045110,109,4107
2663,1074225,109,4202
2665,2067177,114,4110
2666,6087079,101,4110
2667,5052219,106,4107
2668,7001006,102,4128
2669,6094184,114,4110
2671,7026027,116,4113
2672,1071246,104,5210
2673,1002258,110,4107
2674,2016343,104,4109
2675,2040235,104,4109
2676,5015047,116,4113
2677,1028171,109,4202
2679,2005410,109,4107
2681,1036001,102,4128
2683,5005071,116,4113
2685,7025121,102,4128
2686,4032322,104,4109
2687,6101306,110,5227
2688,1028376,112,4110
2689,5039041,106,4107
2690,7016081,108,4110
2692,2020327,104,5210
2694,7010067,112,4110
2695,6021228,101,4110
2697,6013075,101,4114
2700,7038102,117,4125
2701,5005307,110,4101
2702,6067223,117,4125
2703,1014280,116,4111
2704,1074192,104,5210
2705,6071043,109,4101
2706,1068185,117,4125
2707,1076253,109,4202
2708,1014293,104,4109
2709,4024017,117,4125
2710,1003137,110,4107
2710,1021038,111,4111
2712,1070168,104,4109
2713,5026136,106,4107
2714,6062242,110,4107
2716,6008103,112,4110
2717,7004173,114,4110
2718,4008019,108,4110
2719,2026052,108,4110
2720,2035076,104,5210
2721,6006111,101,4114
2723,7021075,110,4107
2724,1057129,109,4101
2725,6115193,111,4111
2726,4003109,116,4113
2727,4033224,116,4113
2729,2043071,109,4101
2730,2043086,109,4202
2731,7030331,104,4109
2732,6092088,106,4101
2733,7039220,106,4107
2734,4009008,114,4110
2736,1067120,110,4107
2737,2002135,104,5210
2738,3041110,104,4109
2738,1041061,107,4125
2740,6048244,110,4107
2741,7011207,106,4107
2742,6032243,105,4111
2745,1073014,104,4109
2746,7018152,112,4110
2748,6034048,110,4101
2751,2031231,104,5210
2752,1060305,102,4128
2753,5026068,106,4107
2754,2043006,112,4110
2755,6087055,116,4111
2756,6120344,110,4101
2757,1029119,110,4107
2758,5005296,110,4109
2759,4009243,109,4107
2760,7039160,104,5210
2761,4010402,109,4204
2763,6099064,107,4125
2764,4053219,112,4110
2765,1064003,116,4113
2766,3029179,112,4110
2767,4001234,110,4101
2769,5060356,109,4101
2771,4010388,109,4202
2772,2034173,113,4107
2773,6028132,110,4107
2775,6097127,107,4125
2776,7010083,116,4111
2777,2043245,116,4111
2778,2025336,104,4109
2782,6069156,110,4101
2783,3032176,116,4125
2785,4008349,109,4101
2788,2040059,104,4109
2788,6014166,106,4107
2792,2027105,104,5210
2793,6081189,117,4125
2794,1003066,111,4111
2796,2043292,109,4202
2798,1006232,117,4125
2799,7021047,104,4109
2800,2040038,109,4202
2801,7020212,112,4110
2802,1005290,110,4107
2804,3016273,104,4109
2805,5040018,117,4125
2806,4009327,114,4110
2806,6028186,116,4113
2808,7009112,113,4107
2810,1057292,117,4125
2811,7038084,109,4107
2812,1072169,114,4110
2814,4024057,116,4111
2816,6005063,107,4118
2817,1022135,102,4128
2818,2034278,108,4110
2821,2025343,102,4128
2823,4043190,109,4101
2825,7020136,104,4109
2826,2040199,102,4128
2827,5022052,117,4125
2828,1041224,117,4125
2830,1064108,106,4107
2831,1052207,102,4128
2832,4057135,109,4101
2833,2044228,116,4111
2834,4005004,102,4128
2835,6068183,101,5216
2836,7010203,107,4118
2837,3016254,104,4109
2840,1003101,102,4128
2841,2030213,106,4107
2842,2028431,108,4110
2843,5020174,109,4101
2845,1065277,116,4111
2846,6094017,117,4125
2848,2017232,108,4110
2849,6014087,106,4107
2851,1074014,102,4128
2853,6004089,117,4125
2854,2067115,116,4111
2857,6012209,114,4110
2858,7029312,104,4105
2859,2007229,102,4128
2860,5032085,109,4204
2861,4009316,104,4109
2863,1075107,106,4101
2864,1013074,108,4110
2865,1031155,105,4111
2866,2040239,114,4110
2868,6094110,104,4105
2869,1069337,104,4109
2870,2016044,106,4122
2874,4001112,106,4107
2875,5030024,106,4107
2876,1073110,104,5210
2877,5056167,117,4125
2878,1042130,102,4128
2879,2026104,108,4110
2880,1027262,102,4128
2881,1059161,102,4128
2883,4014066,108,4110
2884,2049170,116,4111
2886,7007279,108,4110
2887,4031182,117,4125
2888,4054380,116,4111
2889,4031025,114,4110
2890,7029107,114,4110
2892,1069007,109,4202
2894,2023268,117,4125
2895,1066312,106,4107
2896,1066004,106,4170
2897,2067167,108,4110
2898,1065091,108,4110
2901,2043300,116,4111
2902,2042028,106,4107
2903,2034205,117,4125
2904,1033078,106,4107
2906,1052298,102,4128
2907,1059202,102,4128
2908,4009146,102,4128
2912,6071112,109,4109
2913,1014082,111,4111
2914,4010240,114,4110
2915,4037074,109,4101
2916,4054221,116,4111
2917,1021236,102,4128
2919,7039007,114,4110
2922,6091100,110,4109
2923,6067212,117,4125
2924,6013054,107,4125
2925,6093076,112,4110
2926,2030034,109,4101
2927,7018118,122,4110
2930,1072045,107,4125
2931,6070035,110,4101
2932,6022255,121,4110
2933,6089143,107,4125
2934,1027011,102,4128
2935,7027006,113,4109
2936,4029328,112,4110
2937,1065249,106,4107
2939,1030137,102,4128
2940,7038321,116,4111
2941,1046211,109,4101
2942,6114025,106,4122
2945,1034220,114,4110
2946,1028348,102,4128
2947,4001359,116,4111
2948,2049164,113,4117
2949,4028091,108,4110
2950,4017127,102,4128
2951,2053299,102,4128
2952,3019139,114,4110
2954,7002128,113,4107
2955,7029144,109,4101
2957,4001364,109,4109
2959,1010012,110,4101
2961,2067192,116,4111
2962,2058018,116,4125
2964,6094029,106,4101
2964,4061022,116,4111
2966,1072177,116,4111
2967,4003041,116,4111
2968,6089222,102,4128
2969,3012169,106,4107
2970,4003097,102,4128
2971,6100081,109,4101
2972,5013102,110,4109
2973,7039066,102,4128
2974,1065290,102,4128
2976,1013047,106,4107
2977,5053126,106,4170
2978,7004335,107,4125
2981,1057081,102,4128
2981,1060323,107,4125
2985,7035272,106,4107
2986,7026113,102,4128
2987,4013278,108,4110
2988,3016078,109,4109
2989,2067266,114,4110
2990,1064264,106,4107
2991,7032448,109,4109
2992,4004117,114,4110
2993,5035094,104,4105
2994,1002226,110,5210
2995,6030114,110,4101
2998,6033120,112,4110
3001,1066165,106,5210
3002,4009087,116,4111
3004,5002399,109,4101
3005,1066052,102,4128
3006,1032164,113,4117
3009,5059124,109,4204
3010,7032058,113,4109
3011,6067043,107,4118
3013,1065215,113,4107
3014,2065212,114,4110
3015,2025184,114,4110
3016,1005047,108,4110
3017,6089195,110,4109
3018,4011212,114,4110
3021,1071273,109,4109
3022,2067289,114,4110
3023,2067379,111,4111
3026,6090159,116,4111
3027,2045090,104,4105
3028,4044186,109,4101
3029,2041176,113,4107
3031,7030036,109,4109
3033,7011109,112,4110
3034,5056188,106,4101
3038,7025075,108,4110
3039,1002361,102,4128
3039,5052383,114,4110
3041,6015029,107,4125
3042,1032177,113,4107
3044,1058396,110,5201
3045,2051147,114,4110
3046,6118014,106,4101
3048,4054222,114,4110
3051,1051262,102,4201
3053,1065149,109,4101
3054,2021085,113,4117
3056,1071133,102,5245
3057,6019330,107,4125
3058,2040068,104,5205
3059,4010361,109,4123
3060,2067408,114,4110
3061,1066237,105,4111
3062,7023090,109,4109
3063,2033065,108,4110
3066,2040206,109,4109
3067,6050061,110,5227
3069,6016188,107,4125
3073,5059055,106,5210
3074,2018268,104,4105
3075,1058201,107,4125
3076,6099054,107,4118
3078,1002077,110,4109
3079,4011282,102,5244
3080,2067153,111,4111
3081,4024199,109,4109
3082,1038043,110,4109
3083,1066199,111,4125
3084,1029033,109,4109
3085,2006213,116,4125
3087,4001393,104,4105
3087,6034214,110,5201
3089,7022272,113,4107
3090,1055136,106,4122
3091,2030094,112,4110
3092,6072070,110,4109
3094,6101321,110,4109
3096,1030105,102,5245
3099,5002045,110,4109
3103,5060181,106,5210
3104,4023169,116,4125
3105,2041081,116,4111
3107,1068147,116,4111
3108,1032156,102,5245
3109,1061058,107,4125
3111,1073237,114,4110
3112,7001136,104,4105
3113,2001356,104,4105
3114,2030223,106,5504
3115,1029121,102,5245
3119,2025448,116,4111
3120,7032330,116,4111
3122,4038054,116,5223
3123,1028110,113,4117
3126,6019372,107,4118
3127,7001096,116,4111
3127,1066273,116,4111
3130,4052274,109,4109
