Rank,RollNo,Institute Code,Branch Code
3467,1180060,110,5227
3468,1105190,102,4128
3472,2108019,111,4111
3474,2084006,102,4128
3475,5035474,110,4117
3476,5091108,106,4107
3478,2022055,106,5225
3479,6038063,101,4110
3480,2102187,109,4107
3481,4081132,113,4117
3483,1060098,117,4125
3484,6188342,117,4125
3486,1102193,102,4128
3491,7051050,121,4110
3492,1134348,114,5305
3493,6208137,101,4114
3497,5035226,117,4114
3499,6164176,110,4107
3500,6027043,101,4114
3502,7005075,109,4107
3506,2078573,109,4107
3509,6164167,110,4101
3513,6196203,121,4110
3514,1158225,110,4107
3516,6147132,110,4101
3517,6158281,110,5227
3520,1167173,106,4170
3521,6162016,110,4107
3522,4009105,102,4128
3524,2077339,106,4107
3525,5048059,114,4114
3526,7015027,104,4192
3528,1008043,111,4111
3529,1007009,111,4111
3531,4111068,106,4101
3533,1160308,110,4101
3536,2055013,104,4109
3539,7057218,103,4187
3542,4008386,102,4128
3543,2052081,104,4125
3544,1032076,117,4125
3546,5090354,109,4101
3549,3038418,106,4111
3552,5035480,104,4109
3553,6111041,109,4204
3554,7065097,109,4107
3560,7058082,116,5223
3564,1138080,110,4101
3565,1023020,111,4111
3566,2076797,102,4128
3568,4063057,114,4114
3570,7074038,103,4187
3571,6195239,121,4110
3574,1103048,102,4128
3577,6129148,110,4107
3578,2002233,109,4107
3581,2054640,104,4107
3582,4072099,109,4107
3584,7069200,115,4111
3585,7010097,117,4125
3586,2034025,111,4111
3588,7079097,113,4136
3589,4024099,117,4125
3590,1159125,102,4128
3591,4074142,117,4125
3592,2102156,121,4110
3593,2019024,104,4105
3598,1025011,104,4193
3600,2098094,109,4107
3603,6106123,102,4101
3607,6236092,106,4170
3609,2092095,102,4128
3610,2039059,101,4114
3612,2019377,104,4109
3614,7026581,109,4101
3615,2114166,111,4111
3617,5019031,113,4117
3618,5033033,116,5223
3620,1007017,106,4170
3622,4085038,109,4107
3623,2049248,102,4125
3626,2019180,117,4125
3627,6223103,106,5225
3628,2020143,117,4125
3631,7002146,114,5305
3632,6095071,101,4114
3633,6016034,110,4107
3634,4013085,103,4187
3636,2030144,110,4107
3638,6207199,107,4111
3641,1038101,109,4101
3642,5048159,106,4107
3643,1105122,102,4125
3644,1030086,114,5305
3648,4018017,117,4114
3649,3049011,101,4114
3650,1149006,102,4128
3651,2045115,103,4187
3652,6188494,110,5227
3653,1122152,104,4109
3654,2033137,104,4109
3655,2044097,113,4107
3656,2033115,104,4105
3659,2076216,104,4109
3661,1059340,123,4110
3662,1147035,119,4110
3663,6249006,121,4110
3664,6198072,101,4114
3666,5041074,106,4107
3669,2027083,106,5239
3671,1134480,106,4107
3673,4001481,106,5225
3677,3013161,109,4109
3678,6136037,110,4101
3679,4064168,114,5305
3681,1159324,110,5227
3688,1101155,102,4128
3690,4030091,114,4114
3691,5032210,101,4114
3692,1161197,102,4128
3693,2018095,104,4109
3696,2013153,104,4193
3698,6078015,117,4114
3699,6123496,102,4128
3700,6115069,102,4202
3702,2079128,104,4109
3704,4088120,117,4125
3706,6192135,101,4110
3707,1081126,117,4114
3708,7077104,109,4107
3713,5035485,106,4107
3714,4013088,104,4109
3717,4015251,104,4105
3720,1160019,102,4128
3721,4096034,106,4170
3722,1160296,109,4101
3723,7077177,114,5305
3725,4015259,119,4110
3726,6168035,110,5227
3730,7035154,116,5254
3731,1044182,109,4204
3733,5082149,106,4107
3736,1076002,106,4170
3737,7002123,115,4110
3738,7012093,104,4109
3742,5066053,106,4170
3748,2002150,106,5239
3749,2009234,102,4101
3750,7069214,104,4117
3751,1026012,109,4101
3754,1040202,104,4193
3756,4041111,117,4114
3757,7032168,110,4109
3758,3088259,109,4107
3759,1157423,106,4107
3760,6185056,110,5227
3761,1040019,117,4125
3762,7033069,106,4170
3764,6104429,114,5305
3765,6004047,106,4107
3766,4097116,106,5239
3767,3087122,106,5239
3768,5055025,114,5305
3769,5090308,114,5305
3773,1178094,107,4125
3774,7023051,113,4109
3775,7029001,102,520E 
3777,3033026,106,4170
3778,1159264,108,4111
3781,1159302,107,4125
3782,7068069,109,4107
3783,2063208,109,4107
3785,1037375,110,4127
3787,6098099,110,5227
3789,6005146,110,5227
3790,1158222,110,5227
3792,7078131,113,4107
3794,7014072,115,4110
3795,6123155,110,4109
3796,1001006,109,4204
3798,5047357,104,4193
3800,2037020,104,4105
3802,1162041,102,4125
3808,4103081,114,5305
3813,5097041,106,4107
3814,2047028,117,4125
3816,1038048,110,5201
3817,6186060,101,4114
3819,2111155,101,4114
3819,5057007,117,4125
3822,2054155,113,4117
3826,4081140,119,4110
3828,6234004,107,4117
3829,1014025,111,4125
3830,1157296,113,4117
3831,6208135,107,4125
3832,1039161,110,4125
3834,6162036,110,4127
3835,5032146,106,5239
3836,4040083,109,4109
3841,2052053,115,4111
3844,3008026,117,4125
3847,2004034,106,5239
3850,1105082,102,4201
3851,5089250,113,4107
3852,4113049,117,4125
3856,1044126,107,4125
3858,1102207,119,4110
3860,2054421,119,4110
3861,6196174,114,4114
3862,1159258,114,5305
3863,6159233,110,4127
3866,3004461,101,4114
3868,6223045,107,4111
3871,7006172,106,4101
3872,7026069,113,4109
3877,1048005,106,5222
3879,2077471,117,4107
3880,5086048,114,4114
3881,6193281,107,4118
3882,5035046,113,4109
3884,5076069,101,4114
3888,1040049,117,4117
3891,6182123,117,4114
3892,1101208,109,4107
3893,2100395,117,4125
3894,2107141,117,4125
3895,5092071,116,5223
3896,6196071,110,5207
3901,7032008,113,4107
3905,4127078,110,4109
3909,6209017,106,5241
3914,4075133,113,4111
3915,4002315,109,4109
3916,6033026,120,4110
3917,7018119,115,4111
3918,5008196,101,4114
3920,1042039,104,4125
3921,4072133,109,4204
3922,6208115,106,5239
3923,6147244,110,4125
3925,1102191,117,4125
3929,2055516,106,5239
3930,1039144,123,4110
3932,2054289,107,4117
3933,5051030,106,4122
3934,7026124,117,4114
3935,6090053,101,4110
3936,7072503,103,4111
3937,4025061,106,5504
3938,2054367,104,4193
3939,6187172,114,4114
3942,5003098,106,4121
3947,6003071,101,4114
3953,1119328,118,4181
3954,6166053,101,4114
3960,6042082,101,4110
3961,7029061,104,4193
3962,6204198,107,4111
3966,2028224,104,4193
3967,1162090,106,4101
3968,6158223,107,4125
3969,5055020,114,4114
3970,6158220,110,4127
3972,2100484,116,5223
3973,1048127,117,4116
3975,7053240,106,5222
3978,7079079,117,4117
3981,6226066,110,4117
3982,2107114,106,4107
3985,2036076,122,4110
3986,4016016,106,5241
3987,2108161,117,4125
3988,4061025,106,5241
3989,4008130,102,520E 
3990,7037247,117,4125
3995,5072260,116,4125
3999,1032051,114,5305
4000,2003019,113,4107
4003,1179174,109,4101
4004,6164165,106,4107
4005,4103123,104,4125
4007,1160363,110,4117
4010,1044147,107,4125
4012,1003209,111,4125
4015,5091280,106,5210
4017,3036047,114,5305
4018,6205147,119,4110
4021,6018013,109,4204
4022,1176112,113,4107
4023,1084063,117,4125
4024,2104019,104,4105
4028,5095083,106,4105
4031,6187206,114,4114
4032,1030114,117,4125
4044,4008220,104,4193
4045,7071013,113,4107
4046,5058001,113,4107
4048,4079009,115,4110
4051,2020207,117,4116
4052,2081572,106,5241
4053,4091062,102,520E 
4055,4006022,106,5210
4060,2046204,113,4109
4061,6145024,110,4109
4062,1103162,104,4105
4063,2100405,104,4105
4064,1102490,109,4204
4065,1044015,116,5254
4066,6185362,115,4110
4072,6129044,120,4110
4073,4104208,104,4105
4074,7076221,113,4107
4075,2078709,113,4107
4076,2066052,113,4107
4077,7071092,116,4125
4079,1122064,102,4101
4081,6115022,110,4125
4085,2086184,115,4111
4091,2066381,109,4109
4092,4008035,113,4107
4093,2055323,113,4111
4095,6158337,117,4125
4096,1105089,102,520E 
4098,7068014,109,4109
4099,2018165,104,4105
4101,6012048,115,4111
4102,2080120,104,4105
4107,1021015,113,4107
4108,7072417,109,4101
4109,1041012,101,4114
4110,1106123,104,4117
4111,5066089,101,4111
4112,1060142,102,4101
4113,2028149,109,4101
4114,4003118,102,4201
4117,1103070,121,4110
4118,5065239,117,4125
4120,6105195,114,4114
4121,2101358,115,4111
4122,1159369,117,4117
4123,2033142,114,4114
4124,7057170,109,4109
4125,4125062,114,4114
4129,2045344,122,4110
4131,2045184,102,4107
4132,6107145,113,4111
4133,5100114,117,4125
4134,3004090,117,4125
4135,2023019,104,4193
4137,6230026,120,4110
4138,1045137,107,4125
4141,1101425,102,520E 
4143,4041045,117,4125
4145,1136177,110,4109
4147,5022009,106,4122
4148,2021083,104,4105
4149,4032017,106,5201
4153,2011028,113,4107
4156,4009302,113,4107
4158,4104234,104,4105
4159,1102018,113,4107
4160,7006108,116,4113
4161,1167198,109,4101
4162,6163029,114,4114
4165,1162192,109,4101
4168,2102037,120,4110
4169,5044048,106,5201
4172,7035235,115,4111
4173,5097024,106,4122
4174,7084041,113,4107
4175,7065012,113,4111
4176,1023014,106,5222
4177,7084094,104,4105
4180,2002281,114,4114
4182,6232053,120,4110
4183,5050211,114,4114
4184,6137008,107,4125
4185,1081264,106,4101
4186,1004393,109,4109
4187,1112020,102,520E 
4190,2055576,104,4105
4191,1101202,115,4111
4192,6144052,106,4101
4193,5053102,106,4127
4198,1004028,106,4101
4200,2081208,106,5504
4201,1029011,113,4107
4203,2054195,103,4110
4205,6159027,107,4125
4206,2101489,109,4109
4207,2053056,104,4125
4209,4018071,102,4202
4210,7037032,122,4110
4213,1102257,102,520E 
4214,3031128,101,4111
4216,1014015,115,4111
4218,1103092,113,5502
4219,7081110,106,4101
4221,2024070,109,4109
4225,7032239,107,4125
4230,4090090,109,4109
4231,7018014,107,4125
4232,1159370,113,4107
4237,5092040,116,5223
4238,7032564,114,4114
4239,1143226,113,4107
4240,6122019,113,4107
4241,5035057,109,4204
4242,4071076,113,4107
4243,1142212,102,520E 
4244,5038059,113,4109
4245,6209050,120,4110
4247,2101355,113,4107
4249,6123319,110,4125
4252,7055057,103,4111
4257,2120099,102,4107
4258,3055015,113,4111
4261,6076127,121,4110
4262,2104087,107,4125
4265,2054635,106,4101
4266,6057067,106,4122
4267,7018117,115,4111
4268,2055502,112,4144
4269,1159013,105,4125
4270,4008155,116,4125
4271,1021192,119,4110
4272,4061055,106,4101
4273,1060151,107,4117
4274,2118028,102,520E 
4275,7016232,110,4109
4277,3061044,119,4110
4278,7031085,120,4110
4279,1031132,111,4125
4285,2118167,122,4110
4286,6159108,106,4122
4290,2037058,116,4125
4291,1131019,106,5241
4292,2039033,104,4125
4294,3057097,109,4109
4296,4007157,109,4109
4298,1106099,102,520E 
4300,4001456,118,4110
4301,1039032,109,4123
4306,4086083,117,4117
4309,7063073,113,4136
4310,4007206,101,4111
4311,2029078,113,4111
4312,5091568,114,4114
4316,1112014,109,4109
4317,1102333,104,4105
4319,5048169,114,4114
4321,7005035,109,4103
4322,7079033,113,4111
4323,4090071,113,4111
4324,5067151,101,5255
4327,6207033,107,4117
4328,5067167,106,4101
4329,2020220,104,4193
4330,1170111,108,4111
4331,2046369,104,4105
4332,4019088,114,4114
4335,1123029,114,4114
4337,2114318,113,4107
4338,6077087,110,4125
4340,7063006,114,4114
4341,4089042,115,4111
4342,1031108,111,4125
4346,1085079,116,4125
4347,1047103,110,4127
4349,5032079,104,4193
4352,2007021,115,4124
4353,1122158,110,4109
4354,7039018,113,4109
4355,5054063,109,4109
4356,7048071,113,4107
4359,6209038,108,4110
4361,7031204,104,4105
4363,2107199,113,4107
4365,7002044,112,4144
4366,4060041,116,4125
4367,5094208,106,4109
4371,1060060,110,4109
4373,7033153,115,4111
4376,7017008,110,4109
4378,4012095,106,5201
4380,7017076,106,5241
4381,1028035,104,4117
4382,7003089,113,4109
4384,7037056,106,5241
4387,5089290,117,4107
4393,6129173,110,4109
4395,4012162,113,4109
4396,2054344,104,4105
4404,2087093,109,4109
4405,1157162,102,5235
4411,5052344,106,4109
4412,1157380,103,4111
4413,6151003,110,4127
4414,7002140,115,4111
4416,2046154,117,4117
4418,6117012,107,4117
4419,1150015,117,4117
4420,5089437,116,4125
4421,2095005,113,4107
4422,2008066,122,4110
4423,6104405,116,4125
4424,6162164,110,4109
4425,1160288,117,4117
4426,7082043,122,4110
4427,4089230,113,4107
4428,2044146,106,5504
4431,1161115,113,4107
4433,6220033,105,4125
4434,1101065,113,4109
4435,2038105,104,4117
4437,1142014,119,4124
4440,7030037,114,4114
4441,7081160,113,4107
4442,1116029,106,5201
4444,4035067,104,4105
4449,6237130,114,4114
4450,1110017,102,520C 
4451,1031033,108,4111
4452,5091253,106,5210
4453,7032426,106,5210
4455,7082033,116,4125
4458,1004052,106,5504
4459,5054025,114,4114
4461,2073016,113,4107
4462,2078299,113,4107
4463,1044169,104,4105
4464,2081906,106,5504
4465,2092242,109,4109
4468,2101078,109,4109
4469,2078525,106,5210
4470,1116001,104,4139
4471,7005020,116,4125
4472,2107008,102,4107
4473,2018034,113,4136
4478,7028059,104,4125
4482,2105060,109,4109
4484,6167003,110,4125
4487,1084027,123,4110
4493,2107043,116,5254
4494,4123103,114,4114
4498,4055101,114,4114
4500,7005016,101,4111
4501,2120121,116,4125
4504,3064137,112,4144
4506,7038002,117,4117
4509,6190063,117,4116
4511,1162113,107,4107
4513,2013149,115,4111
4514,6192086,117,4117
4516,6124037,120,4110
4518,1101417,112,4144
4521,1021191,120,4110
4523,2078264,113,4107
4526,2023078,104,4139
4527,1065064,123,4110
4528,5089258,116,4125
4530,6213095,109,4109
4531,1157181,117,4107
4534,5065180,106,4109
4535,6084043,120,4110
4539,1048123,101,4111
4542,6021022,114,4110
4544,2009095,116,4125
4545,5018069,113,4107
4547,5050171,109,4109
4549,1168137,101,4111
4553,1040134,110,4125
4554,5013056,110,4109
4557,2039118,101,4111
4559,1008019,108,4111
4560,5046077,109,4123
4561,2109079,109,4109
4562,4006188,101,4111
4563,5076044,106,4109
4566,2112097,109,4109
4569,5075219,105,4125
4571,6022157,105,4125
4572,6104064,113,4107
4579,2092292,108,4111
4582,2039061,109,4109
4584,2018059,113,4107
4588,6227084,114,4114
4595,4104109,109,4123
4596,5098063,106,4105
4597,2076254,109,4109
4605,2014001,104,4139
4606,5083156,113,4107
4608,2081299,108,4110
4611,1037135,116,4125
4612,4078031,113,4107
4614,1033002,111,4125
4615,6098425,121,4111
4617,1162042,110,4125
4618,1162012,110,4127
4619,2078177,106,5504
4620,6215068,120,4110
4626,4035069,113,4136
4628,6134056,106,5504
4629,7065035,116,4125
4632,2034120,115,4124
4634,2065119,116,4125
4635,1160365,106,5507
4636,2054623,113,4111
4637,2039015,114,4114
4640,2028060,118,4181
4642,4095119,113,4136
4645,7008135,115,4111
4647,7012468,123,4110
4648,6179178,116,4125
4651,2118068,108,4110
4653,7015101,120,4110
4655,6011086,107,4107
4656,2019232,102,4101
4658,6158099,109,4123
4659,5051052,104,4139
4660,5069150,116,4125
4662,5056071,109,4109
4663,1176174,102,5235
4665,2019255,117,4107
4666,6106164,116,4125
4673,1023017,116,4125
4677,2005128,106,5507
4679,5090224,106,4122
4682,1031050,123,4110
4685,2087207,117,4107
4686,1136156,116,4125
4688,1134309,110,4127
4690,1111031,102,520C 
4691,5081058,110,4109
4695,6030069,121,4110
4696,7085113,104,4107
4697,5067109,106,5201
4698,7083063,113,4111
4699,4023382,115,4111
4702,2077053,109,4109
4704,2108146,102,4202
4707,2081223,109,4109
4710,6191397,106,5210
4712,7076154,113,4109
4713,1161023,117,4117
4716,6127091,107,4117
4717,2055368,113,4136
4718,7088181,102,520C 
4719,6098440,123,4110
4720,1132036,109,4123
4721,2043063,113,4109
4722,1046150,117,4107
4724,1030053,117,4107
4725,1015072,108,4111
4726,5032068,109,4109
4731,1102409,117,4107
4734,4048082,117,4107
4739,7083019,116,4125
4742,7077123,104,4107
4744,6061004,114,4114
4745,3058021,109,4109
4746,2040036,113,4111
4747,2057208,106,5201
4748,7008165,122,4110
4751,5094109,106,4109
4753,4082121,109,4109
4754,1004355,106,5201
4755,6039012,120,4110
4756,6162109,117,4107
4758,5059059,113,4111
4759,4079109,114,4114
4760,4073062,104,4125
4764,7077091,109,4109
4767,4101108,109,4109
4771,2020154,104,4139
4772,6133061,110,4109
4776,6185090,105,4125
4777,2025101,106,5210
4778,1050022,110,5207
4779,5076089,117,4107
4780,6237110,118,4110
4782,6123267,113,4136
4784,2072219,120,4110
4788,4088068,109,4109
4789,1089034,102,5226
4790,1046146,117,4117
4791,4123147,116,4113
4792,6143096,120,4110
4793,2098002,116,4125
4794,5035394,114,4114
4795,6174135,117,4117
4796,4016046,111,4125
4799,1111016,117,4107
4801,2055161,114,4114
4802,1150064,102,4107
4806,7079100,113,4136
4807,1101195,102,4201
4808,1150006,116,4125
4810,7017091,106,5241
4811,4087064,120,4110
4817,7039144,113,4109
4818,4068277,109,4109
4820,5089078,109,4109
4822,4084117,116,4125
4823,6188495,110,4107
4828,2100293,110,4109
4829,2077481,117,4107
4830,2090240,106,4122
4831,1179170,106,4109
4836,6054017,123,4110
4838,1016017,114,4114
4839,2114371,116,4113
4840,7005111,103,4110
4842,1102286,115,4111
4843,5077054,114,4114
4845,6123123,111,4125
4847,1022046,110,4109
4850,1107050,106,5504
4851,6166048,117,4117
4852,3089132,117,4107
4854,4040351,120,4110
4855,5059013,106,4122
4856,7029056,114,4114
4859,7055001,122,4110
4863,2055492,115,4111
4864,2101026,109,4202
4865,7004028,113,4109
4868,7032124,113,5502
4869,1142250,109,4125
4873,2114107,117,4107
4874,3038108,102,520C 
4876,1160220,106,5201
4879,1105128,109,4109
4880,2012001,103,4110
4881,5043105,123,4110
4882,6248028,110,4125
4883,1029013,110,4125
4884,1085103,101,4111
4885,5011040,101,4111
4887,4027066,106,5241
4888,5050336,106,5504
4891,6171067,102,520C 
4892,1108080,106,4122
4894,1098042,105,4125
4895,7083043,116,4125
4896,1157158,102,520C 
4898,6091106,114,4114
4900,4008465,113,4136
4901,4096095,114,4114
4904,1160355,107,4191
4905,5008069,101,4111
4906,2119043,110,4109
4907,6158133,110,4109
4908,5081075,114,4114
4909,4122137,109,4109
4910,2101075,113,4109
4911,2055442,115,4111
4912,2109187,112,4110
4914,1106078,117,4107
4916,1158080,117,4117
4917,3045036,109,4123
4919,5008035,110,4109
4922,1009014,101,4111
4926,1178120,102,520C 
4927,1106035,102,4201
4928,2100334,106,5210
4929,5052268,106,4109
4934,1118009,118,4110
4935,1161143,117,4116
4936,1160254,123,4110
4938,7077109,109,4109
4940,7032020,102,4107
4941,6159035,110,5207
4942,2018194,116,4125
4943,2054288,109,4123
4944,2054189,116,4113
4945,1104072,101,4111
4948,2014090,109,4123
4950,4109124,106,5504
4952,2023138,109,4109
4955,7067034,113,5507
4956,7083066,109,4109
4959,6160008,117,4117
4960,6101213,121,4111
4962,1051029,110,4109
4963,7032117,113,4109
4964,6139040,111,4125
4965,1157196,106,5504
4967,5083100,106,4109
4969,1102147,117,4107
4975,7037132,115,4111
4977,3042056,113,4109
4978,2066100,113,4109
4981,1177068,110,4109
4982,1151089,116,4125
4984,2028160,117,4107
4985,6126082,101,4111
4986,6126031,110,4127
4987,2118085,115,4111
4988,2104039,113,4136
4989,2028098,104,4139
4990,1034059,102,4101
4991,2114131,109,4125
4992,1111048,102,4107
4995,7035153,122,4110
4998,7073016,109,4123
5000,4008282,112,4110
5001,3007043,109,4123
5005,6119030,120,4111
5006,2120065,102,4201
5008,3041040,104,4139
5010,1108002,102,4201
5011,2117042,105,4111
5012,4062044,109,4109
5013,1024012,117,4117
5014,4062034,110,4125
5016,4071037,114,4111
5017,6167031,107,4107
5018,6052168,110,4125
5021,2039043,116,4125
5023,4123115,115,4111
5025,5029113,123,4110
5026,1175050,123,4110
5028,6200011,117,4116
5029,1008114,117,4107
5031,1091008,117,4107
5032,7017010,106,4127
5038,1120200,110,4109
5043,6150182,111,4125
5044,4107065,108,4111
5048,1102331,110,4127
5050,4010105,116,4113
5053,5075041,106,4127
5054,2045371,122,4110
5057,4015293,109,4109
5060,1023316,104,4139
5061,1101395,102,4107
5062,2030014,103,4111
5065,1003031,111,4125
5067,1090059,109,4123
5068,2063172,116,4125
5069,2075029,117,4107
5074,6212062,114,4110
5076,2081778,113,4136
5077,2077710,102,4107
5078,1004221,110,4109
5080,2073042,114,4111
5081,2118044,110,4109
5082,5047084,106,4109
5083,2057321,115,4111
5085,4056039,109,4109
5087,5084070,114,4111
5090,4008279,114,4111
5093,5090512,106,4122
5094,7064091,101,4111
5095,1002038,110,4109
5096,3049133,113,4136
5097,7037007,104,4139
5098,2092228,116,4107
5099,2076415,123,4110
5101,4089195,115,4111
5102,1102463,112,4144
5104,2039253,109,4123
5105,1006082,108,4111
5107,4067055,106,5210
5108,1022008,110,4127
5110,2116165,105,4125
5112,6194157,123,4110
5114,1121015,118,4110
5116,4099029,113,4109
5121,2076434,113,4109
5122,6164181,110,4109
5123,1033047,116,4125
5130,1158284,102,4107
5131,6213102,105,4125
5132,6004052,114,4110
5134,1042067,118,4111
5135,4107016,118,4181
5136,1157070,123,4110
5139,5079234,106,4127
5140,6230055,106,4109
5144,5035130,106,5504
5147,1103105,102,4201
5150,5060093,113,4109
5152,2040140,110,4127
5155,2092191,103,4111
5156,1166017,107,4107
5157,6129057,123,4110
5162,5083101,106,4109
5164,6158292,110,4132
5165,7032394,109,4123
5167,4023164,110,4127
5172,7003037,122,4110
5174,1061284,106,4122
5176,2094122,108,4110
5177,6185223,110,4109
5181,1037187,105,4125
5182,2100390,116,4125
5184,4069131,106,4109
5188,6208042,114,4110
5190,1101061,106,4122
5191,1161181,117,4117
5193,7003048,106,4122
5194,6167025,110,4109
5198,5092002,106,4127
5199,2041009,113,4136
5200,1165004,110,4125
5201,1053028,117,4117
5205,4010202,109,4123
5206,1004414,117,4107
5209,1103142,102,520C 
5210,1176022,103,4110
5211,2018180,103,4111
5212,2019240,122,4110
5214,4123091,109,4123
5215,4001044,104,4139
5216,6192020,118,4110
5218,2019069,122,4110
5220,6101048,114,4111
5221,3063023,106,4127
5222,2076656,102,5226
5225,1112043,101,4111
5226,6129043,101,4111
5227,5027381,117,4107
5231,5040172,109,4123
5232,6153025,110,4127
5233,3049145,116,4125
5237,1170010,118,4110
5239,1004395,110,4109
5240,7027046,102,4101
5241,7065022,104,4139
5243,2100132,101,4111
5244,1045139,101,4111
5246,1044138,118,4110
5247,7071011,113,4127
5249,7011100,101,4111
5250,6228086,101,5216
5254,1103054,102,4109
5256,4121114,116,4113
5257,2049013,109,4109
5258,2040058,114,4111
5266,7045009,110,4109
5267,2048056,113,4136
5268,1157493,113,4136
5270,6033060,121,4110
5271,1027011,113,4136
5273,4006049,109,4109
5277,6072059,114,4110
5278,6169029,102,4201
5280,5014017,110,4125
5281,1004056,111,4125
5282,5013104,107,4107
5283,5094252,106,4109
5284,2107274,104,4139
5285,7033240,103,4110
5286,7026546,106,5504
5287,2003032,103,4110
5288,2020222,109,4123
5289,6160015,110,4127
5291,1083066,106,5210
5293,1159358,106,4109
5294,1103255,106,5504
5296,2063050,113,4136
5298,5035327,110,4127
5299,2005154,119,4124
5300,1102291,109,4123
5303,7037008,106,4109
5305,4071184,109,4123
5308,1125030,101,4111
5311,2009046,103,4111
5312,2087225,116,4125
5315,2054058,113,4136
5316,4003213,114,4111
5319,4011086,101,4111
5321,1037117,108,4111
5322,4082134,116,4125
5325,6151058,110,4127
5326,1105119,107,4107
5328,6172050,110,4107
5329,2079021,117,4107
5330,2033060,118,4110
5331,2066407,116,4113
5333,2109219,118,4110
5334,7039154,113,4109
5335,6178160,114,4111
5336,4088077,109,4125
5337,1065004,118,4110
5339,2046168,108,4111
5340,2076318,108,4111
5343,5095026,116,4125
5345,2025064,116,4113
5350,1024024,114,4111
5352,2100415,116,4125
5353,2032051,118,4110
5354,6190405,106,4121
5355,2101494,113,4109
5357,7010123,113,4109
5359,1014083,111,4111
5360,4104141,106,4109
5361,7066034,109,4123
5362,6163002,110,4127
5363,2100253,113,4109
5368,3046127,113,4109
5374,3035096,106,4109
5375,5047363,106,4127
5376,6191118,106,4122
5379,4025024,113,4109
5382,5043126,110,4109
5384,6148112,114,4111
5385,2017069,103,4111
5389,7061095,109,4202
5392,1053065,112,4144
5396,4109112,106,4127
5397,1108065,113,4136
5399,1024035,117,4117
5403,5099030,112,4144
5404,1039039,112,4144
5405,7037018,118,4181
5406,7076032,113,4109
5407,2085090,113,4109
5408,2002022,104,4136
5416,1047108,109,4125
5417,2055627,106,5210
5418,7036009,106,5210
5419,2119038,105,4125
5420,2065004,106,4109
5421,2018100,116,4113
5422,6007054,112,4110
5423,4106111,117,4117
5424,5029223,106,5504
5427,6147282,110,4109
5428,1104125,110,4127
5429,6158111,102,520C 
5430,1040163,118,4181
5433,1101207,117,4107
5434,1105007,110,4109
5435,1004044,108,4111
5436,1041120,106,4105
5441,7077183,113,4109
5442,7043118,116,4125
5447,6223096,106,5281
5450,3053115,112,4144
5455,1046149,108,4111
5456,4014067,119,4124
5457,5082051,106,4133
5459,3054108,113,4109
5462,7017057,118,4110
5464,1007177,111,4125
5465,7039256,114,4111
5473,3056049,112,4144
5478,3050185,113,4109
5480,2090365,114,4111
5482,7035261,104,4139
5484,2043040,113,4109
5486,2054164,107,4107
5489,5072164,106,4122
5495,5006093,119,4124
5498,7059053,103,4111
5499,2114078,113,4109
5500,4006155,109,4123
5501,7061052,104,4107
5502,6071018,121,4111
5503,6169050,110,4107
5505,6232037,105,4125
5506,2039062,105,4125
5507,7035010,109,4101
5510,2051084,104,4139
5512,1065048,110,4101
5513,5056023,105,4125
5514,7082036,116,4107
5515,6161259,110,5207
5519,2101178,104,4139
5520,4026082,104,4107
5521,6123085,112,4110
5522,7002050,104,4139
5523,1004380,111,4125
5525,3059046,116,4125
5527,5027294,106,4127
5529,6185068,110,4109
5531,7040020,109,4125
5532,2055620,109,4201
5533,2055544,117,4107
5535,5073093,114,4111
5537,2120076,110,4109
5539,6205119,107,4107
5543,7039239,113,4109
5546,2082497,104,4109
5548,7032403,108,4111
5550,6159044,117,4117
5552,7047075,117,4117
5554,6161327,110,4127
5558,5068247,106,4127
5562,2086063,113,4109
5564,1162130,106,4127
5567,1037030,103,4125
5568,1039035,106,5253
5571,7004035,117,4107
5572,6005086,118,4110
5573,6165142,105,4125
5576,2011045,119,4124
5577,1039184,104,4139
5579,2097004,111,4125
5580,2043031,106,5253
5583,4008214,113,4109
5587,2114182,114,4110
5588,2081506,108,4110
5591,1103029,102,4109
5592,1108070,105,4125
5594,1101139,116,4125
5596,1105143,102,520C 
5599,2030092,103,4111
5604,4096010,110,4109
5608,2009213,116,4113
5610,5097042,109,4123
5611,7014191,108,4111
5612,5092169,117,4108
5615,1022074,116,4125
5617,4009062,105,4125
5619,2055654,102,4201
5624,2054690,119,4124
5625,6130003,117,4107
5626,1016106,113,4109
5627,7036045,113,4109
5629,2092081,104,4139
5636,4075230,116,4125
5638,1183046,110,4109
5639,4055102,114,4111
5641,5008197,108,4111
5642,1006072,108,4111
5644,1038080,103,4111
5645,6160026,108,4111
5647,2086002,108,4111
5648,6113068,110,4132
5651,6240118,114,4110
5654,1177095,106,4125
5655,2037108,113,4109
5657,5094086,106,4127
5660,7003003,119,4124
5662,7010125,109,4103
5665,5049056,106,4109
5666,2054524,104,4139
5667,2025001,116,4125
5668,1102310,102,520C 
5670,1159337,116,4125
5672,1019071,106,5281
5673,2020045,116,4125
5674,6115048,105,4125
5679,1003088,117,4107
5683,5033061,106,5504
5684,5068126,101,4125
5685,1004391,116,4125
5686,2056065,104,4139
5688,7032297,103,4111
5690,4095106,113,4109
5692,2054217,116,4113
5695,1029071,119,4124
5697,5098050,117,4107
5700,1101094,116,4125
5701,4034049,105,4109
5702,2082367,113,4109
5703,6129033,106,5253
5705,5089332,112,4144
