Rank,RollNo,Institute Code,Branch Code
1635,7064052,113,4111
1636,1073031,117,4124
1639,1001076,104,4117
1641,2116116,117,4114
1643,1115034,102,4107
1644,4073169,102,4107
1645,4121052,106,5222
1646,5026030,110,4111
1647,6200093,117,4114
1648,1004388,113,4111
1652,5083028,106,5222
1653,6129244,110,4125
1656,1160080,102,5226
1658,1157243,113,4111
1659,1101186,113,4111
1661,1151055,102,5217
1662,2045179,113,4111
1664,1149035,102,4107
1666,1005027,101,4110
1668,6132087,102,4202
1669,5038027,110,4125
1671,1004458,102,4101
1672,6271100,107,4111
1673,2019143,117,4114
1674,1170063,116,5254
1675,7060109,117,4114
1677,7082005,116,4113
1678,2044134,109,4111
1679,5099046,106,4121
1680,4024143,102,4107
1681,4010101,115,4110
1683,1046075,110,4111
1684,6159145,110,4125
1685,6189102,110,4125
1687,6144016,115,4110
1688,4009379,117,4114
1691,2065102,102,4107
1692,5047050,102,4107
1694,4064066,113,4111
1695,2054719,102,4107
1696,1048100,102,4101
1697,4012028,116,4110
1698,6230020,117,4114
1699,1161172,106,5222
1700,6203200,117,4114
1701,6191290,117,4114
1703,1165047,110,4125
1704,4073183,109,4125
1708,1042003,110,4125
1709,1158067,102,5217
1711,3043020,113,4111
1712,1101458,102,5217
1713,4085058,116,4110
1714,2046350,113,4111
1716,4063098,113,4111
1717,3057071,107,4111
1719,2102030,113,4111
1720,2015098,102,4107
1721,2097051,102,4107
1723,6057390,110,4125
1724,2054226,102,4107
1727,1103254,107,4111
1729,7082026,113,4111
1730,5098054,106,4121
1731,4023120,115,4110
1732,2039020,104,4107
1733,1046132,107,4111
1735,4017042,115,4110
1736,1103275,102,4107
1738,2120040,113,4111
1742,7035276,113,4111
1744,2055706,116,4110
1745,1167063,102,4107
1746,1047032,110,4125
1749,2102058,109,4125
1750,2054439,115,4110
1751,2106085,106,5222
1754,1004450,106,5222
1755,7043051,113,4111
1756,7059117,104,4117
1760,5030057,117,4116
1761,1048054,110,4125
1763,6129143,101,4110
1764,2054401,113,4111
1766,1171023,104,4117
1767,1102221,102,4107
1768,2044009,113,4111
1769,2075116,113,4111
1770,1088074,102,4107
1771,2016006,104,4107
1772,4120052,110,5602
1773,2071034,113,4111
1774,5085006,106,5222
1775,1023147,116,4110
1776,1167007,106,5222
1777,6214069,101,4110
1778,2117114,113,4111
1779,7004081,102,5226
1780,1176137,113,4111
1782,1157121,102,4202
1783,1060157,110,4125
1785,7039028,115,4110
1786,2072012,113,4111
1787,6096197,110,4125
1788,7032535,113,4111
1792,2075047,102,4107
1793,6224134,117,4124
1794,6189446,110,4125
1795,6181179,110,4125
1797,1101219,102,5217
1798,2090149,102,4107
1799,4072112,109,4125
1802,6159244,110,4125
1803,1155057,110,4125
1804,1109027,102,4101
1805,1046117,106,5222
1806,2078393,113,4111
1807,2049131,115,4110
1810,6164103,110,4125
1811,2087461,113,4111
1817,6037066,121,4110
1819,2006050,115,4110
1820,4064093,102,4107
1826,2082365,102,4101
1827,1029114,115,4110
1828,2081164,113,4111
1829,7077202,104,4107
1830,1160118,104,4117
1831,7044077,104,4112
1832,2072176,113,4111
1833,2098087,102,4107
1834,7035241,109,4125
1835,1161153,102,4101
1836,2069224,116,4113
1837,6165084,107,4111
1838,7026515,115,4110
1840,6189413,107,4111
1841,6079004,106,5222
1842,7060099,113,4111
1843,1033080,101,4110
1846,2054696,104,4117
1847,2082278,102,4206
1848,7069193,104,4107
1850,5091233,102,4107
1851,6161202,110,4125
1853,2114197,102,4107
1855,2016028,116,4110
1856,7016130,115,4110
1858,2101480,116,4110
1859,1176099,102,4107
1860,1110022,102,4101
1861,1003162,115,4110
1862,7089068,113,4111
1863,6188418,110,4125
1865,5015035,106,4125
1867,4041091,113,4111
1869,2055588,115,4110
1870,5090363,110,5602
1871,5095132,117,4116
1872,6207022,115,4110
1873,6026050,121,4110
1875,6211101,107,4111
1878,1067015,107,4111
1880,7028106,102,4202
1881,7036057,102,4107
1882,5053153,106,4125
1884,2042023,102,4202
1885,1158276,102,4101
1886,5013106,101,4110
1888,6166017,110,4125
1889,1102240,102,4107
1890,2089046,104,4107
1893,2077478,109,4203
1894,6167028,104,4105
1895,2064131,102,4107
1899,6192470,107,4111
1900,6051146,117,4116
1901,1110024,112,4110
1902,1151029,102,4107
1903,1021039,106,5222
1904,1116024,102,4107
1905,2034074,113,4111
1906,6158050,110,4125
1907,7086006,102,4101
1908,1004126,101,4110
1909,5043265,117,4116
1910,1049065,107,4111
1911,1101145,102,5226
1913,5068023,116,4110
1914,5027217,110,4111
1916,2077243,113,4111
1917,1177065,102,4101
1918,1004076,110,4125
1919,1032135,113,4111
1921,4073126,113,4111
1922,1108059,102,4107
1923,2028180,106,5222
1924,5091183,106,4125
1925,1004093,110,4125
1927,7016122,115,4110
1929,6192315,115,4110
1930,2101229,115,4110
1931,1025012,117,4116
1932,6241001,101,4110
1933,6178019,110,4125
1934,2054703,117,4116
1935,5082125,106,4121
1937,2077443,113,5502
1938,2054616,109,4125
1940,7035264,116,4113
1941,7044025,101,4110
1943,7032081,115,4110
1945,4008500,102,4107
1946,1106036,117,4116
1947,5066072,106,4125
1949,7076163,117,4116
1950,6164013,110,4125
1952,7012171,115,4124
1953,2100394,113,4125
1954,6158290,110,4125
1956,6186325,110,4125
1958,2011002,117,4116
1960,1052036,110,4125
1961,5078080,106,4125
1962,4009123,116,4113
1963,2066123,108,4110
1964,7013012,117,4116
1965,5082287,109,4204
1969,2034004,113,5502
1971,1170020,104,4117
1972,2031145,104,4107
1974,2054474,102,4107
1977,4060005,112,4110
1978,4059072,117,4116
1979,5043300,114,4110
1980,1176083,102,5226
1981,1104129,102,4101
1986,4001165,113,5502
1987,2077016,106,4121
1988,7029082,117,4116
1989,6203022,102,4101
1990,4087167,116,4110
1991,7032242,108,4110
1992,2019409,104,4117
1998,1004385,114,4110
1999,6102007,110,4111
2000,1101319,102,4107
2001,6012013,116,4113
2003,4048051,109,4125
2005,1004185,108,4110
2006,6158209,110,4125
2007,7088217,107,4124
2008,6161281,110,4125
2010,6207235,117,4116
2012,1102366,102,4101
2013,6162076,110,4125
2014,5096047,106,5507
2015,4004003,114,4110
2018,7048119,116,4113
2019,4018195,102,4202
2020,1116005,102,4101
2021,1159233,102,4109
2023,2035128,104,4109
2024,2102283,117,4124
2025,1136026,117,4116
2026,1030021,116,4113
2027,1107117,110,4125
2028,1158334,109,4125
2030,6123372,110,4111
2031,1098211,104,4107
2032,4009342,117,4116
2033,1033130,102,4109
2034,6115079,115,4124
2037,2054571,117,4116
2038,1121156,101,4110
2040,6110083,101,4110
2041,2104083,113,5502
2042,2073191,103,4110
2043,2056072,104,4117
2045,1120158,104,4112
2046,1050068,110,4111
2047,1171020,104,4117
2051,1161225,109,4111
2053,6053032,110,4125
2055,2054151,115,4124
2057,7015075,109,4125
2058,7026055,113,5502
2059,4015161,117,4116
2060,1101237,102,4101
2061,5055133,109,4125
2062,6192159,116,4113
2063,1107019,102,4109
2064,2103091,104,4107
2065,2015092,104,4107
2066,5058037,104,4107
2067,2055786,117,4116
2068,1161016,110,4125
2069,1045030,102,5226
2070,4007055,102,4101
2071,1046141,110,4125
2072,1044037,107,4124
2074,2040137,116,4113
2076,6167039,110,4107
2077,4015258,116,4113
2079,5034005,109,4125
2081,2079233,104,4117
2082,6118016,109,4125
2084,5075110,109,4125
2091,7026544,116,4113
2092,7023052,103,4110
2093,7064143,116,4113
2094,2019202,104,4112
2096,6100076,101,4110
2097,7033243,103,4110
2099,2012016,106,4111
2100,7016075,109,4125
2102,7039297,116,4113
2104,6193140,101,4110
2107,5057063,116,4113
2108,7010016,113,5502
2109,5093003,104,4107
2110,6192051,110,5602
2111,6123392,107,4118
2113,1021070,110,4125
2114,6147250,108,4110
2115,7034077,112,4110
2116,6123132,102,5226
2117,2102341,106,4125
2118,7003050,109,4125
2120,1040177,109,4203
2122,1090004,110,4125
2123,4009077,109,4125
2125,5007216,110,4125
2126,1006047,104,4117
2129,6187094,106,4115
2130,5097099,116,4113
2131,7047030,108,4110
2132,4054005,106,4121
2133,1051015,110,4125
2135,6168102,110,4125
2138,2055068,104,4107
2139,1157447,104,4117
2141,1101354,102,5226
2142,6029058,105,4110
2143,1180042,113,4125
2144,1008048,101,4110
2145,6114018,101,4110
2146,7039252,110,4125
2149,2057240,103,4110
2150,5049115,106,4121
2151,6162188,110,4125
2153,6108069,116,4113
2154,5027110,104,4107
2156,7003100,104,4107
2158,7051071,116,4113
2160,2064051,111,4111
2162,4075165,109,4125
2166,5090533,106,4125
2168,1040085,110,4125
2169,2055253,101,4110
2170,1052033,107,4117
2171,4023098,109,4125
2174,5090579,106,4115
2175,1023451,116,4113
2176,2063107,102,4202
2178,4013105,113,5502
2183,7003047,103,4110
2184,7083061,104,4109
2185,1043115,109,4202
2186,2046103,104,4117
2187,5062100,113,5502
2188,2046316,104,4117
2189,1135070,116,4113
2190,7037035,116,4113
2193,5066156,106,4121
2194,5075152,106,4121
2195,1042059,110,4125
2196,2008136,104,4107
2199,5066232,109,4125
2201,1176011,108,4188
2202,2100242,116,5216
2204,5061079,114,4110
2205,1048102,110,4125
2206,1081459,114,4110
2207,4036054,116,4113
2211,2053036,102,4109
2212,3023065,116,4113
2216,5082281,106,4121
2217,1152037,110,4125
2218,1049113,109,4125
2219,6129242,101,4110
2220,1004386,114,4110
2222,2018209,113,5502
2223,2104028,104,4107
2224,1045064,116,4113
2225,5086011,106,4125
2227,4001243,102,4125
2228,4023603,113,5502
2229,4009381,102,4128
2230,2090381,113,5502
2233,2100001,102,5226
2234,6191430,104,4107
2236,5054066,113,5502
2237,6101008,105,4111
2239,5095150,112,4110
2240,1158136,102,4125
2243,6147190,110,4101
2244,2018313,104,4107
2246,1017111,114,4110
2247,6193173,117,4124
2248,6168065,101,4110
2249,1160322,106,4121
2250,1030003,114,4110
2251,4126050,101,4110
2252,1180057,112,4110
2257,2107189,102,4202
2258,1046152,110,4125
2259,2078205,102,4109
2260,1160046,102,5226
2261,2095130,108,4110
2264,4062118,116,4113
2266,2064145,116,4113
2268,4112039,109,4125
2271,7071019,114,4110
2272,2036048,116,4113
2274,2009247,103,4110
2275,2089093,116,4113
2276,2046141,104,4136
2277,2077017,113,5502
2278,5070111,101,5216
2279,2090299,106,4121
2280,6148021,105,4111
2283,2080029,113,5502
2287,1135017,112,4110
2288,7058080,110,4125
2289,6191421,112,4110
2291,3013180,109,4203
2293,6060086,110,5227
2294,1040034,110,4125
2295,5030032,106,4115
2299,1052068,116,4113
2300,5072124,110,4125
2302,4076090,109,4125
2303,2054134,104,4136
2304,1162181,116,4113
2305,5094033,116,4113
2306,2055614,109,4111
2308,2039207,112,4110
2309,7041035,109,4107
2310,1004311,111,4111
2311,2008092,109,4125
2312,7046071,114,4110
2314,2050067,110,4125
2315,6208222,107,4118
2317,1174087,109,4202
2318,1087039,109,4125
2319,2003098,116,4113
2321,3039088,107,4118
2324,1007192,114,4110
2328,2100046,109,4125
2329,1159092,114,4110
2330,7012329,103,4110
2331,7035073,102,4109
2332,6159034,110,4107
2333,6134052,106,4125
2337,1110018,102,5226
2338,7049082,106,4125
2339,2051048,116,4113
2340,5029197,109,4202
2341,1157436,107,4118
2342,6114059,106,4125
2343,2081653,102,4128
2344,6083042,106,4115
2347,6070024,116,4113
2349,1031201,116,4113
2350,1003076,108,4110
2353,7061101,109,4125
2355,6051063,106,4115
2356,2019124,109,4125
2357,4009166,109,4202
2359,1052047,104,4136
2362,4092103,109,4125
2363,4065015,109,4101
2368,6209026,106,4121
2369,1165014,116,4113
2370,1021080,105,4110
2371,1081344,106,4125
2374,5089306,116,4113
2375,2100450,102,4109
2377,6193058,106,4125
2379,6012028,106,4125
2380,1149026,109,4125
2381,6165107,109,4125
2382,2027082,104,5210
2383,5081062,106,4125
2386,6209039,104,4112
2388,4016041,102,4117
2390,4094058,112,4110
2391,2052010,113,4117
2392,4002406,102,4109
2393,6265065,106,4125
2397,6186430,110,5602
2398,1104084,102,4128
2400,7032275,116,4113
2401,7035185,104,4109
2405,7032241,103,4110
2406,5051181,104,4109
2407,5036139,102,4128
2408,7077215,109,4125
2409,6188073,105,4111
2410,1133018,106,5239
2411,1023216,112,4110
2412,7032414,108,4110
2413,6126172,112,4110
2415,6124045,112,4110
2416,7089043,116,4113
2417,2055023,104,4136
2418,7089021,106,4115
2419,7026319,109,4125
2420,1040042,116,4113
2421,5091440,106,4121
2422,2039019,109,4125
2423,2054255,108,4110
2425,7041105,103,4110
2426,6057130,103,4110
2427,2046047,104,4192
2428,7006009,102,4109
2429,1102164,102,4109
2430,5040122,109,4125
2431,6224107,110,4101
2432,2076130,102,4109
2435,7032289,103,4110
2436,2078638,108,4110
2437,6224007,112,4110
2438,1147039,102,5226
2440,4072166,109,4203
2441,6201327,106,4125
2442,2086030,108,4110
2443,1031121,116,4113
2444,4002357,102,4109
2446,5090677,106,4125
2447,6204231,106,4121
2450,2037064,109,4125
2451,1157224,110,4107
2453,4001564,108,4110
2454,6124081,110,4107
2457,6094010,106,4125
2458,1158340,102,4128
2459,2087010,109,4202
2461,7053026,113,4125
2463,2042028,112,4110
2464,2006119,109,4101
2465,2076409,104,4136
2466,6164051,110,4107
2467,6098480,106,4111
2468,1004382,111,4111
2469,2073079,102,5226
2470,6186058,105,4111
2472,4012168,109,4125
2473,4008354,116,4111
2476,2072249,113,4125
2477,3035089,106,4125
2478,7087046,109,4202
2479,7032450,103,4110
2481,5099034,106,4125
2482,1167069,109,4125
2483,2100066,116,4111
2485,4092048,112,4110
2488,2055513,104,4136
2489,6129121,110,5227
2490,7057289,114,4110
2491,1162029,105,4111
2494,2055720,109,4125
2495,7063084,109,4107
2497,1107066,102,4109
2498,2025024,109,4125
2500,2117146,108,4110
2501,1136206,112,4110
2502,5049009,109,4125
2503,7081128,103,4110
2504,7083035,104,5210
2505,7029068,106,5506
2506,2030006,114,4110
2509,4110075,112,4110
2510,1021185,102,4128
2512,1060100,123,4110
2513,7002084,109,4111
2514,1115018,102,4109
2516,2018310,105,4111
2517,1159209,102,4128
2519,6196233,113,4117
2524,6102071,116,4111
2525,2047160,106,4125
2527,6162182,106,4125
2528,2057253,113,4125
2529,2087009,114,4110
2531,1103056,112,4110
2532,2012048,104,4136
2533,1046070,103,4110
2535,1018096,112,4110
2536,1161076,112,4110
2538,1103003,102,4109
2539,5094241,106,4125
2540,1099073,106,5239
2541,1178009,102,4201
2542,6053109,109,4125
2543,7069095,105,4110
2544,6143074,102,4128
2545,2064006,108,4110
2549,5095088,102,4128
2550,6110090,114,4110
2553,1105051,112,4110
2554,2018136,112,4110
2559,2054275,104,4109
2561,2119055,114,4110
2562,6214074,106,4125
2565,2049205,114,4110
2569,6076205,112,4110
2572,1060124,106,4101
2574,1161042,106,4125
2575,2076360,106,4125
2578,1159350,112,4110
2579,7039208,106,4125
2580,1115028,110,5227
2581,7081017,113,4114
2583,3038291,104,5210
2589,6162108,110,4101
2590,1040155,108,4110
2591,7026243,109,4107
2593,1049045,107,4118
2594,3010055,104,5210
2597,6269175,102,4109
2598,2077419,114,4110
2599,6131042,109,4111
2604,4069151,116,4111
2608,1158049,110,4107
2613,4018130,114,4110
2614,5027187,102,4109
2615,4125007,102,4109
2616,2066333,114,4110
2618,2100107,104,5210
2619,6226054,101,5216
2620,1040222,113,4125
2622,1033065,113,4125
2623,7035188,102,4109
2624,5066081,113,4125
2625,6190176,106,4101
2627,2064032,114,4110
2629,7003085,113,4125
2630,4008108,104,4136
2633,1087030,116,4111
2634,5069210,106,5239
2636,1042018,105,4111
2637,1109005,113,4125
2638,1109052,104,4136
2640,2040023,112,4110
2641,6196215,116,4111
2643,6110069,113,4125
2645,2002035,108,4110
2646,6187019,102,4109
2648,4023606,109,4202
2650,4003026,113,4125
2652,2077577,116,5216
2653,4061103,109,4111
2654,2089052,106,4170
2655,6093052,114,4110
2657,1159136,102,4109
2658,1158171,102,4125
2659,6189450,108,4110
2660,5054203,104,4109
2662,2057394,113,4125
2667,5047092,106,4170
2669,1038170,110,5227
2674,7042065,115,4124
2677,7020067,104,5210
2678,4013046,109,4202
2680,6196222,117,4125
2682,1157223,102,4128
2683,2076455,113,4125
2684,1016018,114,4110
2685,5031036,110,4107
2688,2087090,116,4111
2689,4004086,113,4125
2690,4002403,109,4202
2691,6249103,105,4110
2692,1112034,113,4125
2695,5052286,113,4125
2696,6164115,110,4101
2698,6161271,110,4107
2699,2032190,106,4170
2700,1102485,102,4128
2702,2012068,104,4136
2703,1041054,109,4101
2706,1007023,110,4107
2707,1161071,117,4124
2708,5035161,113,4117
2709,6160051,110,5227
2710,5090368,117,4125
2713,6124026,110,4107
2714,4122077,109,4101
2717,1008071,113,4117
2718,7032534,115,4110
2719,2038076,112,4110
2720,4078055,113,4125
2725,6162229,110,4107
2726,5043290,114,4110
2729,5086113,110,5201
2730,6202131,105,4111
2731,6123338,110,4101
2732,2075066,113,4114
2733,2054212,103,4110
2734,1005108,116,4111
2736,5091017,106,4111
2740,2076831,113,4117
2742,2057150,104,4109
2744,1061340,110,4107
2747,1127084,108,4110
2754,1111033,102,4128
2755,5049079,114,4110
2756,7081010,109,4101
2757,2081074,109,4203
2758,2053065,109,4111
2760,2054137,108,4110
2763,5083170,106,4107
2764,2055122,104,5210
2766,2065018,114,4110
2767,2107101,117,4124
2768,2101155,109,4111
2771,1105107,111,4111
2773,1176060,102,4128
2775,2081325,109,4107
2777,1051011,109,4204
2779,2018213,116,4111
2780,7059026,104,5210
2785,5094242,106,4107
2786,2100026,109,4202
2787,1081342,113,4125
2788,5088209,106,5239
2789,7010003,105,4110
2790,1180043,102,4125
2791,2106067,114,4110
2793,6158353,110,4107
2795,4095056,113,4125
2797,4088116,108,4110
2798,1151079,108,4110
2799,1101499,105,4111
2802,6123284,111,4111
2803,7088220,104,4136
2804,1044146,110,4125
2805,1176071,105,4110
2807,1134060,113,4125
2808,6159250,121,4110
2810,1106091,108,4110
2812,2090002,114,4110
2814,4028093,109,4202
2815,7014200,103,4110
2818,2081451,108,4110
2819,4130050,104,4109
2821,5068107,106,4111
2825,7032230,104,4109
2826,5079233,114,4110
2828,4005122,109,4107
2829,5035318,104,4136
2830,4068062,113,4125
2831,1060035,116,4111
2832,2107239,105,4111
2833,2076766,116,4111
2834,6057331,106,4111
2835,3004153,102,4109
2837,5083094,103,4110
2839,6132067,104,4192
2840,2047033,103,4110
2842,1167137,110,5201
2843,2101216,113,4125
2847,4126051,116,4111
2848,3062032,116,4111
2849,1120051,113,4125
2850,1081111,105,4111
2851,4006005,102,4109
2852,5069148,113,4125
2853,2100342,104,5210
2854,3088270,103,4110
2857,1150076,113,4125
2858,7032409,106,5239
2859,6229048,105,4110
2860,7083291,109,4202
2861,5091020,106,5239
2862,4034169,113,4125
2863,2075017,114,4110
2864,1060062,110,4101
2868,6187485,107,4125
2871,6037039,105,4110
2872,2055478,104,4109
2874,6159158,104,4136
2881,1044184,107,4118
2882,6168317,110,5227
2883,1114015,102,4128
2888,4096062,114,4110
2891,6115015,110,4107
2894,2100282,116,4111
2897,4105071,110,5227
2898,1038082,107,4118
2899,1016065,114,4110
2904,1045110,102,4128
2905,2055258,113,4125
2906,6187148,101,4110
2907,1157098,104,4136
2908,5094034,106,5239
2909,4078102,109,4111
2910,7062046,116,4111
2911,6152038,104,4105
2912,5090344,109,4111
2913,1108053,102,4109
2914,5035217,113,4107
2915,2055793,113,4125
2916,7032006,113,4125
2918,5050101,113,4125
2919,1160182,110,4107
2920,5045067,116,5216
2921,7030043,114,4110
2922,7039347,103,4110
2923,1023417,102,4109
2924,2090382,116,4111
2925,2086136,116,4111
2927,1011034,116,4111
2928,5097016,113,4125
2930,1038232,109,4111
2931,7049076,113,4125
2934,7074043,109,4101
2935,2081481,116,4111
2938,1157448,109,4101
2939,5035359,103,4110
2940,2119133,110,4107
2941,2055341,103,4110
2942,1043152,117,4114
2944,1018027,116,4111
2945,2076199,116,4111
2946,1157212,113,4125
2947,7003105,104,5210
2948,7063109,104,4136
2950,1033071,109,4204
2952,7008170,106,5506
2954,7006217,109,4202
2960,4078044,109,4107
2961,1143126,123,4110
2962,1162086,102,4128
2966,2028096,104,4136
2968,4012104,102,4109
2969,5048093,113,4125
2970,6179213,113,4117
2971,6178219,110,4107
2973,6216049,107,4118
2977,1102226,102,4109
2979,1101308,113,4125
2981,7088223,102,4109
2982,1032104,108,4188
2983,4004009,108,4188
2984,1047100,113,4114
2985,6162069,107,4118
2987,6189451,114,4110
2989,2087395,102,4109
2991,7026524,116,4111
2992,1122140,113,4114
2994,7063127,116,4111
2995,6067076,121,4110
2996,7010036,106,4107
2997,1104209,102,4128
2998,2024006,116,4111
3000,2055231,104,4136
3001,4088126,102,4109
3002,5066054,104,4193
3003,6045224,114,4110
3004,4131039,116,4111
3005,6104500,107,4111
3006,6210007,116,4111
3007,7076140,114,4110
3008,4066081,109,4107
3011,3056054,113,4125
3012,4076174,104,5210
3013,4023167,116,4111
3016,2041020,114,4110
3019,2077492,111,4110
3020,2011019,114,4110
3021,5084011,106,5239
3022,1042061,110,4101
3023,6195141,107,4117
3024,3034037,114,4110
3025,1039110,106,4170
3026,6189057,105,4111
3027,5053094,106,4107
3028,4003186,102,4109
3029,1004164,114,4110
3030,6162194,110,4107
3032,2120080,113,4114
3033,5091633,106,4107
3038,6098063,121,4110
3040,1179030,102,4109
3043,1037332,110,5227
3044,1102050,102,4109
3046,6051096,121,4110
3051,5047264,106,4170
3055,1024055,116,4111
3056,4001136,106,5239
3058,1106093,108,4188
3059,2101339,116,4111
3060,2076633,102,4109
3061,7051046,114,5305
3062,1044011,110,4107
3065,1029014,110,4101
3067,2019230,115,4124
3069,6050117,107,4118
3072,7035321,115,4110
3073,3041002,112,4144
3074,3044137,114,5305
3075,6162162,110,4107
3076,5079156,106,4107
3078,6179130,110,5227
3079,4001327,108,4188
3080,1040227,106,5239
3081,1159108,106,5506
3084,4049052,116,4111
3087,7016046,113,4114
3088,7039161,115,4124
3089,2101456,104,5210
3091,6226045,106,5239
3093,6158309,110,4107
3094,5097008,106,4107
3095,2041110,121,4110
3098,7002122,119,4110
3099,3044154,113,4125
3102,5041035,104,4136
3103,5094035,106,5225
3104,5090038,106,4107
3106,1150089,113,4125
3108,6159084,110,5227
3110,7022169,122,4110
3112,2106066,105,4111
3113,4012130,104,4136
3114,1161158,105,4111
3116,1120250,101,5216
3117,6195120,109,4101
3118,2048033,119,4110
3120,2116191,105,4111
3122,1114022,102,4109
3124,2079122,113,4125
3127,1145043,104,5210
3128,1043053,110,4107
3129,1020068,108,4188
3130,7036058,104,5210
3133,6204126,101,5216
3134,1037190,110,4101
3136,5040248,116,4111
3137,2077174,109,4111
3139,7088013,102,4109
3141,4018083,114,4114
3142,1003017,106,5239
3143,5010023,110,4107
3146,2082180,115,4124
3147,1127003,116,4111
3149,1105024,102,4109
3150,1033151,115,4124
3152,2020257,110,4101
3153,6147330,110,4101
3154,5059100,102,4109
3157,2049016,116,4111
3159,5053115,113,4125
3160,2079035,109,4107
3161,1101509,102,4109
3163,6025002,121,4110
3165,5066236,114,5305
3167,6057345,107,4118
3168,1046121,102,4117
3169,2031120,110,5227
3170,1157326,113,4114
3171,1159110,102,4128
3172,2042009,113,4125
3173,7033142,115,4124
3174,5100066,121,4110
3175,6011106,121,4110
3177,3048053,109,4107
3178,7085060,113,4125
3179,4064027,104,4109
3180,4028013,113,4125
3181,1123079,104,4136
3184,2026080,104,4136
3185,6186163,102,4125
3186,1038108,110,4125
3187,2046345,113,4125
3189,6201068,117,4125
3190,2114347,102,4109
3193,1104168,106,5239
3194,4010096,102,4107
3195,6229124,116,4111
3199,5098005,108,4188
3201,2018070,109,4107
3203,2046183,104,4117
3204,5068035,106,4107
3205,5070124,106,5506
3206,2078699,109,4202
3207,2019473,104,4136
3208,2019342,104,4109
3209,2103029,108,4188
3211,6123456,110,4107
3214,7004047,108,4188
3215,1044178,106,5506
3216,1104149,108,4188
3218,6186106,105,4111
3220,3088037,104,4109
3221,7006245,108,4188
3222,1103251,108,4188
3225,2056044,102,4109
3227,1038052,111,4110
3228,1044123,110,4107
3231,7001063,108,4188
3233,6204057,101,4114
3236,5039059,104,4136
3237,1136126,109,4111
3238,2041077,108,4188
3239,7039146,102,4125
3240,5062097,102,4109
3241,4009023,110,4107
3242,1102062,102,4128
3244,6205116,105,4111
3246,6106167,108,4188
3247,1159374,109,4101
3248,2055276,102,4107
3249,2087405,102,4109
3250,5055071,108,4188
3251,7001075,108,4188
3258,2116007,113,4114
3259,2067041,116,4111
3260,7026283,113,4114
3261,6269230,110,4101
3264,6189138,105,4111
3266,6104288,110,4101
3267,1106042,102,4109
3269,1078034,109,4107
3270,2063221,113,4125
3271,7072446,109,4107
3272,2027004,103,4187
3276,2101352,113,4125
3278,6135069,110,5227
3279,1060038,110,5227
3280,5005220,102,4125
3282,1135114,107,4125
3283,5006242,107,4125
3284,5051034,109,4107
3285,7014147,103,4187
3286,5082331,106,4109
3287,6117043,117,4125
3290,7057033,109,4107
3291,4030088,104,4109
3293,2024086,102,4109
3294,2100222,104,4109
3295,1179161,102,4109
3296,7026411,116,5223
3299,2118055,102,4109
3301,4011173,105,4111
3302,2039029,104,4107
3303,7032550,103,4187
3304,3039095,105,4111
3305,4078087,102,4128
3306,7043027,117,4125
3309,4001562,116,5223
3311,6093107,110,5227
3312,3049128,114,5305
3313,1020042,117,4125
3315,2054133,109,4101
3316,7031165,108,4188
3317,6039053,106,4170
3319,4131013,104,4109
3321,5041048,104,4136
3323,7032507,115,4110
3326,5036162,104,4109
3328,7072240,104,4193
3329,4032232,109,4202
3330,3038034,102,4128
3331,6190421,109,4204
3334,2030213,109,4107
3335,7016029,108,4188
3339,7016205,117,4114
3341,4097133,114,5305
3342,1120119,102,4109
3344,2005050,113,4117
3346,5035049,103,4187
3348,2009143,104,5210
3349,4127019,105,4111
3350,1102208,102,4109
3351,2064007,116,5223
3352,2076067,105,4111
3353,5056189,109,4107
3354,6214090,106,4101
3355,5048126,106,4107
3358,1103103,102,4109
3359,1161165,109,4101
3360,1006004,113,4117
3361,4002138,102,4125
3362,2082297,105,4111
3363,1003090,105,4111
3364,1104031,117,4125
3365,1033030,102,4128
3367,6026014,105,4111
3368,4019027,109,4204
3369,7057103,104,4109
3370,5091581,106,4107
3372,1041094,116,5223
3373,2065201,104,5210
3375,6044073,105,4111
3380,2057489,104,5210
3381,2055230,111,4111
3382,2014080,104,4105
3385,1021122,102,4128
3386,2009229,104,4136
3387,2054126,109,4101
3388,1130050,102,4109
3391,4102082,104,4109
3392,5046123,109,4107
3395,7071015,109,4107
3396,1157413,110,4117
3398,6195224,103,4187
3399,2090368,116,5254
3401,1006079,121,4110
3402,5088228,106,4107
3404,7067024,105,4111
3405,1047033,110,4107
3406,5090216,106,5241
3408,6204264,110,4107
3410,1167076,104,4109
3411,6191422,107,4125
3412,4121031,117,4125
3413,6095102,107,4125
3416,6117011,107,4125
3418,1160281,107,4111
3422,2057389,111,4111
3424,1105137,119,4110
3426,1043014,101,4114
3428,6085001,107,4125
3429,2047182,113,4111
3430,6165106,110,5227
3431,6162127,110,4107
3432,6190144,104,4136
3436,7022113,115,4111
3437,1158148,110,4101
3438,2020169,104,4109
3439,1160320,110,4109
3440,2044077,109,4107
3441,2081080,104,4109
3443,1024092,119,4110
3444,2032191,117,4125
3445,6176036,108,4111
3447,5027269,104,4136
3450,6160073,111,4111
3451,5090279,104,4109
3452,1103011,116,5223
3453,5053202,109,4107
3455,4080112,104,4109
3456,2043027,106,5239
3457,1162051,102,4128
3458,1004138,114,5305
3460,2120054,111,4110
3461,3067122,117,4125
3464,7083108,106,4107
3465,2050009,104,4109
3466,5040149,106,5239
