Rank,RollNo,Course
4528,4003232,S4110 
4529,2051197,G5504 
4532,6033200,S4110 
4533,1024275,N4107 
4535,4033215,S4110 
4536,1019208,G5251 
4538,2056157,N4109 
4540,1026239,M5249 
4541,4003344,G4105 
4543,7019030,V5301 
4544,2005242,A4125 
4544,6017173,A4125 
4546,4027350,P4111 
4547,3040215,W4108 
4548,4014161,W4108 
4551,7006243,J4125 
4553,6010087,S4114 
4556,7002392,C4111 
4558,1051097,S4110 
4559,2035119,S4110 
4561,1063099,V5304 
4562,1059016,J4125 
4563,1003105,R4127 
4565,5018209,G4130 
4569,2031177,R4127 
4571,3012208,W4401 
4572,6056104,S4111 
4573,1064068,R4127 
4684,2003158,J4125 
4685,5047031,J4125 
4687,5053127,G5504 
4690,6077006,A4109 
4692,2051261,M5207 
4693,1016090,J4125 
4698,4025035,J4125 
4700,1073236,K4103 
4701,1015026,R5303 
4702,2050010,G5504 
4703,2051133,R4127 
4707,3033168,C4125 
4709,7005062,W4108 
4713,1078090,W4401 
4714,7012131,P4111 
4715,6045166,P4111 
4716,4018183,G5504 
4720,1031126,N4107 
4721,2009268,G5504 
4723,7012279,S4125 
4725,7030384,P4111 
4728,3045215,W4108 
4732,2067112,G5203 
4733,1081088,S4125 
4735,1003194,P4125 
4736,4027076,S4125 
4738,1025018,N4107 
4739,1029017,N4107 
4740,1061090,S4134 
4857,2014011,W4401 
4857,6081067,A4109 
4861,7021283,S4134 
4862,2050129,S4134 
4864,1024074,N4109 
4865,6074212,V5301 
4866,6026235,P4125 
4869,5013095,S4111 
4870,6080274,P4125 
4871,4036189,R4127 
4871,2023166,K4103 
4873,1063169,K4103 
4874,4038115,P4125 
4875,6034185,S4114 
4877,4004252,P4111 
4878,1078174,N4107 
4881,6034205,G4130 
4882,1086060,R4127 
4889,7029167,S4111 
4890,6015019,S4125 
4895,1062021,P4111 
4896,5017262,S4111 
4898,1055115,R5502 
4899,6015173,P4111 
4902,6053078,R4127 
4903,2050143,G5504 
4905,1048389,W4401 
4906,2007025,P4111 
4908,4040322,V5301 
5028,5022201,G4130 
5030,6047195,J4138 
5034,6012018,V5301 
5036,6032005,G5505 
5037,1065081,S4130 
5038,1061233,P4125 
5039,4005238,S4125 
5041,6034015,S5216 
5042,1005180,V5301 
5043,6033112,A4109 
5045,2065150,R4104 
5049,1091098,G5507 
5050,2007187,P4125 
5052,2067008,R4127 
5053,6017100,S4114 
5054,1055059,R4127 
5055,2003067,G4105 
5060,2063037,S4134 
5062,1080142,P4125 
5063,4029220,S4125 
5063,1015179,R4127 
5065,2029028,R4104 
5067,7008254,S4114 
5069,1070129,K4201 
5070,2008157,P4125 
5071,6042032,P4125 
5074,5033205,R4127 
5075,1056132,S4125 
5076,5004137,R4127 
5077,7024207,P4125 
5188,7014041,G4102 
5189,5023225,S4125 
5191,6016247,A4109 
5192,3031098,S4125 
5194,2020248,A4109 
5195,2028046,S4111 
5197,2039125,V4126 
5198,3034233,G5251 
5200,1028225,J4138 
5202,2021178,A4109 
5207,5049090,G5505 
5208,1029222,G5507 
5209,5011110,V4126 
5211,1071078,S4134 
5212,1040305,S4125 
5215,2042227,P4108 
5216,1054254,W4401 
5217,1066015,A4109 
5218,4009060,S4111 
5219,6024198,S4125 
5220,6030141,G5251 
5222,4006393,S4114 
5223,6084277,A4109 
5224,2004184,A4109 
5228,6026074,W4401 
5230,2061246,S4125 
5233,4009340,R5303 
5236,5007103,S4114 
5238,6040111,S4111 
5239,7027117,S4130 
5240,7015341,R4104 
5350,1077168,S4134 
5351,6078222,M5207 
5354,1024242,S4111 
5355,1092340,J4138 
5356,1056261,S4134 
5361,6049003,G5505 
5362,4012009,S4125 
5364,2032262,G4102 
5369,5046124,S4114 
5370,7011071,V5232 
5371,4036333,S4125 
5372,2038193,P4141 
5374,5034430,V4126 
5380,1062009,S4125 
5381,6007039,P4141 
5382,2043109,R5507 
5383,7029004,P4108 
5384,6057059,P4141 
5386,1054064,V4126 
5387,1071234,S4111 
5390,2001116,W4401 
5391,6011058,G4102 
5392,1032048,W4104 
5394,1071084,R4104 
5397,7011073,S4114 
5399,6018111,S4114 
5401,7019260,V4126 
5519,7004312,P4141 
5520,7014003,S4114 
5521,7003223,V4126 
5523,7030095,G5507 
5527,4034101,P4141 
5529,4024172,S4125 
5530,1059085,P4141 
5531,6080146,V4106 
5534,1089224,V4126 
5538,6079259,J4138 
5541,1007216,P4108 
5543,6017051,V4126 
5544,1091097,W4401 
5545,1064238,R5507 
5546,6011072,G5247 
5548,6051187,G4102 
5554,6055133,S4114 
5555,2028023,S4125 
5556,2008007,G4102 
5559,5038162,J4138 
5561,7016085,R4104 
5562,5006223,V4126 
5563,7004131,R5303 
5565,1054116,S4111 
5566,2038178,R4104 
5567,1020054,J4138 
5568,1023029,G4102 
5570,4014462,S4125 
5571,2004186,S4134 
5676,6083270,S4111 
5677,2010045,S4119 
5678,4008408,S4142 
5679,5035200,V4130 
5680,4037251,S4134 
5681,2049220,V5232 
5682,4034320,P4108 
5683,1057161,V4106 
5684,4002160,S4134 
5685,2057517,W4104 
5686,2012081,P4108 
5688,5038085,S4134 
5691,1073073,V5232 
5693,4031197,K4201 
5694,6008259,V5240 
5697,4001397,R4104 
5700,4006229,V5240 
5701,1064012,R4104 
5709,1084107,V4106 
5711,2037099,S4109 
5712,7029224,V5240 
5714,5044192,G5505 
5715,1071010,S4111 
5716,2026182,V5232 
5717,7029385,G5247 
5719,4016155,V4130 
5721,1011210,V4106 
5722,1087061,R4104 
5726,6024046,S4111 
5727,5049266,G5505 
5841,6086015,M5207 
5842,1034004,R5507 
5843,7024271,W4104 
5844,2003163,S5305 
5845,4020210,S4142 
5848,7003298,R4104 
5849,2007045,R4104 
5850,2046215,W4104 
5851,1038243,R5403 
5853,5054220,S4107 
5855,1033093,R5507 
5856,2032052,R5507 
5857,1007346,S4109 
5859,1040382,R5507 
5862,7008040,S4134 
5863,7004119,R5507 
5865,5052110,S4142 
5867,1060055,V5232 
5868,1007198,S5305 
5873,6020225,R4135 
5876,1085270,V5247 
5881,6007128,S4142 
5882,6039122,S4109 
5883,4027310,R5507 
6000,1064228,S4130 
6005,1068119,S4107 
6006,7004387,V5304 
6007,1036063,S4142 
6010,5024022,V5232 
6013,7003008,K4201 
6014,2043008,R5303 
6015,5020204,S4130 
6016,6079151,W4104 
6017,5004308,G5101 
6018,7031136,K4201 
6020,6041225,S4142 
6023,4007045,S4109 
6027,7006156,R5302 
6028,2045233,S4109 
6029,1015126,S5252 
6031,6024253,S4109 
6032,3041241,S5305 
6038,6036108,J4138 
6041,1051094,V4106 
6043,2048237,S4109 
6046,3039082,G5505 
6049,5017249,S5252 
6050,6029171,S4142 
6051,1019177,W4104 
6054,5014204,S4130 
6056,6056036,V5232 
6174,7002305,V4130 
6176,4029378,R4135 
6177,6007002,J4138 
6179,7003361,V4130 
6180,6028266,S4107 
6184,1044185,S4130 
6191,2055150,S4130 
6193,1054126,J4138 
6194,2043077,S4107 
6196,3019111,R4137 
6198,7018139,R5302 
6202,1019028,S5305 
6204,1054158,R5302 
6205,2061273,G5501 
6206,1087013,V4106 
6209,2052125,S4107 
6210,3028280,W4104 
6212,2043038,V4106 
6212,1083006,S4107 
6214,6070149,R5302 
6216,2021246,S4130 
6217,1060181,S4107 
6218,2031261,J4138 
6222,4038053,S4130 
6335,7032429,R5302 
6336,4006223,W4104 
6338,6022191,V5206 
6341,6028039,V5304 
6344,2024124,G5503 
6348,7004358,S4130 
6353,4007122,S5305 
6354,7017251,S5305 
6358,7032448,V4106 
6361,2061030,W4104 
6372,1086175,S5305 
6372,2009121,R5403 
6375,2022197,J4140 
6376,5012155,S5252 
6377,6044235,S4130 
6378,2050183,S5701 
6379,6003127,S5252 
6380,1088098,S4130 
6382,1017335,S4130 
6383,4040246,S5252 
6386,1066263,V5204 
6387,1066224,R4137 
6390,5021133,S4130 
6392,1066064,S4130 
6393,1027106,S5252 
6501,2004267,G5101 
6506,2064218,R4137 
6510,7029358,G5203 
6511,3036217,G5501 
6512,4006499,S4130 
6513,3021140,V4130 
6514,2040322,G5503 
6516,1038259,J4140 
6517,1011354,G5203 
6518,1085214,S4130 
6524,1057159,S4130 
6525,1082092,G5203 
6526,2064066,R4137 
6532,6082013,R4137 
6535,6062154,V5209 
6537,5022152,V4130 
6540,2014155,G5101 
6542,3026062,R5403 
6543,4040499,V4130 
6544,6085189,R5403 
6545,1054223,V4106 
6548,1036158,V4106 
6549,2032253,G5203 
6658,3021121,G5501 
6660,5009162,S4130 
6665,1029147,V5304 
6666,2003058,R4137 
6669,1058074,R5101 
6671,7001252,M5601 
6672,5020203,S4130 
6673,2021164,V5209 
6674,1019183,G5501 
6676,1007150,V4130 
6677,2025085,V4130 
6679,4027209,V5304 
6680,4001199,R4137 
6684,5020193,S5402 
6686,1041086,J4140 
6688,6086112,J4140 
6689,6074078,M5601 
6690,4005139,R5101 
6693,3012131,G5503 
6695,7032396,V5209 
6696,1053110,V5209 
6697,3031270,G5503 
6699,1092211,S4130 
6700,2024140,G5501 
6702,2007142,R4137 
6707,2034192,V4130 
6710,1054043,V4130 
6821,3027239,V4130 
6826,6017140,M5601 
6828,5024277,S4131 
6829,2020132,R4137 
6830,1029105,V4130 
6831,6001096,J4140 
6832,4009286,M5601 
6833,2013191,V5247 
6838,7026079,S5247 
6839,7008025,S4119 
6841,4025002,S4129 
6845,4009206,S5247 
6850,4021148,S4131 
6854,7019157,R4137 
6855,1070095,S4131 
6857,3032046,J4140 
6858,7030272,V5247 
6861,2008038,V5204 
6861,1086016,S4131 
6867,2065183,J4140 
6868,2038228,S5246 
6873,2004258,V5247 
6874,5030160,S4131 
6876,6054222,S4119 
6877,5049197,S5702 
6878,7027151,S4131 
6993,7029340,S4129 
6994,7012214,S4129 
6995,6017220,S4119 
6996,6002121,J4140 
6998,4023190,V5206 
6999,1088017,V5206 
7000,2029102,M5601 
7002,4001408,S5701 
7006,2017069,S4129 
7010,4012428,S4129 
7012,5038205,S5246 
7015,4026141,S5402 
7016,2012049,J4140 
7024,2025113,S4129 
7026,1055105,S5247 
7027,7017299,S4129 
7029,4009006,S4129 
7030,3026022,S4119 
7032,5043033,S5402 
7033,6021023,S4119 
7035,2019117,S4129 
7140,4033279,S5701 
7145,1085251,S5702 
7146,1002297,S5701 
7155,1047029,S5702 
7157,5043027,S5701 
7159,2003233,V4301 
7162,2042130,V5801 
7184,4013049,V5801 
7192,1069216,V4301 
7319,1004286,V4301 
7322,4008167,V5801 
7327,2036148,V4301 
7332,5016334,V4301 
7333,4022033,R5101 
7339,3036116,V4301 
7347,3039042,V4301 
7348,2052157,V4301 
7351,6079118,V4301 
52,1001041,B4110 
53,6036204,B4110 
54,6079164,M4125 
55,1036180,B4110 
56,5029189,D4110 
57,6023210,B4110 
58,6025114,B4110 
59,7016263,B4110 
60,1006371,D4110 
61,6012175,D4110 
62,4022242,D4110 
63,6035154,M4110 
64,1020104,B4111 
65,2001276,D4110 
66,5030104,D5216 
67,7017418,D4110 
68,1033051,D4110 
69,6011059,D4110 
70,6016052,D4110 
71,5025218,D4110 
72,1091076,B4111 
74,4006425,D4110 
75,6031247,B4111 
77,6014026,D4110 
78,1066022,B4110 
79,2011078,D4110 
80,4003015,D4111 
82,1007206,B4111 
83,1032110,B4111 
84,2001230,D4110 
85,7002249,D4110 
86,5007011,B4111 
88,4006359,B4111 
89,6032265,B4111 
90,2031270,D4110 
91,6082131,M4111 
93,1031078,B4111 
95,1005373,D4110 
96,1023163,B4111 
97,7020186,B4111 
100,6085195,M4117 
101,4012121,B4111 
102,2055147,D4110 
202,1043105,K4110 
203,6042236,D4111 
204,6006067,M4110 
205,1070032,D5216 
206,5051201,B4117 
207,4005414,B5221 
208,6004012,M4110 
209,2024009,K4110 
210,4004347,K4110 
211,6085254,M4110 
212,6086040,M4110 
213,1024019,B5221 
214,2043031,K4110 
216,6016088,K4110 
217,7017353,D5216 
218,7017006,D4111 
219,6017116,B5221 
220,1064145,K4110 
221,6029173,M4111 
223,6041256,D4111 
224,5004289,D4111 
225,1075105,D4111 
226,4008202,K4110 
227,2060409,D4111 
229,7004394,D4111 
231,1085261,K4110 
232,2015176,D4111 
233,6006174,D4111 
234,2015037,D4111 
235,6077066,M4111 
236,7002212,K4110 
237,1030238,B5221 
238,6059168,M4111 
240,6012047,G4110 
241,6018029,G4115 
242,2031187,B5221 
243,6023109,M4111 
244,1034110,B4125 
245,6014184,D4111 
246,1052197,K4110 
247,5009079,B5221 
248,4002130,K4110 
249,7017253,K4110 
348,6029019,M4111 
349,2038236,D4125 
350,2015064,D4125 
351,5022218,G4110 
352,6025166,M4111 
353,5043074,B4125 
354,6079208,M4111 
355,6007073,G4110 
356,2016076,D4125 
357,1047078,D5254 
358,2062332,B5219 
359,1021250,B4125 
360,1026134,B5219 
361,6022247,G4110 
362,2045247,B5219 
363,2055255,B5219 
364,6019154,M4111 
365,2048010,B4125 
366,5006218,M5216 
367,4030123,K4111 
368,6009090,G4110 
369,1067135,G4110 
371,1082032,B4125 
372,7008238,B5219 
373,2036217,D4125 
374,2064012,D4112 
375,6033192,M4111 
377,7004344,B5219 
378,2032269,D4125 
379,7003349,R4110 
381,2001122,K4111 
383,4011257,B4125 
384,5011148,G4110 
386,1056174,B5219 
387,2063270,K4111 
388,1063128,B5219 
389,2039129,D4125 
390,6040209,M4111 
392,4012267,G4110 
394,2051276,G4110 
395,1082279,B4125 
396,7027162,G4110 
397,2040146,K4111 
398,2054260,B4125 
498,6079068,M4111 
499,5023098,K4111 
500,6018117,G5216 
501,7027234,G5216 
502,4004112,K4111 
503,4002191,D4125 
504,6007168,M4111 
505,1023167,B5234 
506,2049205,D4112 
508,1045229,D4125 
509,6018166,M4111 
510,6037073,D4112 
511,1077074,D4125 
512,1040399,G4115 
513,6059179,M4111 
514,4024112,D4125 
515,7013129,D5254 
516,2032092,K4111 
517,6086137,M4111 
518,2042207,D5254 
519,2012257,M4111 
520,7031242,K4111 
521,7022108,D4125 
522,1023047,B5234 
523,7033214,K4111 
524,1055269,B5234 
525,7006297,R4110 
526,1045042,B5234 
527,1023207,B5234 
528,2022127,D4125 
529,1051049,B5234 
530,1056037,R4110 
531,4018020,K4111 
532,1079008,G5216 
533,1005044,K4111 
534,1073265,D4125 
536,1065257,G5216 
538,2052210,D4125 
539,1028271,B5234 
540,7027066,D5254 
541,5009036,D4125 
542,4001270,K4111 
544,6046199,R4110 
545,1026189,G5216 
651,5022098,K4111 
652,7016018,R4110 
654,7034317,R4110 
655,4005100,K4111 
656,1072199,B5235 
657,1023233,M5217 
658,2039131,K4111 
659,4035297,K4111 
660,5010216,K4203 
661,6031154,B4101 
662,6019183,G4115 
664,2030196,D4112 
665,6046029,G4115 
666,2047094,K4111 
668,6024248,R4110 
669,1055165,D5254 
670,2005119,D4112 
673,7001301,R4110 
674,7007020,D5254 
676,2040011,K4111 
677,2010066,D5254 
679,1082101,K4111 
680,1005261,K4125 
681,6003087,K4111 
682,4006021,D5254 
683,6007188,K4111 
684,7016264,R4110 
685,4001348,R4110 
687,1060191,K4111 
688,5008318,M4125 
690,1093037,K4111 
691,7021187,R4110 
692,2032204,B5235 
693,2062186,K4111 
694,5011024,B4117 
696,1052090,M4125 
697,7027018,D4112 
698,1027229,B5235 
700,4007191,R4110 
701,1062201,B5235 
702,2062107,R4110 
703,4024014,K4111 
704,1030182,B5235 
705,2015137,R4110 
807,2061017,G4115 
808,1066175,B4107 
809,5054163,G5225 
810,2026252,D4107 
811,1070240,K4125 
812,1011279,B4107 
813,7020279,K4125 
814,5052319,G4115 
815,1013171,B4107 
816,1052232,B4107 
817,2062303,K4125 
819,6029172,G4115 
821,6010229,W4110 
822,1008221,K4125 
823,1077063,G4115 
824,1018290,G4115 
826,2014171,D4136 
827,6080202,M4125 
828,1064239,W4110 
829,5017071,G4111 
830,5004409,W4110 
832,3035079,K4125 
834,7026090,K4125 
835,7034359,K4125 
838,2043113,K4125 
839,1077240,K4125 
841,6010053,G4111 
842,6001062,M4125 
842,2052260,B4107 
844,1049236,M4125 
845,7024154,G4111 
846,2040145,K4125 
848,1093281,B4107 
849,1030061,B4117 
850,2040209,D4107 
851,2026265,D4107 
852,3042255,G4111 
854,7004308,K4125 
855,2062143,W4110 
856,5003083,G5225 
857,1055094,M5217 
858,1045108,W4110 
859,5021005,D4117 
860,6005007,M5217 
961,1067011,G4111 
962,2027088,K4125 
963,1030185,B5229 
964,1038355,B4107 
966,6003270,W4110 
967,6040072,G5225 
968,1025271,B4109 
969,4006494,W4110 
971,5052279,G4125 
972,4003363,K4125 
973,1023247,B4107 
974,2054122,M4125 
975,1053024,W4110 
976,1070183,K4125 
977,2040058,B4107 
978,1028004,G4111 
979,4012484,G4125 
980,6031159,W4110 
981,6025235,M4125 
982,6045276,G4111 
984,1023011,B4107 
985,4025254,B4107 
986,6042035,G5225 
987,1034208,B4107 
988,6064023,G4111 
989,6075047,M4125 
991,1022163,B4107 
992,2015161,W4110 
993,1088142,G4111 
994,2016244,D4107 
998,2057229,B4107 
999,1025096,G4111 
1001,5046061,G4111 
1002,6022011,M4125 
1005,4015106,D4107 
1006,1092111,W4110 
1007,2010218,W4110 
1008,1047080,M5218 
1009,7009090,G4125 
1010,4023113,D4107 
1011,2062312,B4107 
1108,6011228,G4125 
1109,2014024,D4107 
1112,6012065,R4114 
1113,5005430,M5217 
1114,7012049,R4114 
1115,1057167,G5222 
1115,4003308,B4107 
1117,2065167,R4125 
1118,6027133,M5217 
1119,6011280,B4107 
1120,2050011,B4107 
1121,4008445,V4110 
1122,4006113,M5217 
1123,5046107,M5217 
1124,5007008,W4110 
1125,5010021,B4109 
1127,1032010,G5222 
1129,2001071,V4110 
1130,2044120,W4110 
1131,2030091,V4110 
1132,1080166,V4110 
1133,1088278,R4114 
1135,4002051,G4125 
1137,1003046,B4107 
1138,1025207,H4110 
1139,1019108,B4109 
1140,7026002,D4107 
1141,6083203,M5238 
1142,1075084,R4114 
1143,4029122,G4125 
1144,6002148,B5229 
1147,2024211,K4203 
1149,6002203,W4114 
1150,4006447,R4114 
1151,2050173,D4136 
1152,4004285,G4125 
1155,1023150,B4107 
1156,4008417,R4111 
1157,5002112,M5218 
1158,2039036,V4110 
1159,3026102,D4109 
1161,1035237,B5229 
1162,2008147,R4114 
1263,2066032,D4109 
1264,2003111,D4136 
1265,5036251,G5222 
1266,6060439,D4107 
1267,6010005,R4114 
1268,2009046,D4107 
1269,7026147,R4114 
1271,2002107,R4114 
1272,4040104,K4107 
1275,1059141,W4114 
1276,4004046,V4110 
1277,5006256,G4121 
1278,1021247,M5237 
1279,2062016,D4107 
1280,1013181,R4114 
1281,1029092,B4109 
1282,2037012,D4117 
1284,2054120,R4114 
1285,1061245,B4101 
1287,2063222,R4111 
1288,6023007,M4117 
1289,7032083,R4111 
1290,1014185,B4109 
1292,6022015,R4114 
1293,1036235,K4203 
1294,6013265,B4101 
1295,1092019,R4114 
1296,1032213,B4101 
1297,6033191,B4109 
1298,2060310,R4111 
1299,3043060,D4109 
1300,6031105,R4114 
1301,6009016,R4111 
1303,4019162,G5239 
1304,2018084,R4114 
1306,6055197,M4117 
1306,1024150,B4109 
1308,6083107,M5237 
1309,1031047,R4111 
1310,3039095,B5229 
1311,2035007,D4107 
1312,4018218,G5239 
1315,1042340,B4109 
1416,7027214,K4107 
1417,5046165,V4110 
1418,7001270,B4109 
1419,6017026,W4114 
1420,1092175,J4110 
1421,5050293,D4109 
1422,6005245,H4110 
1423,1055081,D4117 
1424,5014152,D4136 
1425,1028043,R4111 
1426,1003055,W4116 
1427,1091197,B4109 
1428,1030181,B5226 
1429,1067177,V4110 
1431,1068214,R4111 
1433,2032145,B4101 
1434,1092377,B4109 
1435,6011217,R4125 
1436,2030070,V4110 
1437,4024368,V4110 
1438,7007165,D4136 
1439,6016175,R4111 
1440,1071266,V4110 
1441,1060209,B4109 
1442,3041122,K4203 
1443,6083228,M5237 
1444,2042099,V4110 
1445,1039263,G5239 
1446,1027103,B5226 
1447,7007007,V4110 
1448,6010239,B4109 
1450,7029203,D4109 
1451,2043191,R4111 
1452,2063063,D5210 
1453,6006220,B4101 
1454,7024228,R4125 
1455,2037228,K4203 
1456,6021148,V5216 
1457,2044083,R4125 
1459,2041184,V5216 
1461,7009215,U4110 
1462,1025132,D5210 
1463,1035268,B4101 
1563,6009195,R4111 
1564,2028238,W4114 
1565,4002376,B4101 
1566,4007308,R4125 
1567,4012244,R4111 
1568,5024298,R4125 
1570,7006313,M5238 
1571,6004111,R4111 
1572,7034071,R4111 
1573,6040119,G5506 
1575,3041085,B4109 
1576,1085090,B4101 
1577,1067118,B4109 
1579,6060065,B4101 
1580,2003284,R4111 
1582,1073078,R4111 
1584,6085172,M4107 
1585,4039007,K4107 
1586,4012409,V5216 
1587,2053158,R4111 
1588,2014225,W4114 
1590,2012253,V5216 
1591,2062196,R4111 
1592,6027414,B4109 
1594,2016214,D4109 
1595,6083158,M5238 
1597,7034360,K4107 
1598,6040006,D4109 
1599,1058082,R4125 
1600,2062028,W4114 
1601,1029179,H4110 
1602,2039135,D4136 
1603,2038276,D4109 
1604,6020144,B4101 
1606,3043182,D4117 
1608,4024214,V5216 
1610,5033107,B4101 
1611,6032248,H4110 
1612,6018145,H4110 
1613,1030003,B4101 
1614,4040351,K4107 
1615,1046188,M5236 
1616,7004027,U4110 
1729,4030224,K4101 
1730,6084111,H4111 
1731,6013052,B5226 
1732,6029139,V4111 
1733,3035014,G5239 
1734,6029165,V4113 
1735,2021099,W4114 
1736,7001256,D4109 
1737,1048262,M5236 
1738,1072277,M5236 
1739,2017196,W4114 
1739,7032407,R4111 
1741,5011097,R4111 
1742,5023162,K4107 
1743,6004164,W4114 
1745,6086107,M5236 
1748,1027016,B5226 
1749,7030043,V4111 
1750,6027291,M5236 
1751,4027059,K4109 
1752,7027289,D4109 
1754,7017247,D4136 
1756,1083225,D4109 
1759,6052006,R4125 
1760,7020238,G5239 
1761,4003106,B5226 
1762,6044223,B5226 
1763,6040146,R4125 
1764,2047109,E4110 
1765,1060197,W4114 
1766,2061053,D4109 
1767,1061260,D4109 
1768,1085231,G5239 
1770,1077083,R4125 
1771,4007198,K4203 
1772,1081149,G5239 
1773,6026106,W4114 
1774,1016191,W4114 
1775,7002107,V4113 
1776,2064193,D4136 
1777,6019124,D4109 
1778,1014253,W4116 
1779,5035006,D4117 
1883,1060170,D5210 
1884,5002214,W4114 
1885,1059204,D4109 
1886,1034084,D4109 
1887,7030278,R4125 
1888,1074213,W4114 
1890,2050258,R4125 
1891,6084262,M4101 
1893,1088096,D5210 
1894,7017284,R4125 
1897,6064214,M4107 
1898,7023161,V4113 
1899,7003272,D4117 
1900,5028156,W4114 
1901,1052162,D4109 
1902,7011047,R4125 
1903,2005016,W4124 
1904,7007175,K4107 
1905,2040150,D5210 
1906,2067171,W4114 
1907,5003131,G4121 
1909,5016315,R4125 
1910,4003147,K4107 
1911,7034445,R4125 
1912,4012194,V4111 
1913,2021106,V4111 
1916,6043043,D4109 
1917,6082020,M4107 
1919,6018056,M4107 
1920,4003197,D4109 
1921,6011063,W4124 
1922,1029110,D4109 
1923,1080261,W4124 
1924,6014120,K4107 
1925,1060069,K4203 
1926,5054136,K4203 
1927,6038075,H4111 
1928,6050180,M4109 
1929,7014304,R4107 
2029,2032232,D4117 
2030,5009029,G4122 
2031,6020254,M4101 
2033,2061276,W4116 
2034,4034293,U4110 
2035,4003095,K4203 
2036,5013049,R4109 
2037,2055248,K4107 
2038,2034104,D5210 
2039,1081012,K4107 
2040,1087233,K4109 
2041,6034033,G4107 
2042,6054154,M5227 
2043,7016345,K4107 
2044,6003232,M4107 
2045,6042118,M4107 
2046,6059094,D5210 
2048,6025124,M4117 
2049,1050171,D4117 
2050,5010155,K4101 
2051,6044226,M4101 
2052,6001199,M4107 
2053,1024161,B4128 
2055,1049161,M5227 
2056,5002413,U4110 
2057,2023007,W4124 
2060,6073056,M5602 
2061,4026178,K4109 
2063,2062084,V4125 
2064,2061118,K4107 
2066,6020200,M4101 
2067,5014380,V4113 
2068,5012061,K4109 
2069,2065134,G4122 
2070,1048119,D4117 
2071,7017283,W4125 
2072,4007104,K4107 
2074,1036041,D5210 
2075,1013018,V5233 
2077,2038226,K4109 
2079,1038134,V4125 
2080,5036134,W4125 
2177,1054279,V4111 
2179,2033021,G4107 
2180,1056046,W4124 
2181,1085148,K4109 
2182,6008172,W4116 
2185,6079014,M4107 
2187,6026052,K4204 
2188,6053044,M4101 
2190,1085241,W4116 
2193,6016257,W4116 
2194,6019079,M5602 
2195,6082143,H4125 
2198,1066245,W4125 
2199,7009223,R4107 
2200,7003131,U4110 
2201,3037238,W4125 
2202,1081140,D4117 
2203,4021061,W4125 
2204,7033196,U4110 
2205,2003276,W4125 
2206,4032198,K4109 
2209,5024272,G4122 
2210,5027025,V4113 
2211,6056090,M4107 
2212,3033114,V4113 
2213,6086115,M4107 
2215,4013101,W4125 
2216,1029211,N4111 
2217,1086269,D4117 
2218,2027194,D4117 
2219,1039268,K4101 
2221,2002143,G4107 
2222,2062129,G4107 
2223,1088110,K4109 
2224,6039133,M4101 
2225,7023287,K4109 
2226,2048065,K4101 
2227,6083126,M4107 
2228,2011221,D4117 
2229,2016149,M4107 
2231,2024203,B4128 
2232,1089019,V4113 
2233,5010066,D4117 
2340,5049275,G4109 
2341,2023182,V4111 
2343,1087237,B4128 
2344,1088025,W4124 
2344,1067260,V4111 
2346,6006047,V5305 
2349,7007092,W4124 
2351,2050222,K4202 
2352,5006206,M4109 
2353,5016105,V4125 
2353,2062320,B4128 
2355,2053073,U4110 
2356,1011310,V5305 
2357,1067010,K4109 
2359,6010134,K4101 
2360,2049201,K4109 
2362,6067316,W4124 
2363,2051110,G5506 
2366,7003065,V4111 
2367,7014299,R4109 
2368,1023250,W4124 
2368,7008220,U4110 
2370,5024196,G4107 
2371,5034337,V4111 
2372,2062330,B4128 
2373,1058228,V4111 
2374,1077121,G4107 
2376,1024173,B4128 
2377,1084224,G4109 
2378,1091034,W4125 
2382,6058045,M5210 
2385,1017095,B4128 
2387,2066196,V4111 
2388,7026093,R4107 
2389,2022149,G5506 
2390,2050247,K4201 
2392,5008035,R4109 
2393,6045109,H4111 
2394,2007012,V5305 
2394,4027312,V4111 
2397,1026121,B4128 
2495,7030144,V4125 
2497,2025196,K4101 
2498,5011068,B4128 
2499,1021290,G4101 
2500,7023340,K4109 
2501,7015146,D5205 
2502,1030085,B5244 
2503,6052125,M4109 
2504,6013215,W4125 
2505,1047012,K4204 
2506,1066217,R4109 
2507,1035263,B4128 
2508,2041164,R4107 
2510,4009056,R4107 
2511,7022247,D5205 
2512,4001265,M4109 
2515,6022003,V4111 
2516,6014052,W4125 
2516,2015006,V4125 
2518,2067157,R4109 
2519,1072196,G5506 
2520,6029186,M5201 
2521,6083198,M5201 
2522,1068029,G5506 
2523,6017199,H4111 
2524,6012233,W4125 
2525,1034270,B4128 
2526,6023004,W4125 
2527,3009013,B4128 
2528,4033270,V4125 
2529,6085204,M5210 
2530,6028069,H4125 
2531,2033073,K4101 
2532,6048073,M4109 
2535,6033135,H4125 
2536,2030071,C4110 
2540,6019234,M5215 
2541,5004337,W4125 
2542,1082236,G5506 
2543,1010069,V4111 
2544,6036164,M5227 
2646,2023245,E4110 
2647,2011168,G4101 
2648,1075008,M5227 
2649,6011245,M5210 
2650,6046026,M5227 
2651,4029419,G4101 
2652,6032256,G4101 
2653,4008433,P4110 
2654,1058253,R4109 
2655,5043021,V4125 
2656,2051048,V4125 
2659,1064033,V4125 
2660,1041271,H4125 
2661,6035120,G4101 
2662,6084098,M4109 
2663,7034169,G4101 
2664,2023209,E4110 
2665,7019284,V4125 
