Rank,RollNo,Course
2666,5053162,G5506 
2667,7019371,R4107 
2668,2026191,G4109 
2671,7032118,G4101 
2672,7007272,R4107 
2675,2061154,B4128 
2676,1039009,W4107 
2678,6045027,H4125 
2678,1069159,G4109 
2680,6066101,M4127 
2681,4029270,R4109 
2683,7002254,R4109 
2684,1067065,G5506 
2686,2061209,M5210 
2687,1056291,G4109 
2688,2066158,V4125 
2690,1053141,E4110 
2691,5002266,G4122 
2692,4013264,G4101 
2693,6001242,H4125 
2698,4001134,B4128 
2805,7001067,E4110 
2806,1060155,R4107 
2806,2063198,R4107 
2809,1088031,V4125 
2810,2047185,K4202 
2812,2041004,V4125 
2813,1035194,N4111 
2816,5045229,W4117 
2817,2050218,R4136 
2818,4007039,R4107 
2821,1002182,K4204 
2822,5003230,M5202 
2824,5010025,G5201 
2825,1088175,G4109 
2826,7012094,R4107 
2827,1086144,R4109 
2828,5038216,G4109 
2830,6020263,R4109 
2831,1060195,J4110 
2832,1049119,V4125 
2834,6072181,H4125 
2835,1032121,R4109 
2836,7002079,V4125 
2837,2028047,K4123 
2838,6040199,M5227 
2838,4006533,G4109 
2840,1015258,V5223 
2844,2064068,V4125 
2845,1035031,N4111 
2846,6043205,P4110 
2847,6043236,M5227 
2848,7025058,R4109 
2849,1072045,G4109 
2850,1087191,R4109 
2851,4036175,R4107 
2852,1080107,G4109 
2853,6006249,M5215 
2854,6082035,H4125 
2855,2024252,W4117 
2962,4035379,R4109 
2963,6023095,M5213 
2964,4003359,R4107 
2965,3009247,G5210 
2966,6040207,W4107 
2967,1021077,N4111 
2968,4032278,K4202 
2971,5054153,B5503 
2972,5016312,R4107 
2973,6010250,U4111 
2974,1013393,V5233 
2975,7028258,R4107 
2976,1027246,R4107 
2977,5022217,V4126 
2978,2047070,R4136 
2979,5009085,R4107 
2981,7033257,R4109 
2983,4006368,R4109 
2984,4038105,V5233 
2987,4021105,R4107 
2988,2045160,R4136 
2989,1083022,M5201 
2990,6004107,W4109 
2991,4022233,G5215 
2995,6040271,K4204 
2996,3007233,W4109 
2997,1071099,G5210 
2998,1034263,M5213 
2999,4006423,V5233 
3000,2041039,R4107 
3003,6080073,M5213 
3005,3038119,V5233 
3009,2020016,K4202 
3010,6085221,H4107 
3012,2023044,R4109 
3014,5051288,G4120 
3015,2009127,R4109 
3017,3045214,G4127 
3018,2050111,E4110 
3019,7001403,R4109 
3119,4006519,N4111 
3120,1030209,W4107 
3121,1018176,N4111 
3122,2047073,G4120 
3123,4034138,M5213 
3124,1039231,M5207 
3126,6044071,G5201 
3129,6009060,M5215 
3131,2052259,G4120 
3133,6022280,S4114 
3134,6027399,H4109 
3135,5035189,G5201 
3137,2015203,C4110 
3140,1024025,N4111 
3141,2014082,S4125 
3142,4016217,V4109 
3143,6002125,M4127 
3144,7021343,R4107 
3145,6026207,S4114 
3146,7009007,U4111 
3147,6013230,G4120 
3148,4032053,M5212 
3151,6060395,A4125 
3152,1026181,R4107 
3153,4027097,K4123 
3154,6026046,N4125 
3155,4010132,K4123 
3156,5023188,G4127 
3157,5031010,G5201 
3158,1022200,W4117 
3159,2057210,K4202 
3161,6010269,A4110 
3162,5053118,R4136 
3163,4023296,R4107 
3165,7001419,J4110 
3166,7021051,D4139 
3167,2054011,G5201 
3168,1046140,N4111 
3170,2061002,R4107 
3171,2027183,W4107 
3281,7023242,N4125 
3282,6081210,G5231 
3284,6002219,N4125 
3285,2015010,G5253 
3286,2024269,W4107 
3287,1092217,S4110 
3288,1071200,W4109 
3289,4030032,P4110 
3290,2053254,V4109 
3291,6019093,W4107 
3291,7030159,J4110 
3295,7028375,D4139 
3297,3030213,W4109 
3298,1057207,D5205 
3299,3035191,W4109 
3300,1025236,M4127 
3301,7016062,D4139 
3303,2047072,V4109 
3307,2025033,D4139 
3308,7003209,W4107 
3309,1030053,H4118 
3312,1025209,B5503 
3314,2024011,V5214 
3315,1036115,K4123 
3316,7031276,K4123 
3317,1071228,K4202 
3319,1058024,E4111 
3320,2065014,R4136 
3321,7006279,P4110 
3325,2033046,K4103 
3326,2047003,V4109 
3327,6027189,G5253 
3328,2001076,V4109 
3329,4006007,K4123 
3330,2066155,E4111 
3331,4034046,V4107 
3332,2022244,U4111 
3438,2003229,D4139 
3442,6045233,N4125 
3443,7017205,W4107 
3446,7017113,U4125 
3447,1071086,N4125 
3448,7034469,V4109 
3449,3029059,W4109 
3450,6016042,M5228 
3451,7005226,G4127 
3452,5013020,V4107 
3453,1054190,J4110 
3454,6084265,M4132 
3455,1002013,E4125 
3456,1037033,G5230 
3459,1052048,N4125 
3460,2026183,D5205 
3462,4007113,R4136 
3463,5050076,U4111 
3464,4002399,W4109 
3465,1060174,W4109 
3466,1016458,W4109 
3467,5025098,E4111 
3468,1089034,J4110 
3469,4006251,V4107 
3471,1029182,K4123 
3472,5045053,G5231 
3474,1056020,J4111 
3476,6085036,M4127 
3477,4009390,N4125 
3479,7004412,R4136 
3481,6011030,M4132 
3482,7023058,D5205 
3483,7031172,G4127 
3484,6061305,M5250 
3486,5043109,C4125 
3487,6037002,M4127 
3489,4032257,W4107 
3597,7026059,P4110 
3598,6058206,M4132 
3599,2061251,D4139 
3600,5004404,M4132 
3601,6060260,M4132 
3602,3012029,W4109 
3603,3020237,K4123 
3604,4037279,W4109 
3605,2045093,C4110 
3606,1028247,R4136 
3608,6058103,M4132 
3609,1011010,E4111 
3610,7031214,V4107 
3613,4030021,U4125 
3614,6078299,M5241 
3615,4011083,U4111 
3616,6079160,H4107 
3617,7005096,C4110 
3618,3035081,S4110 
3619,1028063,M5228 
3621,7016020,K4123 
3622,2010064,V5214 
3624,1071215,V4109 
3625,1066093,U4111 
3626,5049123,M5602 
3627,1053063,K4123 
3628,7008250,U4125 
3629,7007227,U4111 
3630,1072147,W4107 
3631,5007277,M4132 
3632,1091234,J4111 
3633,5018043,G4127 
3634,3035216,U4125 
3635,6011103,H4118 
3641,6001138,S4110 
3642,6078249,A4110 
3643,5034368,A4110 
3644,1050170,E4111 
3645,7028135,V4109 
3645,4006176,P4110 
3754,4016219,P4110 
3756,1088264,W4109 
3760,7033209,V5214 
3762,2063209,C4110 
3763,5021149,G5230 
3764,5024249,V4107 
3765,1031076,K4123 
3766,7009260,V4107 
3767,6034190,M5228 
3768,1042382,S4110 
3768,5031167,C4110 
3771,7002236,D4139 
3772,6018156,M5228 
3773,6040277,M4132 
3775,5043382,G4127 
3777,4027180,V4107 
3777,4005125,M5241 
3777,2029039,G4127 
3780,1057124,J4125 
3781,4038256,V5214 
3782,1019179,V4107 
3786,1071112,W4109 
3786,1016370,D4139 
3788,1046280,E4125 
3791,1076141,J4111 
3792,6045273,S4110 
3792,4004303,G5504 
3794,1034108,P4110 
3796,5042083,G5507 
3798,7020106,G5231 
3799,2040215,D4139 
3800,2017075,D4139 
3804,1004295,H4118 
3805,2019213,W4107 
3921,4029103,V4107 
3922,6038074,W4117 
3925,4009059,W4109 
3926,1025264,E4125 
3928,1091259,P4110 
3931,5017018,R5502 
3932,1049284,W4107 
3933,6062148,M5250 
3937,7033122,E4111 
3939,1035225,G5504 
3941,7034284,U4125 
3944,1088155,V4107 
3945,1034060,B5503 
3946,2004075,P4110 
3947,1062064,A4110 
3949,7033187,V4107 
3953,1066028,S4110 
3954,2013222,D4139 
3956,7026184,K4123 
3957,5007111,P4110 
3958,1058013,W4107 
3959,1064226,P4110 
3960,2028189,W4117 
3961,3042015,V5214 
3962,7007004,V5214 
3963,4020166,W4109 
3965,2021252,K4123 
3966,7015097,A4110 
3968,4011034,R5502 
3970,4027123,V4107 
3973,4012102,D5205 
3974,5049221,W4109 
3976,7030045,G4130 
3977,7029255,W4109 
4088,4033278,V4107 
4089,2036092,G5504 
4093,6053066,W4117 
4094,1060154,G5243 
4096,1062117,P4110 
4097,6018262,A4110 
4098,2011260,G4133 
4100,1040131,R5502 
4105,5043208,G4133 
4111,2063261,J4111 
4114,4038232,V4107 
4115,2062066,D4139 
4116,1015374,G4105 
4119,1068115,J4125 
4120,2026051,E4125 
4123,3045275,R5502 
4128,1087145,S4134 
4131,5026120,G4130 
4132,7006022,R4127 
4133,6014186,A4111 
4135,4015079,E4111 
4136,6008113,H4109 
4137,7005231,K4103 
4138,2001029,E4125 
4139,5014410,G4102 
4140,6018222,G5243 
4141,7014098,C4125 
4143,2049276,E4125 
4144,6037080,A4125 
4250,6022252,H4107 
4251,5011007,G5243 
4252,1053045,D4139 
4253,2006101,V4107 
4257,1077116,W4401 
4260,6024159,A4111 
4262,1077025,J4111 
4263,1063158,J4111 
4265,3026150,R5502 
4266,1064126,G4133 
4271,5045191,G5507 
4272,5052062,P4111 
4273,6038004,H4107 
4275,4013197,V4107 
4277,2033071,D5205 
4278,7001001,V4107 
4280,4013042,N4109 
4284,7012239,A4111 
4285,4005162,V4107 
4287,1090021,S4110 
4289,1050123,V4107 
4290,2031029,W4117 
4292,1040012,W4108 
4293,5008237,A4111 
4294,2037042,N4109 
4295,5015169,N4109 
4298,2030096,W4117 
4300,6084119,B5503 
4302,6014242,A4125 
4303,1017082,W4108 
4303,4003152,D4139 
4305,4009266,C4111 
4415,2040098,H4107 
4415,2061228,C4111 
4417,1082114,B5503 
4418,1047042,N4107 
4419,2043182,C4111 
4421,6047006,S4110 
4423,2043065,R4127 
4424,1035245,H4117 
4425,6019148,G4133 
4428,5034329,G4130 
4429,6019082,A4125 
4430,1034210,H4107 
4434,4006290,N4109 
4435,2046162,N4109 
4436,4038056,R5502 
4437,2053278,P4111 
4438,1090289,N4109 
4441,4022108,H4107 
4444,1007055,G4133 
4445,2016026,P4111 
4447,1034229,W4401 
4447,5048237,C4125 
4450,5035203,R4127 
4453,3038098,S4110 
4454,2039223,C4111 
4456,2019220,P4111 
4457,7009178,S4110 
4459,1050202,H4107 
4461,1057073,S4110 
4462,1068124,G5208 
4463,7003330,C4111 
4464,2049163,G5504 
4465,5014102,S4110 
4466,1058280,B5503 
4574,2013123,G4105 
4575,2027094,G4130 
4575,7004043,C4111 
4575,4010251,A4125 
4579,4030292,G5504 
4582,7029292,S4125 
4583,2026186,N4107 
4586,6042252,A4125 
4587,2063084,C4111 
4588,4037204,W4401 
4591,6012148,M5249 
4591,2017210,K4103 
4596,4002070,W4401 
4597,1020073,A4125 
4598,4034045,J4125 
4599,6065234,W4401 
4602,1034214,A4125 
4603,1033201,K4103 
4606,1005033,S5216 
4609,1037013,W4108 
4610,4001279,C4111 
4611,2023063,P4111 
4612,2016169,C4111 
4614,4001212,P4125 
4617,7006127,C4125 
4619,4006277,W4108 
4621,7005122,C4125 
4622,2043163,R4127 
4625,6064204,G4130 
4627,6083087,C4125 
4628,4004094,C4125 
4631,6003176,W4108 
4632,6065045,G5251 
4634,7016294,R4127 
4741,4029102,V4126 
4742,2012191,S4114 
4743,5025118,N4107 
4745,7028361,R4127 
4749,1028276,S4114 
4752,4038195,G4130 
4753,1079279,W4108 
4755,4033005,W4108 
4759,2003212,C4125 
4760,6042201,S4111 
4763,4024016,N4109 
4765,4036110,S4134 
4769,1081075,N4109 
4770,1066261,C4125 
4771,2041254,K4103 
4772,6035142,R4127 
4773,1063245,C4125 
4776,1092224,W4108 
4778,6038188,G4105 
4779,6059271,B5503 
4780,6052241,S4125 
4781,2056060,P4111 
4783,5049172,N4107 
4785,5003395,S4111 
4787,1027261,R4127 
4788,6005226,S4114 
4789,2003107,G4105 
4790,6045168,N4109 
4791,4006034,R4127 
4792,6027249,W4108 
4793,7033022,W4108 
4797,6038179,S4114 
4911,1065189,R4127 
4912,4003423,S5216 
4913,5005293,S5216 
4914,2025069,N4107 
4919,1065240,P4111 
4921,7018029,G5507 
4925,4003222,S4111 
4926,1060145,N4107 
4927,5007058,R4127 
4931,6084219,G4130 
4934,5044006,R4127 
4938,5022212,R4127 
4940,7024260,S4107 
4941,5022127,V4126 
4943,7017197,R4127 
4944,4038097,G5504 
4945,1078095,R4127 
4948,7014296,P4111 
4951,6039183,G4105 
4953,7023129,V4126 
4955,1041138,S4111 
4957,1064258,P4111 
4958,5049225,G5507 
4960,1074238,S4111 
4960,6011065,S4109 
4962,1058211,S4111 
4964,2022153,R5502 
4967,5048202,G4130 
4968,2021063,P4125 
4969,5043035,G5251 
4971,2061262,P4125 
5080,2003271,P4125 
5082,7032218,S4134 
5084,1086062,P4125 
5086,1072279,S4125 
5087,4012251,G5251 
5089,2039113,A4109 
5090,7028163,G4105 
5092,2003216,G4105 
5094,5040096,G5251 
5095,4025195,R4127 
5098,7026067,S4134 
5101,4011252,S4109 
5102,6033231,G5208 
5104,6011199,W4104 
5105,5017040,S4111 
5108,2021145,G4102 
5109,5037227,A4109 
5110,1042196,S4114 
5113,2039207,R5303 
5119,2026272,R5507 
5121,5012014,S4125 
5123,7028157,S4114 
5124,7004296,R4104 
5126,1078100,G4102 
5127,6085243,A4109 
5129,1065255,S4134 
5131,3028037,S4111 
5132,2010009,R4127 
5241,7018040,V4126 
5242,1057182,G4102 
5243,7007105,S4114 
5244,1081131,S4134 
5247,1011007,S4125 
5249,1035024,G5208 
5253,1082028,S4134 
5254,7017415,A4109 
5255,4035289,A4109 
5258,1047010,S4114 
5259,6022242,M5207 
5260,2038017,S4114 
5264,7011025,V4130 
5265,1060225,W4401 
5266,4038279,S4134 
5267,1067077,G5251 
5270,4032227,A4109 
5275,5051040,G5507 
5276,5040142,S4114 
5278,1093187,R5303 
5282,4027079,G4102 
5284,3041185,W4104 
5288,5024060,G5247 
5289,2066034,A4109 
5290,2061272,S4114 
5293,7003051,G5208 
5403,4008240,G5247 
5404,4013015,S4125 
5406,6070110,S4114 
5407,6023279,S4125 
5410,6005166,G5503 
5411,6031227,S4114 
5412,7019376,S4111 
5414,1092335,S4125 
5415,6067292,V4106 
5423,7026054,R5101 
5425,2042037,P4108 
5427,6035070,G5101 
5428,1090023,M5207 
5429,3028167,M5207 
5432,1029116,P4141 
5434,4023289,V4126 
5437,1062005,S4114 
5440,6067244,G5507 
5441,4010038,V4130 
5441,7023077,S4111 
5445,2004041,P4141 
5446,4009322,S4134 
5447,1065076,W4401 
5448,5023196,S4125 
5450,6083180,V4126 
5455,2049098,R4104 
5456,2061072,V4126 
5457,1078017,G5208 
5458,1050193,G5203 
5460,6017053,S4114 
5574,2030099,R5303 
5578,6024243,S4114 
5579,2001288,V4126 
5580,7017338,V4126 
5583,2063112,S4125 
5584,2037185,S4109 
5588,5004470,S4111 
5589,6084092,M5207 
5590,6043222,G5247 
5591,7028227,R5507 
5592,4002311,K4201 
5593,2063077,S4114 
5594,2055056,G5247 
5595,4030016,V4126 
5596,6031150,S4114 
5597,2019172,S4111 
5598,4040022,R4135 
5600,4017010,G5247 
5602,6001082,S4130 
5604,7005225,P4108 
5605,1053118,S4114 
5608,1053296,G5247 
5609,6025076,S4114 
5610,2008054,R5303 
5613,1021361,V4126 
5614,2055050,S4114 
5620,6033211,S4114 
5622,7009139,V4130 
5729,6028026,S4111 
5730,1045016,G5208 
5733,1081134,S4134 
5738,1077154,S4134 
5738,1056295,S4111 
5741,3037149,S4111 
5742,1017492,R5303 
5743,1049122,R4135 
5747,3018057,M5207 
5750,4014097,V5240 
5760,3039145,G5505 
5762,2042319,M5207 
5763,5032147,V4106 
5768,7002044,R4104 
5769,3043068,S4134 
5770,4005124,S5305 
5771,2047022,S4134 
5774,3003047,W4104 
5774,5006229,R5507 
5777,5032131,S4134 
5778,2039224,W4104 
5782,2059083,R4104 
5890,6019036,W4104 
5891,1043220,S4134 
5893,1019171,G5248 
5897,2066197,S4134 
5900,2052181,R5101 
5902,1071047,S4134 
5908,2061233,S4130 
5910,1010229,S4142 
5911,6066205,G5208 
5913,5003055,G5503 
5914,6023070,S4109 
5915,4022197,R5302 
5916,6058107,S4142 
5916,2050245,J4138 
5920,2014065,V5232 
5920,7016175,V4106 
5920,4003301,R5303 
5924,1036145,S4142 
5928,2007085,S4107 
5929,5053090,G5248 
5931,1056224,G5203 
5934,1087150,S4130 
5937,3041285,S5247 
5938,1074079,S4109 
5940,6012263,S4142 
5943,7002142,K4201 
6057,7028302,G5203 
6066,6027233,R5403 
6067,7008275,W4104 
6068,5046189,G5505 
6069,2027271,R5101 
6070,1082006,R4137 
6071,7014239,S5305 
6071,4031159,S4142 
6075,3044104,S4142 
6078,5009199,G5505 
6079,5050127,G5248 
6081,4007408,S4142 
6082,7031021,W4104 
6084,2006227,J4138 
6085,2052276,G5248 
6088,6061300,R5507 
6088,1021202,G5203 
6090,5043206,S4109 
6095,2039177,K4201 
6097,7017030,G5503 
6102,6039001,R5403 
6104,2041161,S4130 
6105,2040147,S5305 
6106,2049247,V4106 
6107,2050038,V4130 
6107,2065017,S4109 
6112,1093223,J4138 
6229,2041232,V4106 
6234,3030206,S4130 
6235,6053021,R5302 
6238,7026050,R4135 
6239,6033236,J4138 
6240,5053041,G5503 
6242,1070214,S4107 
6242,2023086,R4135 
6244,1074095,G5203 
6245,1085100,K4201 
6248,1084258,K4201 
6250,6064118,V4130 
6251,1069018,S4130 
6252,1076248,G5203 
6253,4014042,S4107 
6255,5038237,S4130 
6256,5035094,G5248 
6257,2048213,W4104 
6267,3030121,V4130 
6268,6038014,V4130 
6275,1059245,G5248 
6277,2008208,S5252 
6278,4028056,S4107 
6399,4037287,S5252 
6407,6009050,S4130 
6408,7033274,V4106 
6410,4003139,V4106 
6412,2040158,R4135 
6419,7026060,R5302 
6421,5037107,R5302 
6426,5010175,S4130 
6427,7001007,S5305 
6436,7030010,V4130 
6437,2011247,R5302 
6440,2011137,R4135 
6441,1061069,R5403 
6443,7027242,R4135 
6444,7006116,S5305 
6556,6085209,G5501 
6560,6045059,R5403 
6564,1034083,V5304 
6564,4007288,S4130 
6571,2062220,S5402 
6574,1049374,R5403 
6575,1004009,G5501 
6583,2062234,V4130 
6584,4014369,V4130 
6586,2029062,G5501 
6587,3025169,S4130 
6590,6066036,G5503 
6591,7025288,S4119 
6592,2002172,S4129 
6596,7024157,V4106 
6598,2020051,V4106 
6601,2051249,G5501 
6602,4038063,V4130 
6605,1036147,R5403 
6606,2028180,M5601 
6607,6002048,S4119 
6711,6012196,M5601 
6712,5054104,G5501 
6715,1069016,V5304 
6718,6008013,M5601 
6719,4003169,G5501 
6721,3005033,J4140 
6723,1084079,J4140 
6725,1051266,V5209 
6728,3021044,S4130 
6730,1065256,V4130 
6734,4005143,S4130 
6736,6025202,J4140 
6738,2003144,V4130 
6739,7017102,V5209 
6740,1006013,R4137 
6740,1036008,G5101 
6742,3027099,V4130 
6745,2042126,R5101 
6746,6043220,V4130 
6746,1047117,J4140 
6748,5053091,G5503 
6749,3045244,S4130 
6750,1052285,S4129 
6753,5023095,S4130 
6760,5013079,V4130 
6764,6006262,G5503 
6765,1068230,S5702 
6879,4017205,V5247 
6880,4034112,S4119 
6883,2054170,R4137 
6884,1069164,S5402 
6885,6002008,S4119 
6887,1042195,S4129 
6888,5026042,S4131 
6890,2068064,S4119 
6891,4034258,S4129 
6895,1036219,G5101 
6898,1072037,S4131 
6900,1078080,S4131 
6902,6016074,V5206 
6903,5017111,S4129 
6906,1085167,S4119 
6908,4040262,V5204 
6909,2060386,V5204 
6911,6041066,R4137 
6911,6035046,M5601 
6913,4025029,S5247 
6915,4023218,V5247 
6916,6011045,S4131 
6927,5029111,V5247 
6929,1027166,S4131 
6930,1093168,S5247 
6931,6056151,V5204 
7037,1092271,S5402 
7038,1065008,S4129 
7040,4024186,S5402 
7040,4032133,S4129 
7043,3026015,V4301 
7048,4012180,S4129 
7049,2013154,S5402 
7051,5050122,S4129 
7052,5013080,S4129 
7053,6040104,S4119 
7055,5054236,S4129 
7057,2040195,S4129 
7058,7002310,S4129 
7060,4016373,J4140 
7064,2020182,J4140 
7066,1041345,S5702 
7068,2018153,S4129 
7076,7017187,V5801 
7078,2042330,S5246 
7085,2036111,M5601 
7086,1071022,S5246 
7197,7015120,V4301 
7197,4007060,V4301 
7208,1025042,V4301 
7215,1087079,V4301 
7219,1017211,V4301 
7230,1069275,V4301 
7236,4006110,V4301 
7238,1075085,V4301 
7239,2052062,V5801 
7255,5048240,V4301 
7361,7005259,V4301 
7363,4007011,V4301 
7370,2010153,V5801 
7374,1085011,V4301 
7378,2001268,V4301 
7393,3020230,V4301 
103,3021185,D4110 
104,2039093,D4110 
105,1026074,B4111 
106,1061217,B4111 
107,2011061,D4110 
108,1030233,B4111 
109,7014042,D4110 
110,2062150,B4111 
111,2062174,B4111 
112,6023192,M4110 
113,2064186,D4111 
114,1055223,D5216 
116,1054109,B4111 
117,2031102,D4111 
118,2013184,D5216 
119,6024258,B4111 
120,2015001,K4110 
121,6002070,K4110 
123,6026202,B4111 
124,6008279,B4111 
125,2030144,K4110 
126,5009182,B4111 
128,7017243,D4111 
130,6022134,K4110 
131,1034235,B4111 
132,1053231,K4110 
134,1093274,B4125 
135,6025021,B4111 
136,1087030,D4111 
137,1052294,B5221 
138,4037282,K4110 
139,6011105,D4111 
140,7013180,K4110 
141,1030142,B5221 
142,2047125,K4110 
143,1072255,D4111 
144,2031097,D5216 
145,2050142,D5216 
146,2061161,K4110 
147,6011110,M4111 
148,7017268,B5221 
149,6042137,B4125 
251,6027199,D4111 
252,1008173,B4125 
253,6079070,M5210 
254,6044129,K4110 
255,5002398,D4111 
256,2055169,B5221 
257,2010129,K4110 
258,4005398,B4125 
260,5014297,K4110 
261,6021270,D4111 
262,7029062,D4111 
263,1047007,B4125 
264,1048296,K4110 
265,7017045,K4110 
266,2010123,D4111 
267,1063087,D4111 
268,6027400,K4110 
269,2042175,K4110 
270,6044065,G4110 
271,5034131,K4110 
272,5023236,D4125 
273,1024121,B5221 
274,1081151,D4111 
275,5005426,G4110 
276,7001208,D4111 
277,6046196,K4110 
278,7024227,D4111 
279,1032016,K4110 
280,2043045,D4111 
282,6010161,G4110 
283,6036033,G4110 
284,6027318,K4110 
285,3043244,K4125 
286,6010052,K4110 
287,6032114,D4111 
288,1092313,B5221 
289,1037387,G4110 
290,1073184,K4110 
291,7001154,D4111 
292,1029102,B5221 
293,2031134,K4110 
294,1026140,B4125 
295,7005005,D4111 
296,4007492,K4110 
400,1054083,B4109 
401,6015077,K4111 
402,5003250,M4111 
403,1024097,M5216 
404,6019030,M5216 
405,2054202,M5216 
405,6001097,B4101 
407,1084199,B5219 
408,6006248,M4125 
409,2028082,D4112 
410,5004036,B4125 
411,2042231,D4125 
412,1027025,B4125 
413,1023128,B5219 
414,1024007,K4111 
415,1035055,B4125 
416,4004089,G5216 
417,2025001,D4125 
419,1050118,B4125 
420,6084255,B4125 
423,1069221,G4115 
424,2049123,B4125 
425,2028091,D4125 
426,5026197,B4117 
427,4008208,K4111 
429,2042294,K4111 
430,1035220,B4125 
431,6014219,M5216 
432,6053195,M4111 
433,5009071,B4125 
434,2050055,K4111 
435,2010105,B5219 
436,1081011,G5216 
439,1020077,M5216 
440,6005198,B4125 
441,4036457,B4125 
443,1004034,B4125 
444,7018247,K4111 
445,5003231,M4111 
446,2014058,D4125 
447,2021047,K4111 
448,4006269,D4125 
449,2034178,D4125 
450,6015157,M5216 
546,2054032,D4112 
547,3030095,D4125 
548,1071208,D4112 
549,4036386,G5216 
551,1026226,B5234 
552,1057173,K4111 
553,1027116,G5216 
554,1034112,G5216 
555,2048090,B4117 
556,1015335,K4111 
557,2040103,D5254 
558,1091047,D4125 
559,4015073,D4125 
561,1049100,D4125 
562,2030251,D4125 
563,1036169,D4125 
564,7014195,D4125 
565,2021201,K4111 
566,4004258,D4125 
567,1087019,D4125 
568,1046289,M4125 
570,6031026,K4111 
572,1052063,B5234 
573,1027090,B5234 
574,1079276,K4111 
575,2002180,K4111 
576,1090314,K4111 
577,1044183,G5216 
578,1069102,D4125 
579,1024002,B4117 
580,1008089,G4111 
581,6013028,M4111 
583,3035122,D4125 
586,4006484,K4111 
587,7008084,D4125 
589,2025256,D4125 
590,2028174,D4125 
592,4001323,D4125 
593,4001402,R4110 
594,2021225,K4111 
595,7017143,R4110 
596,5035180,K4111 
597,2040203,K4111 
706,1069076,R4110 
707,6014001,M4125 
708,2048056,D5254 
709,6024123,G4115 
710,1053120,D5254 
712,4007226,R4110 
713,6067162,M4125 
714,5008018,G4115 
715,2032160,G4115 
716,6003096,G4115 
717,1027149,B5235 
718,1032111,B4117 
719,2028219,D5254 
720,1066104,B5235 
721,6015252,M4125 
722,1013313,K4125 
724,1056025,R4110 
725,7014336,D4107 
726,6006183,M5217 
727,2053191,B4107 
728,1056241,D5254 
729,6021040,B4107 
730,7034113,R4110 
731,2048140,R4110 
732,6060040,R4110 
733,1074151,K4125 
734,7019262,R4110 
735,7009130,D5254 
736,7008023,D5254 
737,1052130,R4110 
738,6003130,M5217 
739,5005415,W4110 
740,2053208,K4125 
742,4001386,R4110 
742,1027051,B4107 
744,6030018,G4115 
745,2016206,D5254 
748,5003019,D4112 
749,2038259,D4107 
750,2067079,K4125 
751,4035066,K4125 
751,1058176,G4115 
753,6074073,M4125 
860,2025218,M4125 
863,1023060,M5217 
865,1072016,D4107 
866,6026212,G4111 
867,5038273,G4111 
868,2025084,D4107 
869,6040192,M5217 
871,1020192,K4203 
872,1071229,G4111 
874,1056282,G5225 
875,3031073,G4111 
876,2051205,K4125 
877,1052168,B4107 
878,2019034,R4114 
878,2028203,B4117 
881,1050146,B4117 
882,2042353,W4110 
883,1052267,M4125 
884,2013234,W4110 
885,7015439,K4125 
886,6016211,G4111 
887,7014174,B4107 
888,4027221,K4125 
890,6021056,W4110 
891,4001162,B4117 
892,2028086,B4107 
893,1088247,R4114 
894,2019109,V4110 
896,6060349,M4125 
897,1047032,G5225 
898,1060208,M5217 
899,5009171,M5217 
900,1078198,B4107 
901,5011087,K4125 
902,6028073,M4125 
903,7001137,B4107 
904,2051130,B4107 
905,2055076,B4107 
906,1033033,B4109 
907,6027323,M4125 
908,6011016,W4110 
910,2014188,K4125 
1012,6011148,G4125 
1013,6057090,B4117 
1014,3027095,G4125 
1015,2023039,R4114 
1016,6052140,B4109 
1017,7004063,G4125 
1018,1065014,K4107 
1019,1054125,W4110 
1020,6028128,M5217 
1021,7034364,W4110 
1022,1067130,D4107 
1023,1090104,W4110 
1024,3033230,W4110 
1025,2062353,G5225 
1027,6009190,H4110 
1028,1048175,B4107 
1029,7023123,W4110 
1031,1030067,G5225 
1032,2062241,G5225 
1033,6062170,M5237 
1035,1080253,W4110 
1036,1028047,B4107 
1038,6046042,H4110 
1039,1080002,R4111 
1040,7013206,G5225 
1041,1018227,B4109 
1042,2003171,B4107 
1043,2062151,G5225 
1044,7015366,G4125 
1045,1020180,M5217 
1046,1040083,W4110 
1047,5024292,B4107 
1048,6035061,D4136 
1049,6079280,G5225 
1050,4014079,B4107 
1051,4004400,B5226 
1052,6034141,R4111 
1053,5052152,B4109 
1054,2063194,W4110 
1055,6053122,M5217 
1056,1080133,G4125 
1058,7013267,D4107 
1059,6085255,M4117 
1163,7002173,H4110 
1164,4022151,D4109 
1165,1039370,G4125 
1167,2020206,G4125 
1168,2049057,G4125 
1169,7011162,G4125 
1170,2006276,G4125 
1171,1037263,B4109 
1172,6015164,W4114 
1173,2016180,R4114 
1174,2059204,R4111 
1175,3035198,V4110 
1176,1032192,B5229 
1178,2016144,B4109 
1180,6042110,G4125 
1181,2055089,M5238 
1183,1055079,R4114 
1184,6007025,G4125 
1184,7002157,B4107 
1186,7004200,R4114 
1187,2042360,G4125 
1188,1049047,G5222 
1189,2018239,V4110 
1191,4006332,R4114 
1192,1061104,G4125 
1193,5031156,G4125 
1194,1006315,M5238 
1195,2027166,B4107 
1196,1060088,D4136 
1197,1013318,R4114 
1198,2049031,B4107 
1199,2062232,B4107 
1200,6054135,B4107 
1201,1042233,G5222 
1202,1088107,B4109 
1203,1023017,M5237 
